id,巴西葡萄牙语
16601,Gatilho Parcial
16602,Script Parcial
16603,"Se esta variável estiver ligada ao plugin, então esta variável será selecionada automaticamente quando o plugin atual for compactado no pacote de plugin"
16604,Sem mais dicas
16605,Vincular
16606,Desvincular
16607,#cF62D2DAtenção: A variável atual é referenciada por um parâmetro de disparo parcial. Não pode desvincular!#n
16608,Versao nova
16609,Versao antiga
16610,Editar versao antiga
16611,Foi detectado que este plugin usava o gatilho da versão anterior. Quer mudar para a versão antiga para editar?
16612,(#cF62D2DAtenção: o gatilho antigo não pode ser adicionado e compactado no pacote de plugins#n)
16613,Foi detectado que este plugin usava o gatilho da versão anterior. Quer mudar para a versão antiga para editar?
16614,(#RAtenção: o script antigo não pode ser adicionado e compactado no pacote de plugins#n)
16615,Cancelar
16616,Variavel Parcial
17000,@Null@
19990,Editar Bloco Plugin
19991,"Bloco Plugin:
#cfa7a0fAparencia:#nNome, descrição e modelo dos blocos podem ser alterados. O modelo pode ser alterado para outra aparência de bloco ou usando um modelo em miniatura no centro de recursos.
#cfa7a0fAtributos:#nAtributo básico, drops e tipo de colisão podem ser ajustados."
19992,Editar Criatura Plugin
19993,"Plugin Criatura:
#cfa7a0fAparência:#nNome, descrição, o modelo e o tamanho da criatura podem ser ajustados. O modelo pode ser alterado para outra aparência de criatura, usando o modelo em miniatura no centro de recursos ou as capas e avatares adquiridos. 
#cfa7a0fAtributos e Batalha#n Tipo, atributos e capacidade de combate podem ser definidos. 
#cfa7a0fAvançado#nO comportamento da criatura pode ser criado e editado.
#cfa7a0fInteração#nA loja pode ser criada e editada e anexada a criaturas. O enredo pode ser editado mas não recém-criado.
Nota: O enredo só pode ser criado através do plugin de enredo. Em seguida, defina a criatura alvo como o alvo do acionador para que a história seja exibida durante a interação.

#cfa7a0fGatilho parcial:#n Diferente da ferramenta do desenvolvedor, o gatilho parcial é apenas para o evento que é disparado por este evento de plugin e oferece mais possibilidades
#cfa7a0fScript parcial: #nDiferente da ferramenta de desenvolvedor, o gatilho parcial é apenas para o evento que é disparado por este evento de plugin
PS: se este plug-in tiver usado os gatilhos ou scripts integrados, você pode clicar na mudança de nova versão no canto superior direito do gatilho parcial ou na barra de opções de script parcial para voltar aos antigos gatilhos e scripts integrados para edição, mas a versão antiga não suporta o novo conteúdo, por favor entenda."
19994,Editar Props Plugin
19995,"Props Plugin:
#cfa7a0fAparencia:#nO nome, descrição e modelo de adereços podem ser alterados. O modelo pode ser alterado para outra aparência de algum item ou usando um modelo em miniatura no centro de recursos.
#cfa7a0fAtributo:#nDe acordo com diferentes tipos de itens, os atributos podem ser ajustados.
#cfa7a0fHabilidade:#nHabilidades e efeitos de itens podem ser criados e editados.
#cfa7a0fItens#nCrie novos ou edite os itens, o número de itens e a probabilidade de itens no Pacote da Sorte.
Nota: O tipo de item não pode ser modificado. O tipo só pode ser configurado ao criar novos itens ou editar os itens originais (Tipo de Item: Diversos, ferramentas, arco, munição/projétil, arma de fogo, comida e embalagem).

#cfa7a0fGatilho parcial:#n Diferente da ferramenta do desenvolvedor, o gatilho parcial é apenas para o evento que é disparado por este evento de plugin e oferece mais possibilidades
#cfa7a0fScript parcial: #nDiferente da ferramenta de desenvolvedor, o gatilho parcial é apenas para o evento que é disparado por este evento de plugin
PS: se este plug-in tiver usado os gatilhos ou scripts integrados, você pode clicar na mudança de nova versão no canto superior direito do gatilho parcial ou na barra de opções de script parcial para voltar aos antigos gatilhos e scripts integrados para edição, mas a versão antiga não suporta o novo conteúdo, por favor entenda."
19996,Editar Receitas Plugin
19997,"Receita de Plugin:
1. Receita de Plugin está disponível para alguns itens, blocos e plugins de itens.
2. Clique em Não precisa de ferramentas, em seguida, a receita pode ser criada na interface da mochila.
3. Tipo de receita consistente com o item criado na caixa de ferramentas.
4. Produzir é a quantidade de item produzido ao seguir uma receita de plugin.
5. Máximo de 6 itens podem ser selecionados como receita de elaboração de cada item.

#cfa7a0fGatilho parcial:#n Diferente da ferramenta do desenvolvedor, o gatilho parcial é apenas para o evento que é disparado por este evento de plugin e oferece mais possibilidades
#cfa7a0fScript parcial: #nDiferente da ferramenta de desenvolvedor, o gatilho parcial é apenas para o evento que é disparado por este evento de plugin
PS: se este plug-in tiver usado os gatilhos ou scripts integrados, você pode clicar na mudança de nova versão no canto superior direito do gatilho parcial ou na barra de opções de script parcial para voltar aos antigos gatilhos e scripts integrados para edição, mas a versão antiga não suporta o novo conteúdo, por favor entenda."
19998,Editar Plugin de Fundição
19999,"Plugin de Fundição:
1. Fundir materiais e itens produzidos suportam alguns itens, blocos e itens de plugins.
2. Ligue [Queimavel] para configurar materiais de fundição como combustível de fundição. O tempo de fundição é a duração necessária para fundir o item.
Nota: Se [Queimavel] estiver ligado e não configurar itens produzidos, o material de fundição será usado apenas como combustível.
Leva um tempo fixo de 10 para fundir os itens.

#cfa7a0fGatilho parcial:#n Diferente da ferramenta do desenvolvedor, o gatilho parcial é apenas para o evento que é disparado por este evento de plugin e oferece mais possibilidades
#cfa7a0fScript parcial: #nDiferente da ferramenta de desenvolvedor, o gatilho parcial é apenas para o evento que é disparado por este evento de plugin
PS: se este plug-in tiver usado os gatilhos ou scripts integrados, você pode clicar na mudança de nova versão no canto superior direito do gatilho parcial ou na barra de opções de script parcial para voltar aos antigos gatilhos e scripts integrados para edição, mas a versão antiga não suporta o novo conteúdo, por favor entenda."
20101,Dicas do Dev
20102,"Seu ponto de dev atingiu@1, e você se tornou Lv@2 Dev, parabéns!"
20103,"Devido ao fato de você ter abusado da regra, seus pontos de Dev diminuíram para@1, você foi rebaixado para Lv@2 dev e será responsável."
20104,Júnior
20105,LV1. Poeira Estelar
20106,LV2. Nebulosa
20107,LV3. Estelar
20108,LV4. Estrela Gigante Vermelha
20109,LV5. Supergigante
20110,LV6. Super Nova
20111,LV7. Buraco Negro
20112,Desenvolvedor
20113,Entrada Atalho
20114,Torne-se um desenvolvedor
20115,Biblioteca de Objetos
20116,Biblioteca de Plugins
20117,Centro de Recursos
20118,Gatilho
20119,Script
20120,Configurações da Loja
20121,Barra Acesso Rápido
20122,(Clique para alternar todas as ferramentas na barra de ferramentas de acesso rápido)
20123,Criação de Modelo
20124,Criação Instantânea
20125,Projeto de Circuito
20126,Design de jogabilidade
20127,Manual do desenvolvedor
20128,A Barra de Ferramentas de Acesso Rápido foi alterada para Ferramentas Comuns de Criação de Modelos
20129,A Barra de Ferramentas de Acesso Rápido foi alterada para Ferramentas de Criação Instantânea
20130,A Barra de Ferramentas de Acesso Rápido foi alterada para Ferramentas de Design de Jogo Comum
20131,A barra de suporte de atalho foi alterada para acessórios de design de circuito comuns
20132,"Foi detectado que existem suportes de informação (plantas, papéis, etc.) na sua barra de ferramentas de atalho e todos os suportes na barra de atalhos serão substituídos se continuar a operar"
20133,Desenvolvedor Certificado
20134,Cancelar
20135,Desenvolvedor
20136,Recurso de Modelo
20137,Recurso Gatilho
20138,Número X de gatilhos não foi ativado
20139,Reiniciar mapa
20140,"Recurso de publicação requer que ele seja carregado no servidor. Detectado que o recurso não foi carregado, prosseguiremos com o carregamento do recurso para o servidor."
20141,Recurso de publicação requer que ele seja movido para a Biblioteca Principal e carregado no servidor. Continuaremos para mover o recurso para a Biblioteca Principal e fazer o carregamento para o servidor.
20142,#c0aaa1a@1#c657476 arquivos (baixados incluídos)
20143,Janela Ferramenta Desenvolvedor
20200,Explorando por
20201,Você não pode dormir em outro planeta sem a permissão da mãe!
20202,Bomba de oxigênio
20203,Coloque combustível e materiais para gerar oxigênio
20204,Bombear oxigênio quando a barra de oxigênio estiver cheia
20205,Energia crítica
20206,Bem vindo a Horas!
20207,"#c3f4f4fHoras é perigoso, como sobreviver no planeta sem oxigênio? #n#c3f4f4fColete Oxy, criar área Oxigenio, encontrar mais blueprint, construa pacote de oxigenio... #n#c3f4f4fTome Cuidado! Você irá reaparecer de volta para Mini planeta! #n#r#cfa7a0fIr para frente coração jovem!"
20208,@self preste atenção ao consumo de oxigênio
20209,Totem de madeira de pessegueiro não pode ficar de pé em Horas!
20210,"Dicas: Por favor, cuide da sua informação privada"
20211,Isso não está disponível para você de acordo com sua idade.
20212,Por favor digite pelo menos 6 caracteres.
20213,Mini Estrela
20214,Animação
20215,Estilo
20216,Vintage
20217,Energético
20218,Entrada
20219,Andar
20220,Sentar
20221,Jogar bonito
20222,Dançar
20223,Salvar
20224,Salvar em propriedade da skin
20225,"A skin não foi salva ainda, você tem certeza de sair?"
20226,Saia do arquivo atual para entrar na Mini Estrela
20227,"Controle#cfa7a0fRotação e zoom do personagem#n, Clique no personagem para interagir点"
20228,"Clique para abrir a loja de skin, use acessórios na Galeria DIY#cfa7a0fpara vestir#n！"
20229,"Clique e mude para a lista de animação, faca o seu personagem #cfa7a0fmover#n！"
20230,Clique e mude para o estilo da lista，voce pode escolher o seu favorito#cfa7a0festilo de skin#n！
20231,Finalmente#cfa7a0frelembre de salvar#n! Voce pode compartilhar com seus amigos！
20232,Avatar Mini Estrela
20233,(Carregue manualmente. Ele pode ser usado depois de passar na revisão)
20234,Mini Estrela
20235,"Avatar personalizado do AR está cheio, por favor, apague alguns e entre na Mini Estrela"
20236,"Por favor, inclua a borda preta do desenho no quadro da câmera"
20237,A autorização de acesso à câmera é necessária para a Mini World: Block Art para habilitar a Mini Estrela
20238,Entrar
20239,Espaço em Branco#c0aaa1a×@1
20240,Gratidão
20241,Onda
20242,Etapas de criação da mini estrela
20243,Vá e faça o download #L#cffda0a cartão de desenho oficial #n verifique o tutorial
20244,Imprima o cartão de desenho no papel de tamanho A4#L#cffda0aClique Salvar#n
20245,Use sua ferramenta e desenhe uma skin
20246,Inclua a borda preta do cartão de desenho no quadro da câmera
20247,Não lembre novamente
20248,Câmera Aberta
20249,Tire de Novo
20250,Pensando
20251,Chorando
20252,Bravo
20253,Feliz
20254,Caindo
20255,Pose
20256,Você tem certeza de voltar para a câmera?
20257,Afiar
20258,Tridimensional
20259,@Null@
20260,@Null@
20261,@Null@
20262,@Null@
20263,@Null@
20264,@Null@
20265,@Null@
20266,@Null@
20267,@Null@
20268,@Null@
20269,@Null@
20270,@Null@
20271,@Null@
20272,@Null@
20273,@Null@
20274,@Null@
20275,@Null@
20276,@Null@
20277,@Null@
20278,@Null@
20279,@Null@
20280,@Null@
20281,@Null@
20282,@Null@
20283,@Null@
20284,@Null@
20285,@Null@
20286,@Null@
20287,@Null@
20288,@Null@
20289,@Null@
20290,@Null@
20291,Pontuação
20292,ultrapassar mais de 1% dos jogadores
20293,Cor
20294,"Todo o conteúdo AR é de livre criação e original dos jogadores, não têm relações com o desenvolvedor do jogo."
20295,Salvar imagem
20296,Salvou
20297,"A foto não atende aos requisitos, refazer"
20298,Detalhes
20299,Coleções
20300,Salvar cartão de desenho no álbum
20301,Código de resgate inválido
20302,Resgatar o código usado!
20303,Resgatar código expirado
20304,"Você tem essa skin, não adquira repetidamente"
20305,Parabéns por desbloquear o Camaleao Ruby e Azul. O mini capitão enviará um camaleao como presente!
20306,Download Falhou
20307,Download com sucesso e salvo no album
20308,Resgate a Skin
20309,Revendo
20310,Violado
20311,Esta skin violou os regulamentos. Deseja excluir?
20312,"Na versão atual, a função só está disponível para dispositivos móveis"
20313,Não é possível compartilhar a skin DIY antes de passar pela revisão
20314,Mini Estrela (Tirar Fotos do Cartão de Desenho)
20315,Mini Estrela (Disparar em Passos e Peças)
20316,Nenhum cartão?
20317,Unidade: cm
20318,"De acordo com as dicas de tamanho, desenhe a skin DIY em qualquer papel em branco e desenhe a skin com lápis de cor, #L#cfa7a0fVeja o tutorial em Passos#n"
20319,#cffda0aCabeca#nDesenhe
20320,Corpo#cffda0aFrente#nDesenhe
20321,Corpo#cffda0aTras#nDesenhe
20322,Fotografar em etapas: inclua a área de desenho no quadro da câmera. Atire em 3 etapas para gerar a skin DIY.
20323,Tire foto do cartão de desenho
20324,Atirar em passos
20325,Incluir a borda preta da área de desenho dentro da câmera
20326,Verificar o código QR
20327,Tras
20328,Não há visualização
20329,Visualização Cabeça
20330,Visualização frontal corpo
20331,Cabeça
20332,Corpo dianteiro
20333,Corpo Dorsal
20334,Concluir
20335,Skin DIY será revisto agora (pode ser visto no multi jogador quando passar na revisão)
20336,Inclua o código QR no quadro da câmera
20337,Carregar
20338,Instrução
20339,"#cfa7a0fPreparação antes do carregamento#n
Faça o download do cartão de desenho oficial e termine o trabalho na área de desenho.
  
  #cfa7a0fComo carregar?#n
  Clique em Carregar. Encontre o cartão de desenho e clique em.
  #cef2d2dAviso: O tamanho do cartão de desenho carregado deve ser o mesmo da versão oficial (Padrão A4). #n
  
  #cfa7a0fVisualizar e Salvar#n
  Após o carregamento, o trabalho será exibido na interface de edição do Skin de Mini Estrela.
  Carregue-o após salvar. Quando é aprovado, pode ser visto na sala multi jogador."
20340,Recarregar
20341,"Aviso: Se o modelo gerado estiver errado, verifique se o tamanho e a direção estão corretos. Verificar #L#cfa7a0fInstrução de Carregamento#n）"
20342,Conteúdo não foi revisado e não pode ser usado. Carregue para revisar
20343,Conteúdo está sendo revisado e não pode ser usado
20344,Conteúdo ilegal. Não é possível usar e editar
20345,Emote Estrela
20346,Emote Estrela
20347,Skin de Estrela
20348,Skin de Estrela
20349,Minha Oficina
20350,Esteja Ligado
20351,Configuração
20352,Efeito Dinâmico
20353,Tela
20354,Escolha Skin
20355,Escolha Ação
20356,#cffffffMostre sua ação na frente da câmera traseira#n
20357,#cffffffGravar #cfa7a0f@1#nan ação#n
20358,#cffffffMudar para Ação @1#n
20359,#cffffffComece a gravar#n
20360,Gravação lapso tempo(5s)
20361,Gestão de modelos(@1/3
20362,Introdução
20363,"Emote Estrela combina a ação humana com o modelo pelo reconhecimento ósseo. O jogador só precisa mostrar o corpo humano na frente da câmera, e o papel vestido na imagem pode corresponder à ação do jogador em tempo real.
Jogador também pode gravar a ação e salvá-la"
20364,Bem-vindo ao Mini Pista Estrela! Você pode experimentar diferentes tipos de alta tecnologia aqui para conectar o Mini World com o mundo real! Use sua imaginação e ideias para torná-lo realidade!
20365,[Emote Estrela]
20366,Tiro único
20367,Tiro duplo
20368,Deixe o modelo balançar com você e grave suas próprias ações!
20369,Tutorial detalhado
20370,#LNão pode jogar?#n
20371,#cef2d2dAtenção: Preste atenção às pessoas ou coisas ao seu redor durante o uso da função. Seja cuidadoso!
20372,Telefone é perpendicular ao solo
20373,Distância 1-2 metros
20374,Aplicativo de ação
20375,Ajuda da aplicação de ação
20376,"#cfa7a0fO que é aplicação de ação?#n
Use o aplicativo de ação para alterar a ação do modelo.
Os jogadores usam e entram no jogo. As ações (incluindo: levantar, correr, deitar, atacar, morrer, atacado) serão substituídas.

#cfa7a0fQuais skins suportam o aplicativo de ação?#n
Avatars @1(Mais skins estarão disponíveis para a versão posterior)"
20377,Combinação de ação (aplicativo de ação)
20378,Nome da Ação
20379,#cffffff@1@2#nConfigure #cfa7a0f@3#n ação
20380,Salvo com sucesso
20381,Salvo com sucesso. Verifique na galeria de recursos
20382,Ação básica
20383,Emoticon
20384,Salvar como
20385,#L#cffffffRecursos
20386,Configure pelo menos uma ação para salvar
20387,Nomeie o recurso (combinação de ação)
20388,Figura Padrão
20389,Figura Geral
20390,A ação feita por este osso pode ser usada no emote de estrela
20391,A combinação de ações será salva no centro de recursos. A ação padrão não será salva na combinação de ação
20392,Você pode salvar a combinação de ação no centro de recursos
20393,#L#cfa7a0fSalvar combinação de ação
20394,Gerar figura padrão
20395,Carregue a ação
20396,Salve a ação
20397,#cfa7a0f@1#n A ação será salva no centro de recursos
20398,Centro de Modelos
20399,Centro de Ação
20400,Ação do Mapa
20401,Recurso de ação: Arquivo @1/@2
20402,Recurso de modelo: Arquivo @1/@2
20403,Detalhes de recursos
20404,Nome
20405,Tipo de recurso
20406,Tag de ação
20407,UID
20408,Tamanho arquivo
20409,Tipo modelo
20410,Figura Geral
20411,Combinação
20412,Único
20413,Bloco Miniatura
20414,Combinação Miniatura
20415,Item em miniatura
20416,Criatura em miniatura
20417,Modelo personalizado
20418,Vai custar #c0aaa1a@1×@2#n para abrir #cfa7a0f@3#n slot. Confirmar#r
20419,Cabeça
20420,Pescoço
20421,Tronco
20422,Barriga
20423,Pélvis
20424,Osso da raiz
20425,Ombro
20426,Ombro direito
20427,Braço direito grande
20428,Antebraço direito
20429,Palma direita
20430,Ombro esquerdo
20431,Braço esquerdo grande
20432,Antebraço esquerdo
20433,Palma esquerda
20434,Coxa direita
20435,Haste direita
20436,Pés direitos
20437,Coxa esquerda
20438,Haste esquerda
20439,Pés esquerdos
20440,Não pode verificar#rRecurso não foi baixado
20441,Nenhuma modificação suportada
20442,Vira a cabeça
20443,Rodopio
20444,Akimbo
20445,Levante a perna
20446,Animação de abertura
20447,Nomeie a ação
20448,Max 100 frames. 0.1 frame/s
20449,Figura de forma humana padrão
20450,Edição de modelo de forma humana padrão. Não é possível alterar o parâmetro de osso
20451,Sem modificação. Falha ao salvar
20452,Sucesso de carregamento
20453,Erro de carregamento
20454,Sua skin não suporta aplicação de ação
20455,Geral
20456,Ação oficial
20457,Ação personalizada
20458,Ação de emote de estrela
20459,Sem dados de ação. Não pode ser salvo como combinação de ação
20460,Apenas ação padrão. Não pode ser salvo como combinação de ação
20461,Número de arquivos de ação atingiu o limite superior
20462,Tem certeza de que deseja limpar o plano de aplicação de ação?
20463,Você não pode editar a ação oficial
20464,Controle de deslocamento
20465,Só pode ajustar o deslocamento
20466,Este osso não suporta edição de modelo
20467,Seu telefone não suporta esta função
20468,Aviso: só pode ser possível e verificado 5 vezes por dia
20469,Enviei a verificação mais de 5 vezes hoje. Reenvie amanhã.
20470,Faça uma pose e eu te seguirei
20471,"Clique no botão Gravar. Contagem regressiva 3,2,1 VAI!"
20472,Todas as suas poses seguintes serão gravadas!
20473,Gravação concluída! Vamos dar uma olhada!
20474,"Depois de salvar, você pode usar a skin no personagem e editar!"
20475,@Null@
20476,A ação será revisada (será exibida após a revisão)
20477,Emote de estrela | O que é isso?
20478,Emote de estrela | Como usar?
20479,Emote de estrela | O que é que isso pode fazer?
20480,Virar
20481,Curtir
20482,Tímido
20483,Desajeitado
20484,Deslumbrado
20485,"Bem-vindo a Dança Estelar (Captura de Movimento), começaremos com o tutorial sobre essa função."
20486,Fim do tutorial
20487,"Falha no carregamento, arquivo local ausente (selecione outra ação)"
20488,(Só pode ser visto online após a conclusão da revisão)
20489,@Null@
20500,Não foi possível tirar fotos
20501,@Null@
20502,@Null@
20503,@Null@
20508,@Null@
20509,"Por favor, espere"
20510,Postar
20511,Inserir Imagem
20512,Gerenciamento de postagens
20513,Enviar
20514,Status do Amigo
20515,Meu status
20516,Última resposta
20517,Editar
20518,Postar sentimentos
20519,"Clique para inserir conteúdo, limite de 15 palavras"
20520,Meu espaço
20521,Prioridade a Canais Exibidos
20522,Permitir que outros comentem
20523,Meus sentimentos
20524,Mapas
20525,Status
20526,Álbum
20527,Configurações salvas
20528,Ocultar
20529,Exibir
20530,Fixado
20531,Recomendações
20532,"Recomendações não definidas, edite no canal do mapa"
20533,Recomendações não definidas
20534,Canal do Mapa
20535,Popularidade
20536,Centro de Exibição
20537,"- A função Perfil Pessoal é atualizada! #r #r 1. Adicione um centro de exibição, você pode recomendar seu conteúdo favorito de jogo em seu próprio espaço. #r #r 2. Adicione um humor pessoal para atualizar seu texto de humor a qualquer momento. #r #r 3. Adicionar sistema de popularidade, valor das pessoas = amigos * 10 + fãs + quantidade de download de mapas + pontos de compromisso de status. #r #r #r 4. Adicione um bloqueio de imagem que você pode bloquear a imagem de seu perfil pessoal e não mudar de acordo com a pele que você usa. #r #r 5. Adicione um sistema de atualização de status que você pode publicar status em tempo real para amigos e torcedores para compartilhar histórias interessantes no jogo. #r #r 6. Novo sistema de medalhas, você pode completar as conquistas do jogo para obter a medalha legal."
20538,Função de imagem desbloqueada
20539,A exibição do mapa está vazia. Vá compartilhar
20540,Nenhum mapa exibido
20541,"Clique para inserir conteúdo, limite de 100 palavras"
20542,Avatar que não é permanente não pode ser bloqueado
20543,"A conta deste jogador foi banida, verifique a indisponibilidade"
20544,Função de Bloqueio da figura Ligado (Bloqueado)
20545,"Você clicou curtir para esta imagem hoje, por favor volte amanhã."
20546,Número de curtir
20547,Mais
20548,#b#cffda0aOriginal
20549,Meu status
20550,Status dos amigos
20551,Meu Status
20552,Verificando
20553,Revisão aprovada
20554,Revisão falhou
20555,Privado
20556,Excluído
20557,Preso
20558,Fechar comentário
20559,Ocultar
20560,Excluir
20561,Postagem falhou
20562,Conteúdo de entrada
20563,Comentário falhou
20564,Não foi possível receber o status
20565,Não foi possível excluir o status
20566,Respondido
20567,Cancelar Fixado
20568,Abrir comentarios
20569,Cancelar Escondido
20570,Todos
20571,Amigos
20572,Seguidores+Amigos
20573,Não é possível responder
20574,Privado
20575,Permissão de resposta de status
20576,Permissão de Verificação de Status
20577,Preso
20578,Cancelar Fixado
20579,Comentários Bloqueado
20580,Comentários Desbloqueado
20581,Ocultar
20582,Cancelar Esconder
20583,Excluído
20584,Não fixe o status oculto
20585,Jogador fechou o comentário
20586,Jogador definiu permissão de comentário
20587,Minutos atrás
20588,Horas atrás
20589,Sem status
20590,Sem comentários
20591,Post sucedido! É visível depois de passar na revisão
20592,Nenhum convite pop-up em 5 minutos
20593,Medalhas
20594,Pontos
20595,Vestir
20596,O jogador não recebeu nenhuma medalha ainda!
20597,Parabéns por desbloquear a nova medalha!
20598,Ponto Medalha
20599,@1 Ponto Medalha
20600,@1 Recebido
20601,"Usando o emblema @1 com sucesso! por favor, verifique"
20602,Cancelar emblema @1 usando
20603,Conclua as tarefas da medalha e receba recompensas!
20604,Recompensas
20605,Incompleto
20606,Confira! Eu destravei uma nova @1 Medalha
20607,Condições de Desbloqueio
20608,Compartilhar
20609,Responder
20610,Grupo
20611,@1's Grupo
20612,Direto a
20613,Bloquear Mensagens
20614,Banir Chat
20615,Eliminar do Grupo
20616,Grupo de Transferência
20617,Permitir Convite
20618,Convide amigos para o grupo
20619,"Não há membros no grupo, convide seu amigo agora!"
20620,Informação do Grupo
20621,Chat Amigos
20622,Banido na conversa. Não permitido enviar mensagens
20623,Cancelar banimento
20624,Nenhum amigo para convidar
20625,Transferido c/sucesso
20626,Colocar medalha falhou
20627,Apenas host tem essa permissão
20628,"O bate-papo em grupo será encerrado se o host sair, a função de transferência do host poderá manter esse bate-papo. Você tem certeza de encerrar esta conversa?"
20629,@1 está proibido de participar deste chat
20630,Convite falhou
20631,Permitir convite para bate-papo em grupo
20632,"Max membros grupo, não pode convidar mais"
20633,"Chat do grupo atingiu o limite, nao pode criar mais."
20634,Chat de grupo criado! Membro: @1
20635,"Bem Vindo jogador @1, convidado por @2"
20636,Convite com sucesso
20637,Sair
20638,Dispensar
20639,Você não tem nenhum histórico de bate-papo em grupo. Crie chat em grupo com seus amigos agora!
20640,Criar Grupo
20641,"Muitos jogadores relataram seus comentários inadequados, você foi banido da função de bate-papo em grupo. Entre em contato com o host do grupo para cancelar a proibição."
20642,"Muitos jogadores relataram seus comentários impróprios, você foi banido da função de bate-papo em grupo. Por favor, espere até @1 e tente novamente."
20643,Número do grupo deste jogador atingiu o limite.
20644,"Medalhas não foram carregadas, tente mais tarde."
20645,Jogador @1 é o host agora
20646,"Ja existe, não adicione repetidamente"
20647,"Relatado mais de @1 vez em um dia, cancelar banimento não é permitido"
20648,Não faça posts que contenham conteúdo de violação ou o Mini Capitão fará a punição
20649,@1 de distância para atualizar o emblema
20650,Emblema atualizado p/ o máximo
20651,De Fav.
20652,Feito pelo dono do meu perfil
20653,Status
20654,Meus Trabalhos
20655,Meu Fav.
20656,Seus Trabalhos
20657,Seus Fav.
20658,"Por favor, não fixe os mapas ocultos"
20659,"Por favor, não esconda os mapas fixados"
20660,Recomendado por @1: @2
20661,Escanear código QR para adicionar como Amigo
20662,Código QR
20663,@Null@
20664,Nome usado. Digite novamente
20665,Comentou com sucesso. É visível depois de passar na revisão
20666,Configurou com sucesso. É visível depois de passar na revisão
20667,Publicado!
20668,Nome está sendo revisado. Você pode verificar no Perfil
20669,(Novo nome está sendo revisado)
20670,Não é possível renomear. Nome está em revisão
20671,@Null@
20700,@Null@
20994,Prêmio Mini Escola
20995,Parabéns! Você conseguiu ótimas notas no Quiz. Por favor adquira os prêmios seguintes a tempo!
20996,@Null@
20997,@Null@
20998,@Null@
20999,@Null@
21000,Feliz Natal
21001,Parabéns por ganhar as recompensas! Lembre-se de reivindicar suas recompensas antes que elas expirem!
21002,@Null@
21003,@Null@
21004,"O bônus de anexo no e-mail não é reivindicado ainda. Por favor, reivindique antes de excluir o e-mail."
21005,@Null@
21006,@Null@
21007,Feliz Pascoa
21008,"Parabéns! Você ganhou o seguinte prêmio para o evento de Ovo de Pascoa. Por favor, adquira o mais rápido possível no email do jogo antes do dia que expirar"
21009,Notificação de Prêmios
21010,"Caro Mini Jogador, estamos sinceramente gratos pela sua participação e congrações pelo seu incrível desempenho neste evento Mini Garena. Por favor, clique no botão[Pular] para entrar na página do evento e clique em
 [Receber Recompensa] para obter."
21011,"Feliz Verão, Presentes da Sorte"
21012,"Parabéns! Você recebeu um pacote de presente de verão, solicite antes que o correio expire! Custo ultrabaixo para avatares lindos e pacotes de presentes grátis! Personalize seu próprio avatar!"
21013,"Prezados jogadores, você comprou com sucesso os servidores mini cloud, vá para [Online Lobby - Meus Servidores Mini Cloud] definir as configurações relevantes. Para obter mais informações sobre a configuração, clique no botão [Direto para]"
21030,Pedido de Acesso
21031,"Para que você possa usar a função de chat de voz do ""Mini World"", Miniwan solicitará a permissão de voz do seu telefone"
21050,@Null@
21051,O jogo é um mundo virtual.
21052,O jogo é um mundo virtual.
21053,O jogo é um mundo virtual.
21054,O jogo é um mundo virtual.
21055,O jogo é um mundo virtual.
21056,@Null@
21057,@Null@
21058,@Null@
21059,"Use apenas o site oficial reconhecido, tome cuidado com sites falsos e evite fazer login."
21060,"Entre em contato apenas com canais oficiais de suporte ao cliente reconhecidos, tenha cuidado com golpistas e evite transferir fundos."
21061,@Null@
21062,@Null@
21063,@Null@
21064,@Null@
21065,@Null@
21066,@Null@
21067,@Null@
21068,@Null@
21069,@Null@
21070,@Null@
21099,@Null@
21100,Receptor de sinal vermelho
21101,Receptor de sinal azul
21102,Receptor de sinal Verde
21103,Receptor de sinal amarelo
21104,Receptor de sinal laranja
21105,Receptor de sinal roxo
21106,Receptor de sinal vermelho
21107,Receptor de sinal azul
21108,Receptor de sinal verde
21109,Receptor de sinal amarelo
21110,Receptor de sinal laranja
21111,Receptor de sinal roxo
21112,Resolvedor de sinal vermelho
21113,Resolvedor de sinal azul
21114,Resolvedor de sinal verde
21115,Resolvedor de sinal amarelo
21116,Resolvedor de sinal laranja
21117,Resolvedor de sinal roxo
21118,Gerador de sinal
21119,Receptor de sinal
21120,Resolvedor de sinal
21121,Ponto de Respawn público
21122,Equipe 1: Ponto de Ressaca da Equipa Vermelha
21123,Equipe 2: Ponto de Ressaca da Equipa Azul
21124,Equipe 3: Ponto de Respawn da Equipe Verde
21125,Equipe 4: Ponto de Respawn da Equipa Amarela
21126,Equipe 5: Orange Team Respawn Point
21127,Equipe 6: Ponto de Respawn da Equipe Roxa
21128,Ponto inicial público do spawn
21129,Equipe 1: Ponto de Partida Inicial da Equipa Vermelha
21130,Equipe 2: ponto de origem inicial da equipa azul
21131,Equipe 3: Ponto de Partida Inicial da Equipa Verde
21132,Equipe 4: Ponto de Partida Inicial da Equipa Amarela
21133,Equipe 5: Ponto de Partida Inicial da Equipa Laranja
21134,Equipe 6: Ponto Inicial de Geração da Equipa Roxa
21135,Mapa atual não está disponível. Não pode ser usado no armazenamento de mapas.
21136,Armazenamento do mapa está bloqueado. Entre em contato com o autor para atualizar a loja
