id,韩语
26075,다른 팀원들은 여전히 ​​게임에 종료되어 있는지 확인 하시겠습니까?
26076,초대장에 실패했습니다
26077,캡틴이 게임을 나가서 방을 닫았습니다.
26078,게임에 가입하십시오
26079,게임 로딩
26080,캡틴이 준비하라고 말하면 게임이 바로 시작됩니다.
26081,게임이 시작됩니다
26082,새로운
26083,최대한의 사람들 수
26084,객실 권한
26085,게임 스타일
26086,방 암호
26087,지도 백업
26088,친구를 사귀십시오
26089,협조
26090,경쟁
26091,4 자리 / 문자로 구성된 암호를 입력하십시오
26092,방문자는 파괴하고 블록을 배치 할 수 없습니다
26093,아직 맵이 없습니까? 새 하나를 만들고 싶습니까?
26094,지도를 먼저 다운로드하십시오
26095,가입 할 여지가 없습니다. 방을 만들거나 다시 시도 할 수 있습니다.
26096,팀 초대장 팝업
26097,지도 없음
26098,최근에지도를 연주하지 않았습니다
26099,"가입 실패, 다시 시도하십시오"
26100,서버 연결이 손실되었습니다
26101,재 매매
26102,현재 이벤트의 참가자 수가 너무 높아서 나중에 다시 시도하십시오.
26103,@Null@
26104,@Null@
26105,@Null@
26106,@Null@
26107,@Null@
26108,@Null@
26109,@Null@
26110,@Null@
26111,@Null@
26112,@Null@
26113,@Null@
26114,@Null@
26115,@Null@
28900,로드 실패
28901,다시 새로고침
28902,홈페이지
28903,추천
28904,유형
28905,수행원
28906,즐겨찾기
28907,좋아요
28908,놀이
28909,놀고 있는 친구
28910,로드 중...
28911,새로 고침
28912,아래로 스크롤하여 새로 고침
28913,데이터 가져오는 중...
28914,새로고침
28915,더 많은 데이터를 보려면 위로 스와이프하세요.
28916,로드 중...
28917,데이터를 가져오기 위해 릴리스
28918,로드 성공
28919,로드하지 못했습니다. 다시 시도해 주세요.
28920,방금 연주
28921,어제 플레이함
28922,@1일 전에 플레이함
28923,일주일 전에 플레이함
28924,방금 플레이
28925,오늘 플레이함
28926,아직 경기기록이 없습니다~
28927,@1명이 플레이함
28928,스포츠
28929,경주
28930,아직 주제가 없습니다~
28931,더운
28932,로비
29000,@Null@
29992,백워치 2
29993,가로채기
29994,가로막기
29995,블록슛
29996,패스
29997,슛
29998,스퍼트
29999,오른쪽 버튼: 블로킹/슛; 왼쪽키: 가로채기/ 패스; 공백: 블록슛/스퍼트
30000,지도 삭제
30001,업로드 취소
30002,파일 업로드 일시 중지
30003,공유 취소
30004,다운로드를 일시 정지
30005,업데이트 업로드
30006,비디오 파일
30007,"인터페이스 스타일 전환 성공, 다음 게임 시작될 때 적용됩니다."
30008,"다운로드 목록이 비어 있습니다, 미니어처방·인터넷 홀에 더 많은 좋은 점이 있다지도를 가지고 놀다"
30009,열심히 로딩중
30010,시각
30011,경기
30012,"확인 버튼 클릭 후, UI 리소스 패키지가 다운됩니다."
30013,UI 자원 패키지를 다운로드할 수 없습니다. 잠시 후에 다시 시도해 주세요.
30014,테마의 UI 패키지가 현재 다운로드 중
30015,일시적으로 자원 파일을 가져올 수 없습니다. 잠시 후에 다시 시도해 주십시오…
30016,초보자 참고 자료
30017,게임방 금언
30018,댓글 도배시 자동 금언 설정
30019,무기한
30020,5분
30021,게임방 금언(켜기): 없음발신법
30022,게임방 금언(끄기) : 메시지 전송 가능
30023,게임방 주인이 자동 금언으로 설정(@1)
30024,게임방 주인이 자동 금언으로 설정 취소
30025,짧은 시간에 너무 많은 메시지를 전송했습니다. 금언되었습니다. (@1)
30026,"호스트이 온 방의 금언을 열었다, 메시지를 보낼 수 없습니다."
30027,게임방 금언: 방주인 외 기타 플레이어의 발언을 금지합니다.
30028,자동 금언: 게임방 내 댓글 도배 5회 플레이어는 자동 금언 설정됩니다.
30029,금언 설정되었습니다.
30030,금언 설정이 취소되었습니다.
30031,시간 순
30032,시간 역순
30033,가격 높은 순
30034,가격 낮은 순
30035,남성룩 우선
30036,여성룩 우선
30037,다운로드된 UI가 업데이트되었습니다. #r#L#c03dda (다운로드하기)#n#n
30038,%s 스타일에 업데이트가 있습니다.
30039,%s 자원 패키지를 다운로드하는 중입니다.
30040,다운로드한 리소스 패키지가 모두 최대 상태입니다.
30041,@Null@
30042,웨어러블이 없습니다. 고르러 가기
30043,페스티벌 한정
30044,신춘 한정
30045,꽃말 코스
30046,미니강호
30047,귀염동물원
30048,기묘마법하우스
30049,미래 과학기술
30050,경전
30051,일치하는 웨어러블을 찾을 수 없습니다.
30052,총 가격:
30053,FPS 제한
30054,업데이트
30055,언어
30056,스토어로 가려면 누르십시오.
30057,현재 구매 가능한 선물세트 판매가 없습니다.
30058,선물
30059,한정
30060,구매 제한 @1회
30061,일일 구매 제한 @1회
30062,주1회 구매 제한 @1회
30063,월 1회 구매 제한 @1회
30064,@1일 이내 @2회 구매 제한
30065,@1 일 후 새로 고침
30066,@1시간 후 새로 고침
30067,@1일 후에 판매 중지
30068,@1시간 후에 판매 중지
30069,알뽑기
30070,대상
30071,한 번 뽑기
30072,다섯 번 뽑기
30073,더보기
30074,보너스 미리보기
30075,파편 스토어
30076,잠금 해제
30077,한 번 더 뽑기
30078,다섯 번 더 뽑기
30079,이미 창고에 넣었습니다.
30080,게이머 @1 행운을 빕니다. @2에 당첨되었습니다.
30081,이미 소유함:
30082,전환 확인 @1?
30083,파편수: @1
30084,@1를 획득하신 것을 축하합니다. 웨어러블 스토어에 가서 사용하기
30085,"이벤트 규칙:
 1. 1장의 알뽑기 쿠폰으로 1회 뽑기가 가능합니다. 5장의 알뽑기 쿠폰은 뽑기 5회가 가능하고 영구 웨어러브에 당첨되거나 희귀템을 뽑을 수 있습니다. 보너스는 비정기적으로 업데이트됩니다.
 2. 웨어러블 파편을 스토어세서 영구 웨어러블이나 아이템로 바꿀 수 있습니다. 파편스토어는 비정기적으로 업데이트됩니다.
 3. 이미 갖고 있는 웨어러블(영구 유효)은 알뽑기에서 중복 출현하지 않습니다.
 4. 이벤트에 대한 최종 설명 권한은 미니월드에 있습니다."
30086,등급 미리보기
30087,"구매에 필요한 파편이 부족합니다. 관련 이벤트, 보너스를 참고하셔서 획득하시기 바랍니다."
30088,영구
30089,3일
30090,7일
30091,한정
30092,@1개
30093,게임 다시 시작하여 획득하기
30094,당신의 창고가 꽉 찼습니다. 선물세트가 귀하의 우편함으로 전송되었으니 확인 부탁드립니다(30일간 유효 저장).
30095,선물세트를 구매해주셔서 감사합니다. 창고가 꽉 찼습니다. 창고를 정리하신 후 즉시 수령해 주시기 바랍니다(30일간 유효 저장).
30096,"이벤트 규칙:
 1.알뽑기 이벤트에 참여하면 영구 웨어러블, 파편 등 희귀템들을 획득할 수 있습니다. 보너스는 비정기적으로 업데이트됩니다.
 2. 파편으로 스토어에서 영구 웨어러블 등 아이템을 획득할 수 있습니다. 보너스는 비정기적으로 업데이트됩니다.
 3. 이미 갖고 있는 웨어러블(영구 유효)은 알뽑기에서 중복 출현하지 않습니다.
 4. 이벤트에 대한 최종 설명 권한은 미니월드에 있습니다."
30097,추첨에 실패했습니다. 잠시 후에 다시 시도해 주십시오.
30098,광고 시청을 통한 추가 보너스 수령을 원하십니까? 기회는 단 한번입니다!
30099,별도 보너스 받기
30100,새로 고침 시간: #c7daa0a@1#n
30101,1일
30102,7일
30103,@1개
30104,웨어러블
30105,커스텀
30106,탈컷
30107,역할
30108,아이템
30109,피팅
30110,벗기
30111,미니 포인트 가게 도움말
30112,오늘 남은 보너스 횟수: #c0aaa1a@1/@2#n
30113,"미니닷 부족, 광고 시청을 통해 수령하십시오."
30114,아내문
30115,@1 미니닷으로 해당 물품 구매하시겠습니까?
30116,인내심을 갖고 광고를 시청하면 미니닷을 획득할 수 있습니다. 미니닷 스토어에서 세련된 웨어러블과 아이템들을 구매할 수 있을 뿐만 아니라 미니닷으로 개발자 지도에서 상품을 교환할 수 있습니다.
30117,"미니 포인트 란 무엇입니까?
미니 세계에서 미니 포인트를 얻는 작업을 수행합니다. 미니 포인트 샵이나 개발자지도에서 항목을 사용하실 수 있습니다.
미니 포인트를 얻는 방법?
미니 포인트를 얻으려면 광고를 시청하십시오. 당신이받는 미니 포인트의 수는 때마다 다를 수 있습니다.
"
30118,인내심을 갖고 광고를 시청하면 미니닷을 획득할 수 있습니다. 미니닷 스토어에서 세련된 웨어러블과 아이템들을 구매할 수 있습니다.
30119,"미니 포인트 란 무엇입니까?
미니 세계에서 미니 포인트를 얻으려면 완벽한 작업을 완료하십시오. 보너스 샵에서 미니 포인트로 항목을 사용하실 수 있습니다.
미니 포인트를 얻는 방법?
미니 포인트를 얻으려면 광고를 시청하십시오. 받는 미니 포인트의 양은 때마다 다를 수 있습니다.
"
30120,오늘 광고 횟수 사용 완료! 내일 다시 시도하기!
30121,#cef2d2d 매일 광고 횟수는 업데이트됩니다. #n
30122,광고 시청
30123,미니닷 부족
30124,더 보기
30125,보너스 스토어
30126,보너스 추첨
30127,"광고 시청 후, 받은 미니닷으로 보너스 추첨에 참여하기"
30128,소비하기
30129,광고를 시청하고 미니닷을 더 많이 받기
30130,이번 보너스 미리보기
30131,시작
30132,무료 선물세트
30133,광고 시청으로 미니닷 획득 성공! 미니닷 스토어로 이동하여 확인하기
30134,더 나은 게임 서비스 제공을 위해 어플리케이션의 셀룰러 설정을 활성화해 주십시오.
30135,더 이상 보지 않기
30136,티켓이 불충분하다
30140,@Null@
30150,@Null@
30151,증정
30152,미니계정 입력/친구 이름을 입력하여 검색
30153,해당 플레이어를 찾을 수 없습니다.
30154,"홈레벨 #cfa7a0f3 3급 #n이상, 친구맺기 #cfa7a0f 5일 #n이면 증정할 수 있습니다."
30155,상대편의 홈레벨이 3급 이상이어야만 받을 수 있습니다.
30156,친구맺기 5일이 되어야 선물을 받을 수 있습니다.
30157,정원 과일 수준이 3보다 높을 때만 선물을 보낼 수 있습니다.
30158,축복 선택하기
30159,From @1
30160,증정하기 확인
30161,매일매일 행복하세요!
30162,우리가 항상 좋은 친구가 되었으면 좋겠어!
30163,즐거운 명절 보내세요!
30164,"#c0aaa1a 미니코인× @1#n을 지불하여 #cfa7a0f@2#n을 구매합니다. 확인.
 (이성적 소비를 권장합니다)"
30165,@1 확인
30166,미니코인이 부족합니다. 충전 후 증정해주세요.(첫 충전 보너스 코인은 증정할 수 없습니다)
30167,증정 성공. 선물 발송 중...
30168,선물 받기
30169,"@1(@2) 의 선물을 받았습니다. @3
 이 보낸 축복: @4"
30170,유효기간: 영구
30171,착용 후 증정
30172,미니코인만 구매 가능한 맞춤룩 증정
30173,"증정명세서:
 총 가격: #c0aaa1a 미니코인×@1#n
 #cfa7a0f@2#n #c0aaa1a 미니코인×@3#n
 #cfa7a0f@4#n #c0aaa1a 미니코인×@5#n
 (적정 오락 이성적 소비)"""
30174,계좌번호 연동 후 증정해주세요
30175,일일증정 상한선 20회
30176,매일 같은 플레이어에게만 증정할 수 있습니다다섯 번 보내다
30177,이벤트에서 얻은 분장을 취소한 후드려요~
30178,선택한 충전 유형에서 증정분 미니코인은 웨어러블 또는 커스텀 증여에 참여할 수 없습니다. 충전을 확정하시겠습니까?
30179,적당한 오락과 이성적인 소비를 추천합니다. 공식적인 충전 방식외에는 충전이 불가합니다. #L#c0aa1a 더 많은 주의사항 보기
30180,"1. 첫 번째 더블 충전($1.99 미니 코인 100개 충전 시 총 200개 미니 코인 5.99달러, 미니 코인 300개 충전 시 미니 코인 총 600개 증정). 보너스 미니 코인은 아바타나 스킨을 친구에게 보내는 데 사용할 수 없습니다.
2. 고객 서비스를 가장하는 낯선 사람이 귀하의 계정과 비밀번호를 묻는 것을 믿지 마십시오. 비공식적으로 돈을 송금하지 마십시오."
30181,계속 충전하기
30182,충전시 주의사항
30183,물품과 사은품은 모두 자동으로 창고로 발송됩니다. 창고가 가득 차면 메일로 발송됩니다.
30184,요구하다
30185,웨어러블 요구하기
30186,위챗/QQ 요구하기
30187,친구맺기 @1일 후에야 요구할 수 있습니다.
30188,메시지 선택
30189,일 년에 한 번뿐인 생일에 선물을 받을 수 있을까? @1
30190,"기분이 언짢으니, 급히 @1을 달라고 하기 >_<"
30191,명절을 지낼 때 @1 하나가 있다면 참 좋을텐데!
30192,친구는 @1을 원합니다. 대단히 감사합니다!
30193,보내기 성공!
30194,당신의 요구 요청이 성공적으로 발송되었습니다. #cfa7a0f@1#n
30195,네트워크 접속에 실패했습니다. 나중에 다시 시도해 주십시오.
30196,거부 및 삭제
30197,증정하러 가기
30198,친구! #cfa7a0f@1#n #r@2
30199,죄송합니다. #cfa7a0으로f@1#n에서 요청한 #cfa7a0f@2#n 웨어러블 요구 요청이 거부되었습니다. 다른 친구한테 부탁해 보세요!
30200,피부 요청이 거부되었습니다
30201,요청을하기 전에 먼저 친구를 추가하십시오
30202,파편
30203,특혜
30204,혜택
30205,임의 금액을 충전하면 연구 커스텀 웨어러블을 수령할 수 있습니다@1! ( 1인당 1회만 받을 수 있어요）
30206,물품 목록
30207,#cfa7a0f@1 ——소유하지 않음 #n
30208,@1—소유중
30209,이 물건을 교환하려면 파편 @1개가 더 필요합니다. 알뽑기를 진행하시겠습니까?
30210,알뽑기 쿠폰 @1장
30211,알뽑기 쿠폰 5장
30212,알뽑기 쿠폰×1 증정
30213,알뽑기 쿠폰 부족시 자동 구매
30214,@1회 구매
30215,비고: 알뽑기 쿠폰으로 스토어 이벤트에 참여하여 웨어러블을 받을 수 있습니다!
30216,이벤트 쿠폰 @1장
30217,이벤트권 10장
30218,열매권 1장
30219,이벤트 쿠폰×1 증정
30220,쿠폰 부족 시 자동구매
30221,비고: 이벤트 쿠폰으로 홈 이벤트에 참여할 수 있습니다. 탈것 파편을 획득할 수 있습니다.
30222,불꽃놀이 (#cffda0a 알뽑기쿠폰 증정 #n)
30223,불꽃놀이 (#cffda0a 이벤트 쿠폰 증정 #n)
30224,"구매 완료, @1 창고에 넣었습니다. @2 증정"
30225,@Null@
30226,경품만 추첨하기
30227,전환만하기
30228,추첨&전환
30229,이미 이 영구적인 웨어러블을 가지고 있습니다. 바꿀 수 없습니다.
30230,이미 이 영구적인 웨어러블을 가지고 있습니다. 바꿀 수 없습니다.
30231,파편 결제에 실패했습니다. 나중에 다시 시도해 주십시오.
30232,아이템 교환에 실패했습니다. 고객서비스센터로 연락 주세요.
30233,아이템 교환에 실패했습니다. 고객서비스센터로 연락 주세요.
30250,이 작업은 현재 분장 이미지를 대체합니다. 계속 진행하시겠습니까? 알림: 다른 빈 공간에 분장 이미지를 백업할 수 있습니다.
30251,현재 분장 이미지가 대체됩니다. 백업을 권장합니다.
30252,커스텀 웨어러블 아바타특권카드 만들기
30253,구매 후 대부분의 커스텀 웨어러블을 사용할 수 있으며 유효기간은 30일입니다. 구매 즉시 효력이 발생합니다.
30254,@1일
30255,아바타특권카드를 보유하고 있습니다. 유효기간 내에 대부분의 커스텀 웨어러블을 피팅할 수 있습니다. 또는 영구 사용권을 구매할 수 있습니다.
30256,특권카드 전용
30257,맞춤 스타일 특권카드가 곧 만기됩니다. 만료 후 보유하지 않은 커스텀은 제거됩니다. 연장하시기 위한 결제를 진행하시겠습니까?
30258,특권 연장하기
30259,피팅 저장하기
30260,구매 성공! 빨리 코디해보세요.
30261,이미 @1 에이 피부를 재능이 있었고 다시주지 마십시오.
30262,피부는 우편으로 @1에 주어졌습니다. 메일이 지연 될 수 있습니다. 로그인 후 친구가 다시 로그인 할 수 있습니다.
30270,물품 목록
30271,#cfa7a0f@1 ——소유하지 않음 #n
30272,@1—소유함
30273,이 물건을 교환하려면 파편 @1개가 더 필요합니다. 계속 알뽑기를 진행하시겠습니까?
30274,확인
30275,구매 수량을 선택하세요.
30276,소유함
30277,이미 소유하고 있으니 중복 구매하지 마세요~
30278,웨어러블 요구하기 @1
30279,친구 대신 결제
30280,QR코드 스캔 후 결제
30281,링크 공유
30282,이미지 저장
30283,알림: 대신 결제 사용자는 만 18세 이상이어야 합니다.
30284,Wechat으로 공유하기
30285,QQ로 공유하기
30286,QR코드 사진첩에 저장 완료
30287,링크가 복사되었습니다.
30288,친구! QR코드 스캔으로 웨어러블을 선물해줘@1
30289,일일 요구 상한 @1회
30290,매일 같은 플레이어에게 @1회 요구할 수 있습니다.
30291,웨어러블 요구하기
30292,매달 요구 금액이 이미 상한에 이르렀습니다.
30293,증정 완료
30294,@1일 이내에 해당 친구 요청을 받지 않겠습니다.
30295,비밀스런 친구로부터
30296,친구에게 요구한 선물을 받았습니다! @1
30297,QR코드 캡처 화면이 데스크에 저장되었습니다.
30298,"1. 리워드 카운트다운이 종료된 후 미션은 업데이트됩니다. 본 미션의 진행 내용도 초기화됩니다. 수령하지 않은 리워드는 다시 받을 수 없습니다. 즉시 미션 리워드를 수령하십시오.
 2. 미션은 미니닷 소모 미션과 광고 시청 미션으로 구분됩니다. 미션 조건을 꼭 확인하세요."
30299,미니 캡틴은 귀하에게 상기시켜줍니다 : 실제 이름의 탑 업 금액 한계에 도달했습니다
30300,@Null@
30301,@Null@
30302,이달의 충전 한도: @1/@2
30303,곧 충전 한도에 도달합니다.
30304,"이번 달 충전 한도가 곧 상한선에 도달합니다. 다른 충전 구간을 선택하여 충전을 진행하십시오,"
30305,미니 동전을 요청하십시오
30306,topup을 돕기 위해 친구들과 공유하십시오
30307,요청 금액
30308,요구
30309,미니 동전을 받았습니다
30310,친구가 제공 한 @1 미니 동전이 도착했습니다.
30311,미니 공무원에서
30312,미니 동전을 보내 드리면 나를 행복하게 해줄 것입니다.
30313,가장 행복한 일 중 하나는 당신이 보낸 미니 동전을받는 것입니다.
30314,"당신은 미니 코인의 많이 필요없고, 만족할 수 있습니다."
30315,지불이 성공한 후 이메일로 이동하십시오.
30316,"친애하는 파트너, QR 코드를 쓸어 버리고 #cfa7a0f @1 미니 동전 보내기"
30350,@Null@
30351,변신이 불가능합니다. 평탄한 위치를 찾으십시오.
30352,변신은 불가능합니다. 목표 위치에 타 생명체가 있습니다.
30353,우주에서는 변신이 불가능합니다. 육지를 찾으십시오.
30354,변신 사용 권한이 회수되었습니다.
30355,변신 취소됨.
30356,변신 냉각 중입니다. @1초 후 다시 사용하십시오.
30357,현재 분장을 취소해 주십시오.
30358,변신 부분장이 회수되었습니다.
30400,@Null@
30500,@Null@
30501,@1 피부를 가져야 잠금해제가 가능합니다. @2 바로 구매 여부#c0aaa1a@3 (영구) #n?
30502,@1 한 벌 보내주면 우린 여전히 좋은 친구
30503,가장 기쁜 일은 바로 너가 보내준 @1을 받은 것.
30504,이 @1이 마음에 들어요~ 저에게 선물로 줄 수 있을까요?
30505,친구 지불 요청
30506,pay @1.
30507,"친애하는 파트너, QR 코드를 스캔하고, 나에게 @1을 보냅니다."
30508,나에게 계절을 보내고 행복하게 놀아 라.
30509,가장 행복한 것 중 하나는 당신에게서 계절을 얻는 것입니다.
30510,별로 필요한 것이 아니라 시즌 패스를 보내주고 만족합니다.
30511,@2 잠금을 해제하려면 @1 피부가 필요합니다. #c0aaa1a@3 (영구적 인) #n을 얻으려고 Gashapon에 가고 싶습니까?
30512,가차 뽄으로 가라
30600,@Null@
30601,매개 변수 오류
30602,구성을 가져올 수 없습니다
30603,스프레이 페인트 소품을 삭제하지 못했습니다
30604,이미 영구적 인 스티커가 있습니다
30605,비정상적인 유효 기간
30606,스프레이 페인트 소품을 사용한 보상 실패
30607,미니 동전을 소비하여 스프레이 페인트를 구입하지 못했습니다
30608,유효 기간을 계산하지 못했습니다
30609,구매 기간 내에 있지 않습니다
30610,스프레이 페인트 패턴이 없습니다
30611,패턴 선택
30612,현재 패턴
30613,스프레이 페인트 소품
30614,"아직 스프레이 페인트가 없어, 가져 가라."
30615,"스프레이 페인트 재생 지침

1. 스프레이 페인트 캔은 게임 인 - 게임 캐릭터 인터페이스의 장비 바에 사용하기 위해 소품 막대로 이동할 수 있으며 스프레이 페인트 캔으로 대체 된 소품은 자동으로 배낭으로 이동합니다
2. 구입 한 패턴은 게임 맵에서 직접적으로 사용될 수 있습니다.
3. 게임지도에서 일정 기간 후에 스프레이 페인트 패턴이 자동으로 사라집니다."
30616,패턴 크기 @1 * @2.
30617,내용은 소품을 사용하여 쇼핑몰에 성공적으로 표시됩니다
30618,새로운 스프레이 페인트를 얻으십시오 : @1.
30619,스프레이 페인트 소품을 사용하여 성공적으로 보상하십시오
30620,현재 패턴
30621,사용 된 패턴
30622,수술이 너무 빨라집니다
30623,배낭에 스프레이 페인트 캔이 이미 있습니다.
30700,@Null@
30701,회원 독점
30702,이벤트에서 얻을 수 있습니다
30750,@Null@
31000,@Null@
31001,나의 그룹
31002,@1인 온라인/ @2명 멤버
31003,그룹 프로필 사진 선택
31004,역할
31005,꾸미기
31006,생명체
31007,사회자
31008,그룹 성원
31009,요청 리스트 추가 성공
31010,그룹을 탈퇴하시겠습니까?
31011,그룹 초대: @1 (@2명)）
31012,초대인: @1(@2)
31013,사회자:@1(@2)
31014,진행자에 의해 그룹 #cfa7a0f@1으로부터 탈퇴당했습니다.
31015,사회자가 그룹 #cfa7a0f@1을 해체했습니다.
31016,자동으로 그룹 가입
31017,그룹 가입 신청을 보냈습니다. 답장을 기다립시오.
31018,그룹 인원수가 상한선에 도달하여 가입할 수 없습니다.
31019,현재 해당 그룹 만원으로 더이상 가입할 수 없습니다
31020,@1을 그룹에 가입할 것을 요청했습니다.
31021,@1이 그룹에 초대했습니다.
31022,그룹에 참여하고 있는 플레이어는 다음과 같습니다: @1
31023,플레이어 @1 사회자에 의해 그룹에서 탈되당했습니다.
31024,플레이어 @1 은 사회자에 의해 금언 설정되었습니다.
31025,총 @1명의 구성원
31026,맨 위로
31027,맨 위로 설정됨
31028,교류가 너무 잦으니 좀 쉬었다가 다시 연락해봐요~
31029,그룹 이름
31030,모드을 켜면 모든 그룹 가입 요청을 자동으로 수락합니다. 해당 자동가입 모드를 활성화하시겠습니까?
31031,최근에 여러 차례 신고되어 잠시 그룹에서 채팅을 할 수 없습니다. 사회자에게 연락하세요.
31032,최근 여러 차례 신고되어 심사 중에 있습니다. 그룹 채팅을 사용할 수 없습니다.
31033,최근에 여러 번 신고되어 단체 채팅 기능을 사용할 수 없습니다. @1 까지 사용불가
31034,헤드업 설정 해제됨
31035,사회자가 그룹명을 @1로 수정하였습니다.
31036,사회자 권한을 이양을 하시겠습니까?
31037,당신의 발언은 여러 차례 신고 접수되어 그룹 채팅을 만들 수 없습니다.
31038,플레이어 @1는 그룹에서 강제 추방되었습니다.
31039,이 플레이어를 그룹에서 내보내시겠습니까?
31040,그룹에 성공적으로 가입했습니다.
31041,요청이 거부되었습니다.
31042,당신은 이미 해당 그룹에 속해 있습니다.
31043,그룹이 없습니다. 먼저 그룹을 만들거나 가입한 후 공유하십시오.
31044,신청 기한이 지났습니다.
31045,게시글 업로드 관련 안내사항
31046,"게임에서 위반 정보를 게시하거나 유포하지 마십시오. 위반자는 엄중하게 처벌됩니다.
 위반 내용은 다음과 같지만 이에 국한되지 않습니다.
 1. 개인 프라이버시 정보: 아이디 비밀번호, 실명 등.
 2. 유도 정보 : 충전구매, 기타 다운로드 등.
 3. 소셜 정보: 소셜 플랫폼, 연락처, 사이트 링크 등.
 4. 국가 법규 위반으로 금지되는 내용:
 (1) 헌법이 정한 기본원칙에 위배되는 것.
 (2) 국가 안보를 위협하고 국가 비밀을 누설하며 국가 정권을 전복하고 국가 통일을 파괴하는 경우.
 (3) 국가의 명예와 이익을 해치는 자.
 (4) 민족혐오, 민족차별을 선동하여 민족단결을 파괴한 자.
 (5) 국가 종교정책을 파괴하고 사이비·봉건 미신을 선양한 것.
 (6) 소문을 퍼뜨려 사회질서를 어지럽히고 사회적 안정을 해치는 것.
 (7) 외설, 음란, 도박, 폭력, 테러, 또는 범죄를 교사하는 행위.
 (8) 타인을 모욕하거나 비방하여 타인의 합법적인 권익을 침해하는 경우.
 (9) 불법 집회, 결사, 행진, 시위, 대중을 선동하여 사회 질서를 어지럽히는 경우.
 (10) 불법 민간조직 명의로 활동하는 경우.
 (11) '즉시통신도구 공중정보서비스 발전관리 잠정규정' 및 법률법규 준수, 사회주의제도, 국가이익, 공민적 합법이익, 공공질서, 사회도덕풍상과 정보진정성 등 '7가지 기본 원칙' 요건에 부합하지 않는 경우
 (12) 법률·행정법규가 금지하는 기타 내용을 담고 있는 경우.
 5. 법적 규정 및 플랫폼 요구 사항을 충족하지 않는 기타 컨텐츠 등."
31047,@Null@
31048,#c3D4546 읽었습니다 #n #L #cfa7a0f 채팅 그룹 사용 정보.
31049,확인 및 생성.
31050,"개인 프라이버시, 폭력테러, 성인물 배포, 소비유도 등 위반정보를 그룹 내에 유포하지 마십시오."
31051,#L#c49463F 불법적 인 콘텐츠를 게시하고 부적절한 정보를 유포하지 마십시오.
31052,현재 그룹이 해체되어 작동할 수 없습니다.
31053,현재 그룹에 없으므로 작업을 수행할 수 없습니다.
31100,"미니 캡틴 #cFF723A SOGOU 입력 방법 #n을 사용하는 것이 좋습니다. 친구와 채팅하십시오! #r #cFF723A ""언어 및 입력 방법""#n을 시작하십시오."
31101,이해했다
31102,가이드보기
32000,@Null@
32001,"친애하는 플레이어 여러분, 광고를 시청하는 방법으로 @1의 관련 혜택을 받을 수 있습니다. 광고를 재생하시겠습니까?"
32002,"사랑하는 플레이어, 현재 광고 데이터 획득에 실패했습니다. 나중에 다시 시도하십시오!"
32003,"친애하는 플레이어 여러분, 오늘 광고 시청 횟수가 꽉 찼으니 내일 다시 시도해 보세요!"
32004,"친애하는 플레이어 여러분, 현재 광고 재생은 모바일만 지원합니다!"
32005,@Null@
32006,아카이브 도움말
32007,"#cfa7a0f 저장 데이터 공간을 어떻게 확장합니까? #n
#c0aaa1a 내 #n 분류 저장 데이터 공간이 없으면 확충할 수 없습니다.
세이브 데이터 스페이스는 마이 가든의 레벨 업, 개발자의 인증, 세이브 데이터 스페이스의 언록을 구입하는 것으로 확충할 수 있습니다.
 
 
#cfa7a0f 현재 보상된 저장 데이터 공간 #n
마이 가든 보상 저장 데이터 공간 : #c0aaa1a@1#n
개발자 보상 저장 데이터 공간: #c0aaa1a@2#n
저장 데이터 공간 잠금 해제 구매: #c0aaa1a@3#n"
32008,정원로 이동
32009,개발자 확인
32010,구매 슬롯
32011,구매 확인
32012,당신은 #c0aaa1a @1 × @2 #n 구입 #cfa7a0f @3 아카이브 슬롯 #n을 보낼 것입니다. 확인 해주세요.
32013,"현재 아카이브 번호 : @1
구입 후 보관 번호 : @2"
32014,확인
32015,#cfa7a0f 내 #n 아카이브가 변화 :
32016,내
32017,다운로드
32018,아카이브 슬롯이 한도에 도달!
32019,1 개의 아카이브 슬롯의 잠금을 해제
32020,아카이브가 상한이다. 더 아카이브 로그 해제 또는 구매하십시오.
32021,@Null@
32022,@Null@
32023,@Null@
32024,@Null@
32025,@Null@
32026,업로드하지 않았다
32027,업로드
32028,다운로드
32029,역사 기록
32030,게임 맵
32031,확장
32032,지도의 상세
32033,데이터의 개요
32034,댓글
32035,작성 시간 :
32036,업로드
32037,리뷰 중
32038,두번 리뷰 중
32039,변경 예정
32040,저장된
32041,규칙 위반
32042,금지
32043,공유
32044,업로드
32045,업데이트
32046,다운로드
32047,어제 새 다운로드
32048,현재지도 평가
32049,데이터의 개요
32050,총
32051,다운로드
32052,감정사의 추천
32053,댓글 수
32054,블록 수
32055,즐겨 찾기 수
32056,위의 데이터는 1까지
32057,맵 상태에 대한 설명
32058,#c0AAFFF 리뷰 중 #n
32059,#c0AAFFF 두번 리뷰 중 #n
32060,#cFA7A0F 변경 될 #n
32061,#cFF3D2B 규칙 위반 #n
32062,#cFF3D2B 블록 #n
32063,지도는 리뷰 중입니다. 리뷰에 합격하면 미니 공방에지도가 표시됩니다.
32064,규칙 위반 내용이 맵에 발견. 수정하여 다시 업로드해야합니다.
32065,승인 된 맵은 다시 검토되고 평가에 합격하면 맵은 미니 공방에 표시됩니다.
