id,泰语
33058,คุณแน่ใจว่าจะลบหน่วยนี้?
33059,รายการที่เดิมไม่สามารถแก้ไขได้ พยายามที่จะสร้างใหม่!
33100,@Null@
33101,สร้างแพ็คปลั๊กอิน
33102,คำเตือน: คลิกและเลือกปลั๊กอินที่จะเพิ่มลงในแพ็คปลั๊กอิน
33103,ตรวจพบว่าปลั๊กอินบางตัวอ้างถึงปลั๊กอินอื่น ๆ จำเป็นต้องเพิ่มปลั๊กอินเหล่านี้ลงในแพ็คปลั๊กอินหรือไม่
33104,ต้องการ
33105,ไม่ต้อง
33106,ตรวจพบว่าปลั๊กอินบางตัวอ้างถึงโมเดลที่ดาวน์โหลดจากศูนย์ทรัพยากร หลังจากจัดแพ็คเกจเสร็จสิ้น #cEF2D2D แพ็คปลั๊กอินนี้จะไม่สามารถอัปโหลด #n คุณต้องการดำเนินการจัดแพ็คเกจต่อหรือไม่
33107,ยืนยันเพื่อเติม
33108,ยืนยันตัวแปร
33109,ตัวแปรดังต่อไปนี้จะถูกเก็บไว้ในแพ็คปลั๊กอินทั้งหมด โปรดยืนยัน
33110,ข้อมูลแพ็คปลั๊กอิน
33111,ภาพโชว์
33112,ชื่อ:
33113,คำอธิบาย:
33114,#Lเปิดการแก้ไข:
33115,เปิด
33116,ปิด
33117,ขนาด:
33118,ผู้สร้าง:
33119,เวอร์ชันเกมปัจจุบัน:
33120,เวลาสุดท้ายที่แก้ไข:
33121,หลังจากการเปิดแล้ว เมื่ออนุญาตให้ผู้เล่นคนอื่นใช้แพ็คปลั๊กอินนี้ แก้ไขเนื้อหาอีกครั้ง
33122,เลือกใหม่
33123,สร้าง
33124,ใส่ชื่อแพ็กปลั๊กอิน
33125,ปลั๊กอินบางส่วนยังมีปัญหาที่ยังไม่ได้รับการแก้ไข #cEF2D2Dหลังจากการสร้างแพ็คปลั๊กอินเสร็จสิ้น อาจจะไม่สามารถพบผลที่คาด #nคุณสามารถค้นหาและแก้ไขปัญหาเหล่านี้ได้ตามประเดนแนะนำ
33126,คุณต้องการบันทึกการสร้างสรรค์นี้หรือไม่
33127,(ครั้งหน้าสร้างแพ็คปลั๊กอินในไฟล์เก็บถาวรนี้ จะดำเนินการสร้างกระบวนครั้งนี้ต่อไป)
33128,บันทึก
33129,ยกเลิก
33130,ทั้งหมด
33131,การสร้างสรรค์ของฉัน
33132,ของที่ฉันสั่งซื้อ
33133,ฝ่ายทางการ
33134,ตอนนี้ยังไม่มีแพ็คปลั๊กอิน เข้าไปสร้างในแมพได้เลย
33135,ตอนนี้ยังไม่มีแพ็คปลั๊กอิน เข้าไปเลือกในศูนย์ทรัพยกรได้เลย
33136,อัปโหลดแล้ว
33137,เปิดขายอยู่
33138,ดาวน์โหลด
33139,ยังไม่ดาวน์โหลด
33140,คุณต้องการดาวน์โหลดปลั๊กอินนี้ไหม
33141,ใส่ชื่อแพ็กปลั๊กอิน
33142,โปรดเลือกแพ็กปลั๊กอิน
33143,นำเข้า
33144,อัปโหลด
33145,ยกเลิกอัปโหลด
33146,ห้ามใช้
33147,เปิดใช้
33148,ลบ
33149,ฟื้นฟู
33150,ยืนยันที่จะลบปลั๊กอินนี้ไหม
33151,#cEF2D2D（หลังจากลบแพ็คปลั๊กอินอย่างเป็นทางการแล้ว เฉพาะบันทึกการแก้ไขเท่านั้นที่จะถูกลบ แต่แพ็คปลั๊กอินจะไม่ได้ถูกลบทั้งหมด）#n
33152,#cEF2D2D (แก้ไขเนื้อหาในไฟล์เก็บถาวรอาจจะไม่สามารถเรียกคืนได้）#n
33153,เข้าสู่แมพใหม่นำเข้าแพ็คปลั๊กอินต่อไปจึงจะมีผลเกิดขึ้น โปรดเข้าสู่แมพอีกครั้ง
33154,เข้าสู่ทีหลัง
33155,#cEF2D2Dคำเตือน: ปลั๊กอินบล็อกที่เก็บถาวรในปัจจุบันเกินขีดจำกัดสูงสุด แพ็คปลั๊กอินที่เกินขีดจำกัดสูงสุดจะถูกแทนที่ด้วยบล็อกดินโดยอัตโนมัติ #n
33156,แมพปัจจุบันนี้มีแพ็คปลั๊กอินดังต่อไปนี้แล้ว สามารถครอบคลุมหรือข้ามแพ็คปลั๊กอินเหล่านี้ได้
33157,เวอร์ชันเกมเมื่อแก้ไขครั้งที่แล้ว:
33158,ออกจากการจัดการ
33159,แพ็คปลั๊กอินมีบันทึกการอัปโหลดฉันจำเป็นต้องอัปโหลดการแก้ไขไปยังเซิร์ฟเวอร์พร้อมกันหรือไม่
33160,ไม่อัปโหลด
33161,เข้าสู่แมพใหม่และแก้ไขแพ็คปลั๊กอินต่อไปจึงจะมีผลเกิดขึ้น ตกลงจะเช้าสู่แมพใหม่หรือไม่?
33162,เลือกประเภทหนึ่งของสินค้า
33163,เลือกแพ็คปลั๊กอินที่ต้องการเพิ่ม
33164,ปลั๊กอินตั้งในเกม
33165,แก้ไขแพ็คปลั๊กอิน
33166,ครอบคลุม
33167,ข้าม
33168,แพ็คปลั๊กอินดังต่อไปนี้ต้องการการรองรับเกมเวอร์ชันที่สูงขึ้นและไม่สามารถนำเข้าแมพได้โปรดอัปเดตเกมเป็นเวอร์ชันล่าสุด!
33169,#cEF2D2Dระวัง: ไม่สามารถแก้ไขเนื้อหาของปลั๊กอินเดียวในคลังหลัก#n
33170,แพ็คปลั๊กอินปัจจุบันนี้ต้องการการรองรับเกมเวอร์ชันที่สูงขึ้น โปรดอัปเดตเกมเป็นเวอร์ชันล่าสุด!
33171,โปรดเลือกแพ็กเกจล่วงหน้าก่อน
33172,#cEF2D2Dผู้สร้างของปลั๊กอินปัจจุบันนี้ไม่อนุญาติคนอื่นแก้ไขเนื้อหาแพ็กเกจนี้ #n
33173,ความช่วยเหลือในการสร้างแพ็คเกจปลั๊กอิน
33174,"#cfa7a0f วิธีการสร้างแพ็คเกจปลั๊กอิน #n

1. เลือกปลั๊กอินที่คุณต้องการ แล้วคลิก ""ตกลงเพิ่มเติม""
2. ยืนยันตัวแปรแพ็คเกจ
3. แก้ไขข้อมูลพื้นฐานของแพ็คเกจปลั๊กอินของคุณ เช่นการกรอกชื่อแพ็คเกจปลั๊กอินและคำอธิบาย
4. ยืนยันปลั๊กอินที่เลือกอีกครั้ง หากปลั๊กอินบางรายการมีปัญหาปรากฏขึ้น จะมีคำเตือน: จุดสีแดง - มีปัญหากับทริกเกอร์ของปลั๊กอินนี้ เครื่องหมายอัศเจรีย์ - ปลั๊กอินใช้โมเดลที่ดาวน์โหลดจากศูนย์ทรัพยากร
5. คลิก ""สร้าง"" แพ็คเกจปลั๊กอินที่เป็นของคุณจะสร้างเสร็จเรียบร้อย! แพ็คเกจปลั๊กอินที่สร้างขึ้นจะถูกบันทึกไว้ใน ""แมพปัจจุบัน"" และ ""คลังหลัก""ด้วย

หมายเหตุ: แพ็คเกจปลั๊กอินที่สร้างขึ้นหลังจากเข้าสู่แมพอีกครั้งจึงจะมีผล!

มาสร้างแพ็คเกจปลั๊กอินของคุณเองได้เลย!"
33175,ตัวช่วยการแก้ไขแพ็คปลั๊กอิน
33176,"#cfa7a0f แมพปัจจุบัน: #n
    ในแมพปัจจุบันคุณสามารถแก้ไขแพ็คปลั๊กอินที่นำเข้าได้ซึ่ง ได้แก่ :
       1. แก้ไขข้อมูลพื้นฐานเช่นภาพโชว์และชื่อของแพ็คปลั๊กอิน
       2. แก้ไขเนื้อหาของปลั๊กอินเดียวในแพ็คปลั๊กอินเช่นโฉม ลักษณะ และทริกเกอร์บางส่วนเป็นต้น
       3. เข้าสู่แมพอีกครั้งหลังจากบันทึกการแก้ไขแล้ว แพ็คปลั๊กอินที่แก้ไขจะมีผล
      
#cfa7a0f คลังหลัก:
     เนื้อหาที่แก้ไขได้ในคลังหลัก:
      1. แก้ไขข้อมูลพื้นฐานเช่นชื่อแพ็คปลั๊กอิน
      2. แก้ไขเนื้อหาของปลั๊กอินเดียวในแพ็คปลั๊กอินเช่นโฉมและลักษณะเป็นต้น
      3. ไม่อนุญาตให้แก้ไขภาพโชว์ หรือทริกเกอร์และสคริปต์ในปลั๊กอินเดียว

หมายเหตุ: หากผู้สร้างไม่ได้เปิดฟังก์ชันการแก้ไขของแพ็คปลั๊กอินที่ดาวน์โหลดมา จะไม่สามารถแก้ไขได้และไม่สามารถดูเนื้อหาปลั๊กอินได้"
33177,คุณยังไม่มีแพ็คเกจปลั๊กอินที่สามารถเปิดขายได้ โปรดอัปโหลดสำเนาไปที่คลังหลักลองดู!
33178,ธีมแพ็คปลั๊กอิน
33179,เข้าสู่แมพใหม่และสร้างแพ็คปลั๊กอินใหม่จึงจะมีผลเกิดขึ้น โปรดเข้าสู่แมพอีกครั้ง
33180,ซิงโครไนซ์
33181,ตกลงจะซิงโครไนซ์แพ็คปลั๊กอินที่เลือกด้านล่างในคลังหลักหรือไม่ การดำเนินการนี้จะสามารถครอบคลุมแพ็คปลั๊กอินที่มีอยู่ในคลังหลัก
33182,เวลาที่แก้ไขสุดท้าย：
33183,แพ็คปลั๊กอินต่อไปนี้ได้รับการอัปโหลดในคลังหลักแล้ว ตกลงซิงโครไนซ์ในคลังหลักและอัปโหลดไปยังครอบคลุมเซิร์ฟเวอร์หรือไม่
33184,ซิงโครไนซ์และอัปโหลด
33185,แค่ซิงโครไนซ์
33186,เข้าสู่แมพใหม่และดำเนินการลบจึงจะมีผลเกิดขึ้น โปรดเข้าสู่แมพอีกครั้ง
33187,เข้าสู่แมพใหม่และดำเนินการเปิดใช้จึงจะมีผลเกิดขึ้น ตกลงจะเช้าสู่แมพใหม่หรือไม่
33188,เข้าสู่แมพใหม่และดำเนินการห้ามใช้จึงจะมีผลเกิดขึ้น ตกลงจะเช้าสู่แมพใหม่หรือไม่
33189,ดาวน์โหลดเพื่อดูปลั๊กอินเพิ่มเติม!
33190,ตกลงซิงโครไนซ์การแก้ไขนี้กับผลิตภัณฑ์ที่เปิดขายอยู่หรือไม่
33191,อัปเดตการเปิดขาย
33192,คลังหลัก：@1
33193,แมพปัจจุบัน：@2
33194,ทริกเกอร์ที่เลือกมาถึงขีดจำกัดสูงสุดแล้ว!
33195,แพ็คเกจทริกเกอร์ที่เลือกมาถึงขีดจำกัดสูงสุดแล้ว การนำเข้าล้มเหลว
33196,แก้ไขข้อมูลสินค้า
33197,บันทึกการแก้ไข
33198,ทริกเกอร์ของบล็อกปัจจุบันได้ถึงจำนวนสูงสุดแล้ว บล็อกที่เกินจากนี้จะถูกแทนที่ด้วยบล็อคดิน ไม่สามารถประยุกต์ใช้ตามปกติ
33199,กำลังอัปโหลด
33200,ทริกเกอร์นั้น อ้างถึงเนื้อหาของแพคเกจทริกเกอร์อื่นๆ ทริกเกอร์เหล่านี้ไม่สามารถเพิ่งลงในแพคเกจทริกเกอร์ใหม่ ยกเลิกการเลือก
33201,โปรดรอการอัพเดท
33202,อัพเดทเสร็จ! สิ้นค้าต่าง ๆ จะได้รับการแสดงในศูนย์ทรัพยากร
33203,แพ็คเกจปลั๊กอินนี้เคยเปิดขายอยู่เป็นสินค้าในศูนย์ทรัพยากร ซึ่งจะช่วยคุณคืนสถานะเปิดขายและซิงโครไนซ์กับเวอร์ชันล่าสุด จากนั้นคุณสามารถอัพเดทข้อมูลสินค้าได้
33204,ยกเลิกการอัพเดท
33205,แพ็คปลั๊กอินได้รับการแก้ไขในเครื่อง แต่ไม่มีการอัปโหลดเนื้อหาที่อัพเดท โปรดอัปโหลดแพ็คปลั๊กอินอีกครั้งก่อนที่จะสามารถเปิดขายได้
33206,แพ็คปลั๊กอินนี้อยู่ระหว่างการตรวจสอบและไม่สามารถอัพเดทการเปิดขายได้
33207,แพ็คปลั๊กอินที่มีโมเดลที่ดาวน์โหลดจากศูนย์ทรัพยากรได้รับการกรองแล้ว!
33208,อัปโหลดสำเร็จ
33209,สินค้านี้ถูกผู้สร้างลบไปแล้ว
33210,ไม่สามารถแก้ไขแพ็คเกจปลั๊กอินที่ห้ามใช้งาน
33211,สินค้าที่ระหว่างการตรวจสอบไม่สามารถเปิดขายอยู่ โปรดลองอีกทีภายหลังการตรวจสอบสิ้นเสร็จ
33212,ไม่สามารถสร้างแพ็คปลั๊กอินเปล่า
33213,โปรดเลือกปลั๊กอินที่จะเพิ่ม
33214,แพ็คปลั๊กอินที่ผิดกฎไม่สามารถเปิด
33215,แพ็คปลั๊กอินผิดกฎและไม่สามารถแก้ไขได้
33216,แพ็คปลั๊กอินปัจจุบันถูกนำเข้าแมพนี้ ต้องการครอบคลุมหรือไม่
33217,คุณต้องเลือกแมพหนึ่ง
33218,สินค้าที่ตรวจสอบอยู่แก้ไขข้อมูลไม่ได้
33219,สินค้าที่ตรวจสอบอยู่ลบไม่ได้ โปรดดำเนินหลังการตรวจสอบสำเร็จ
33220,แพ็คเกจปลั๊กอินที่ผิดกฎไม่สามารถเปิดการขาย
33221,แยกทริกเกอร์ล้มเหลว โปรดทำอีกครั้ง
33222,จำนวนแพคเกจทริกเกอร์ของแผนที่ถึงจำนวนสูงสุดแล้ว แพคเกจทริกเกอร์ใหม่จะถูกบันทึกเก็บไว้
33223,พล็อตนี้ไม่อยู่ในแพ็คเกจทริกเกอร์ปัจจุบัน ไม่สามารถแก้ไขได้
33224,เมื่อทริกเกอร์ถูกบันทึกเป็นแม่แบบใหม่ ต้องเข้าสู่แมพอีกครั้ง จึงจะคัดลอกทริกเกอร์บางส่วน และสคริปต์บางส่วนได้ โปรดเข้าสู่แมพอีกครั้ง
33225,แพตเกจทริกเกอร์ปัจจุบัน ไม่สามารถเพิ่มเข้าสู่แพคเกจทริกเกอร์ใหม่ได้
33226,ต้องการเข้าสู่แมพปัจจุบันนี้ไหม
33227,นำเข้าสำเร็จ
33228,นำเข้าล้มเหลว
33229,แพคเกจปลั๊กอินนี้ยังมีอยู่ โปรดลบสินค้านี้ในศูนย์ทรัพยากร แล้วลองอีกครั้ง
33230,โปรดแก้ไขเนื้อหาของแพ็คเกจปลั๊กอินก่อนอัปโหลดใหม่อีกครั้ง
33231,โมเดลอ้างอิงบางส่วนที่ปลั๊กอินได้หายไป คุณต้องการบรรจุภัณฑ์ต่อไปหรือไม่
33350,@Null@
33351,กำลังโหลดมินิโมเดลอยู่
33352,มินิโมเดลโหลดสำเร็จ
33353,กำลังโหลดแพ็คเกจปลั๊กอินอยู่
33354,แพ็คเกจปลั๊กอินโหลดสำเร็จ
33355,กำลังโหลดเสียง...
33356,โหลดเสียงเสร็จแล้ว!
33399,@Null@
34000,ไม่สนใจ
34001,ห้องสมุดเสน่ห์
34002,แทรก ID
34003,โหมดแก้ไขอยู่บน
34100,@Null@
34101,การตั้งค่าของโลก
34102,เวลา
34103,สภาพอากาศ
34104,สร้างมอนสเตอร์
34105,แรงโน้มถ่วง
34106,เครื่องจักรกล
34107,ความเสียหายจากการตก
34108,กฎแมพ
34109,การตั้งค่าเริ่มต้น
34110,เป้าหมายเกม
34111,การตั้งทีม
34112,บทนำเริ่มต้น
34113,เริ่มบทนำ
34114,เริ่มต้น
34115,การตั้งค่าผู้เล่น
34116,พฤติกรรมของผู้เล่น
34117,การตั้งค่าการคืนชีพ
34118,จำนวนชีวิต
34119,ทักษะของตัวละคร
34120,ทักษะที่ได้รับอนุญาต
34121,การกระทำของผู้เล่น
34122,กระโดดสองครั้ง
34123,เคลื่อนที่ได้
34124,การใช้สัตว์ขี่
34125,อัญเชิญแบบที่ได้รับอนุญาต
34126,กฎการคืนชีพ
34127,วิธีการคืนชีพ
34128,คืนชีพโดยอัตโนมัติ
34129,คืนชีพด้วยตนเอง
34130,การลงโทษผู้ที่แพ้
34131,ตั้งค่าการแสดง
34132,การตั้งค่าการแจ้งเตือน
34133,การตั้งค่ารุ่น
34134,คุณสมบัติผู้เล่น
34135,คุณสมบัติเริ่มต้น
34136,ไอเทมเริ่มต้น
34137,ลักษณะเริ่มต้น
34138,โหมดประสบการณ์
34139,กล่องดรอป
34140,การตั้งค่าเริ่มต้นบทนำ
34141,เพิ่มบทนำใหม่
34142,จอแสดงภาพ
34143,บทนำ
34144,ใช้หน้าจอ
34145,การตั้งทีม
34146,เริ่มที่ทีม
34147,สีของทีม
34148,ชื่อทีม
34149,สมาชิกสูงสุด
34150,สมาชิกสูงสุด: @1/40
34151,ไม่มีทีม
34152,ทีม 1
34153,ทีม 2
34154,ทีม 3
34155,ทีม 4
34156,ทีม 5
34157,ทีม 6
34158,ทีมการกำหนดวิธีการ
34159,การกำหนดวิธีการ
34160,การมอบหมายการสั่งซื้อสินค้า
34161,การกำหนดแบบสุ่ม
34162,ไม่มีทีมงานที่ได้รับมอบหมาย
34163,เลือกทีม
34164,การตั้งค่าพื้นฐาน
34165,การตั้งค่าการอนุญาต
34166,คุณสมบัติเริ่มต้น
34167,ไอเทมเริ่มต้น
34168,ลักษณะเริ่มต้น
34169,การกำหนดค่าที่กำหนดเอง
34170,อนุญาตแก้ไขที่กำหนดเอง
34171,โจมตีได้
34172,สามารถบาดเจ็บได้
34173,สามารถเอาชนะ
34174,สามารถหยิบไอเทม
34175,สามารถทิ้งไอเทม
34176,คุณสมบัติพื้นฐาน
34177,HP
34178,ค่าความหิว
34179,โจมตี
34180,โจมตีกายภาพ
34181,โจมตีธาตุ
34182,ป้องกัน
34183,ป้องกันกายภาพ
34184,ป้องกันธาตุ
34185,การเคลื่อนที่
34186,ความเร็วเคลื่อนที่
34187,ไอเทมในแถบทางลัด
34188,ไอเทมในกระเป๋า
34189,โมเดลเริ่มต้น
34190,เขียนแนะนำตัว...
34191,โมเดลเริ่มต้นของตัวละคร
34192,ใช้รูปแบบที่กำหนดเอง
34193,เลือกโมเดล
34194,การตั้งค่าดาว
34195,ดาวแม็กซ์
34196,โหมดเลเวล
34197,โหมดเลเวลเริ่มต้น
34198,เลเวลสูงสุด
34199,การเติบโตของประสบการณ์
34200,ประสบการณ์ปัจจุบัน: @1
34201,ตั้งค่าอย่างรวดเร็ว
34202,ช่วงเลเวล
34203,ช่วงประสบการณ์
34204,เส้นโค้งการเติบโต
34205,มาตรฐาน
34206,ระยะเริ่มต้น
34207,ระยะหลัง
34208,ความเร็วการอัพเลเวลและประสบการณ์ที่ใช้สำหรับการอัพของแต่ละระยะมีความสมดุล
34209,การอัพเกรดระยะเริ่มต้นค่อนข้างรวดเร็วและการอัพเกรดระยะหลังใช้ค่าประสบการณ์มากขึ้น
34210,การอัพเกรดระยะเริ่มต้นค่อนข้างช้าและการอัพเกรดระยะหลังใช้ค่าประสบการณ์น้อย
34211,สามารถใช้ไอเทม
34212,ไม่สามารถอัญเชิญสัตว์ขี่ในแมพปัจจุบัน
34213,เลือกโดยอัตโนมัติหลังจาก @1 วินาที
34214,ไอเทมเริ่มต้น
34215,ไอเทมเริ่มต้นในแถบลัด
34216,ไอเทมเริ่มต้นในกระเป๋า
34217,อุปกรณ์เริ่มต้น
34218,การตั้งค่าไอเทมเริ่มต้นในแถบทางลัด
34219,เลือกไอเทม
34220,ตั้งค่าไอเทมเริ่มต้นในเป้
34221,จำนวน
34222,เลือก @1
34223,เป็นต้นฉบับ
34224,กำหนดเอง
34225,เซ็ตอุปกรณ์เริ่มต้น
34226,การตั้งค่าล้มเหลวโปรดกำหนดช่วงระดับที่ถูกต้อง
34227,การตั้งค่าล้มเหลวโปรดกำหนดช่วงประสบการณ์ที่ถูกต้อง
34228,จำนวนของคนที่สามารถตั้งค่าให้ถึงขีด จำกัด บนและจำนวนสูงสุดของผู้คนในทีมที่ได้รับการตั้งค่า @1
34229,ภาพที่ไม่ได้ตั้งค่า
34230,ประสบการณ์ระดับผลผลิต
34231,ทำงานเฉพาะในแมพที่มีโหมดระดับ EXP สามารถปรับระดับของผู้เล่น
34232,ข้อมูล
34233,โจมตีระยะประชิด
34234,โจมตีระยะไกล
34235,โจมตีระเบิด
34236,โจมตีเผาไหม้
34237,โจมตีพิษ
34238,โจมตีความโกลาหล
34239,ป้องกันระยะประชิด
34240,ป้องกันระยะไกล
34241,ป้องกันระเบิด
34242,ป้องกันการเผาไหม้
34243,ป้องกันพิษ
34244,ป้องกันความโกลาหล
34245,เข้าร่วมทีมเรียบร้อยแล้ว!
34246,ทีมนี้จะเต็ม กรุณาเลือกทีมอื่น
34247,เลือกทีมของคุณ
34248,ระดับยกขึ้น@ระดับที่1
34249,สลับมุมมอง
34250,แสดงความเสียหาย
34251,ไม่แสดงความเสียหาย
34252,แค่ของฉันเท่านั้น
34253,ความเสียหายทีม
34254,ความเสียหายทั้งหมด
34255,เปิดล้มเหลว แมพนี้สลับเป็นไม่แสดงความเสียหาย
34256,พลังชีวิต
34257,ใช้งานล้มเหลว แมพนี้ปิดการแสดงพลังชีวิต
34258,ตั้งค่าจำนวนผู้เล่นสูงสุด
34259,จำนวนผู้เล่นจากการแนะนำของระบบ
34260,ระบบจะทำการแนะนำจำนวนผู้เล่นตามรูปแบบการเล่นแต่ละแผนที่
34261,ตามจำนวนคนในทีม
34262,（@1 คน）
34263,เพิ่มจำนวนคนในทีมจากการตั้งค่าทีม
34264,กำหนดจำนวนคนเอง
34265,（@1 คน）
34266,"#cfa7a0fคำแนะนำข้อกำหนดจำนวนผู้เล่น#n
การกำหนดจำนวนผู้เล่นเพื่อควบคุมจำนวนคนให้ผู้เล่นทุกท่านได้รับประสบการณ์เท่าๆกัน

#cfa7a0fแนะนำการเลือก#n
1.ระบบแนะนำจำนวน：ระบบจะคำนึงถึงวิธีการเล่นของแต่ละแผนที่เพื่อทำการแนะนำจำนวนคน
2.จำนวนคนในทีม：จะกำหนดตามการตั้งค่าจำนวนคนในทีม（สูงสุด40คน น้อยสุด2คน）
3.กำหนดจำนวนคนเอง：ไม่ใช้กับการเล่นในแผนที่（สูงสุด40คน น้อยสุด2คน）
4.จำนวนคนในทีมและจำนวนคนที่กำหนดเองหากต่างกันมากกว่า20คน ต้องได้รับการยืนยันจากนักพัฒนาก่อน

#cfa7a0fคำเตือน#n
จำนวนคนยิ่งมากไม่ใช่จะเป็นเรื่องดีเสมอไป ควรกำหนดตามการเล่นในแมพและขนาดของแมพของคุณ"
34267,นักพัฒนาที่ไม่ผ่านการรับรองสามารถตั้งค่าได้ถึง 20 คน และการตั้งค่าของคุณเกินขีดจำกัด
34268,ยกเลิก
34269,เป็นนักพัฒนาที่ได้รับการรับรอง
34270,"ตั้งค่าทีมต้องมีอย่างน้อย2คนขึ้นไป จึงสามารถเข้าโหมด""แนะนำของระบบ""ได้"
34271,ตกลง
34272,จำนวนผู้เล่นเริ่มต้นคือ 1 หรือไม่มีข้อจำกัดใดๆ ไม่สามารถปิดการเข้าร่วมระหว่างเกมได้
34300,นำเข้าโมเดล
34301,ยืนยัน
34302,กรุณากรอกชื่อ
34303,กรุณากรอกคำอธิบาย
34304,@Null@
34305,@Null@
34306,@Null@
34307,@Null@
34308,@Null@
34309,@Null@
34310,@Null@
34311,@Null@
34400,@Null@
34401,ตั้งค้าการอัปโหลด
34402,ตั้งค่าสิทธิ์
34403,ทำเป็น#L#cfa7a0fแมพแม่แบบ#nอัปโหลด
34404,ตั้งค่าแม่แบบ
34405,โหมดแม่แบบ
34406,ซื้อขาด
34407,แค่สำหรับการเรียน
34408,วิธีการชาร์จ
34409,ผู้ดาวน์โหลดไม่สามารถอัปโหลดเป็นแมพแม่แบบได้อีก
34410,ผู้ดาวน์โหลดสามารถเพิ่มเนื้อหาเชิงพาณิชย์ได้
34411,ตั้งค่าวิธีการชาร์จได้
34412,ผู้ดาวน์โหลดที่ใช้แม่แบบในการอัปโหลดจะถูกบังคับอัปโหลดโดยใช้เป็นแมพแม่แบบ
34413,ผู้ดาวน์โหลดไม่สามารถเพิ่มเนื้อหาเชิงพาณิชย์ได้
34414,ตั้งค่าวิธีการชาร์จไม่ได้
34415,สร้างสรรค์ครั้งที่สอง
34416,ใช้แม่แบบ
34417,แค่ค้นหาแมพแม่แบบ
34418,สร้างแมพแม่แบบ
34419,รายการที่เก็บถาวรเต็มแล้ว โปรดเคลียร์ข้อมูลก่อนใช้แม่แบบ
34420,แมพนี้แค่สำหรับการเรียน ตั้งร้านค้านักพัฒนาไม่ได้
34421,ทรัพยากรต่อไปนี้เป็นของผู้สร้างแมพแม่แบบ คุณไม่สามารถย้ายไปยังคลัง
34422,ทรัพยากรนี้ไม่ใช่ทรัพยากรดั้งเดิมของผู้สร้างแมพ คุณต้องปลดล็อกในศูนย์ทรัพยากรก่อนจึงจะใช้งานได้ ยืนยันจะไปปลดล็อกหรือไม่
34423,เช็คต้นฉบับ
34424,ข้อมูลแม่แบบ
34425,ต้นฉบับ
34426,ไม่ได้พบแมพนี้ ผู้สร้างลบออกหรือผิดกฎ
34427,ผู้สร้าง
34428,เวลาปล่อย:
34429,"แมพนี้เป็นแมพแม่แบบ หลังจากสร้างออกแมพแม่แบบคุณแก้ไขแมพนี้ได้

โหมดแม่แบบของแมพนี้เป็น#cfa7a0fแค่สำหรับเรียน#n แค่แก้ไขแมพได้ #c01c21b เพิ่มเนื้อหาเชิงพาณิชย์ไม่ได้#n แมพที่ปล่อยหลังจากการแก้ไขต้องบังคับเปิดใช้ฟังก์ชันแม่แบบ

คลิกยืนยันแล้วสร้างแมพที่สามารถแก้ไขได้ใน#cfa7a0fรายการเก็บถาวร#n จะดำเนินต่อไปไหม"
34430,แมพแม่แบบปัจจุบันไม่สนับสนุนการใช้ทริกเกอร์นี้
34431,การแนะนำแม่แบบ
34432,ใช้ฟรี
34433,"แมพนี้เป็นแมพแม่แบบ หลังจากสร้างออกแมพแม่แบบคุณแก้ไขแมพนี้ได้

โหมดแม่แบบของแมพนี้เป็น#cfa7a0fซื้อขาด#n แค่แก้ไขแมพได้ #c01c21b เพิ่มเนื้อหาเชิงพาณิชย์ใดได้#n แมพที่ปล่อยหลังจากการแก้ไขเปิดใช้ฟังก์ชันแม่แบบไม่ได้

คลิกยืนยันแล้วสร้างแมพที่สามารถแก้ไขได้ใน#cfa7a0fรายการเก็บถาวร#n จะดำเนินต่อไปไหม"
34434,แมพปัจจุบันนี้ไม่สามารถใช้ฟังก์ชันเชิงพาณิชย์สำหรับนักพัฒนาได้
34435,แมพของตัวเองสร้างแม่แบบไม่ได้
34436,แมพมีทรัพยากรที่ไม่ใช่ต้นฉบับ ม่สามารถอัปโหลดเป็นแมพแม่แบบการซื้อขาดได้
34437,ไม่มีข้อมูลแม่แบบ
34438,ใช้ล้มเหลว แมพไม่ได้ตรวจสอบ
34439,ใช้ล้มเหลว แมพนี้ไม่ใช่แมพแม่แบบ
34440,ใช้ล้มเหลว รูปแบบแม่แบบผิด
34441,ใช้ล้มเหลว 
34442,แมพแม่แบบสร้างแพ็คเกจปลั๊กอินใหม่ไม่ได้
34600,@Null@
34601,บันทึกสถิติผู้เล่น
34602,ตั้งค่าละเอียด
34603,เลือกสถิติที่ต้องบันทึก
34604,ไอเทม
34605,ลักษณะตัวละคร
34606,สถานะ
34607,สกุลเงิน
34608,ไอเทมกระเป๋า
34609,ไอเทอบาร์ทางลัด
34610,บาร์อุปกรณ์
34611,ค่าชีวิต
34612,ค่าหิว
34613,ความเร็วพื้นฐาน
34614,พลังโจมตี / พลังป้องกัน
34615,ระดับปัจจุบัน / ค่าประสบการณ์
34616,ผลสถานะปัจจุบัน
34617,จำนวนดาว
34618,ความคืบหน้าเกมของฉัน
34619,"ยืนยันลบความคืบหน้าเกมนี้
(#cfa7a0fความคืบหน้าอัพโหลดเกมแล้วจะถูกยกเลิกและลบด้วย#n)"
34620,"ยืนยันอัพโหลดความคืบหน้าเกมนี้
(#cfa7a0fสามารถเชื่อมต่อความคืบหน้าในอุปกรณ์ต่างๆ หลังจากอัปโหลด#n)"
34621,จัดการ
34622,อัพโหลด
34623,ยกเลิกอัพโหลด
34624,ลบ
