id,英文
16017,Miniature Block
16018,Miniature Item
16019,Miniature Creature
16020,Custom Mode
16021,Miniature Combination
16022,Timeout. Please generate again
16099,Version is too low
16100,Current map
16101,Main Library
16102,Model
16103,Blueprint
16104,Machinery
16105,Picture
16106,Special Effect
16107,Audio
16108,Action
16109,Logic
16110,Resource
16111,More Resources
16112,Enter the name to search
16113,Please create resource in game
16114,Please select a file
16115,Move 
16116,Delete
16117,Upload
16118,Cancel 
16119,Download
16120,Upload to resource gallery
16121,Put goods on the shelf in resource gallery after uploading
16122,#c3d4546I agree to#n #L#cfa7a0fUpload Rules
16123,Upload failed
16124,The following creation uses others' resource. It is forbidden to upload resources of secondary creation
16125,Cancel uploading failed
16126,"The following resource exists in resource gallery. Please remove it from the shelf and delete the good, then cancel uploading"
16127,"Are you sure to cancel uploading?
 #cfa7a0f(The server will clear data after cancelling uploading and cannnot recover. Local files still exist)#n"
16128,Back
16129,The search result of #cfa7a0f@1#n
16130,"Current unit uses downloaded resources, will be saved as resource of secondary creation. Cannot be uploaded to resource center. Continue?"
16131,#c0aaa1a@1#c657476 files
16132,Please upload resource to resource center
16133,This resource is already selling in other item
16134,Resources of secondary creation cannot be put on the shelf
16135,Downloaded resources cannot be put on the shelf
16136,Please download the resource in resource center
16137,"Terms of Use for the Gallery

If you have any questions about, or if you wish to send us any notices in relation to, this Term of Use for the Gallery (hereinafter referred as “Agreement”), please contact us at miniwantech@gmail.com.

1. Acceptance of the Agreement 
Unless expressly defined otherwise this Agreement, all capitalized terms in this Agreement shall have the same meaning as defined in the Terms of Use and the Privacy Policy. 

You agree to be bound by the the Agreement, the Terms of Use, the Privacy Policy and any other agreements entered by you with Miniwan related to the software“Miniworld: Block Art” (Collectively referred as the “Terms”). Anything not agreed in this Agreement shall be executed as agreed in the Terms.

2. Intellectual Property
With the elements, tools, functions and other contents in or of our software “Miniworld: Block Art”, our Services may allow you to communicate, submit, upload or otherwise make available text, images, audio, video, competition entries or other content, which may be accessible and viewable by the public (“User modified Contents”). You may not submit or upload User modified Contents that is defamatory, harassing, threatening, bigoted, hateful, violent, vulgar, obscene, pornographic, or otherwise offensive or that harms or can reasonably be expected to harm any person or entity, whether or not such material is protected by law. 

Ownership of the Intellectual Property. The visual interfaces, graphics, design, compilation, information, data, computer code (including source code or object code), products, software, services, all other elements of the Service and the User modified Contents (-Intellectual Property- or -IP-) are protected by law. All IP contained in the Service is our property or third-party licensors’ property. Except as expressly authorized by us in these Terms, you may not make use of any IP contained in the Service. We reserve all rights to the IP not granted expressly in these Terms. 

You are solely responsible for the User modified Contents you have made and you represent and warrant that: (i)You have the necessary licenses, rights, consents, and permissions, to communicate, submit, upload or make the User modified Contents Representations; and (2) the User modified Contents, and the use of your User modified Contents, does not and will not: (i) infringe, violate, or misappropriate any third-party right, including any copyright, trademark, patent, trade secret, moral right, privacy right, right of publicity, or any other intellectual property or proprietary right; (ii) slander, defame, libel, or invade the right of privacy, publicity or other property rights of any other person; (iii) require Miniwan to obtain any further licenses from or pay royalties or compensation or other amounts or provide any attribution to any third parties; (iv) result in a breach of contract between you and a third party; or (v) cause us to violate any law or regulation. You agree to pay all monies owing to any person as a result of providing the User modified Contents. 

You agree to indemnify and hold us and our subsidiary and affiliated companies, and each of their respective employees and officers, harmless from any demands, loss, liability, claims or expenses (including attorneys' fees), made against us by any third party arising out of or in connection with our use and exploitation of the User Generated Content. You also agree not to enforce any moral rights, ancillary rights or similar rights in or to the User Generated Content against us or our licensees, distributors, agents, representatives and other authorized users, and agree to procure the same agreement not to enforce from others who may possess such rights. 

We have the right but not the obligation to monitor, screen, post, remove, modify, store and review User modified Content or communications sent through Service, at any time and for any reason, including to ensure that the User Modified Content or communication conforms to the Terms, without prior notice to you. We are not responsible for, and do not endorse or guarantee, the opinions, views, advice or recommendations posted or sent by users. 

3. MONITORING AND PROHIBITED ACTIVITIES
We have no obligation to monitor the User modified Content and we are not responsible for monitoring the Service for inappropriate or illegal Content or conduct by other players. However, we do reserve the right, in our sole discretion, to monitor and/or record your interactions with the Services and other players (including chat text and voice communications) when you are using the Services.

You agree not to engage in any of the following prohibited activities on or in relation to our services, or allow any person to use Your Account with us to do the same:
•        send any unsolicited, unauthorised spam (such as spam comments in our social media services), advertising or promotional messages, or any other commercial communications;
•        submit, upload, transmit or display, through our services, any content (whether displayed publicly or not, and whether displayed directly or indirect to any other users) which in fact or in our reasonable opinion:
o        breaches any laws or regulations (or may result in a breach of any laws or regulations when used in a manner permitted by this Terms of Use);
o        creates a risk of loss or damage to any person or property;
o        is fraudulent, false, misleading or deceptive;
o        harms or exploits any person (whether adult or minor) in any way, including via bullying, harassment or threats of violence;
o        is hateful, harassing, abusive, racially or ethnically offensive, defamatory, humiliating to other people (publicly or otherwise), threatening, profane or otherwise objectionable;
o        promotes or encourages self-harming;
o        infringes our rights or any third party’s rights, including any intellectual property rights, contractual rights, confidentiality rights or privacy rights;
o        is pornographic, sexually explicit, violent or otherwise of an indecent or offensive nature; or
o        encourages or is likely to encourage any of the above;
•        violate any applicable laws or regulations, including credit card fraud or bank account fraud;
•        engage in any illegal or potentially illegal (as determined by us) activities or transactions, including sale of any illicit drugs or money laundering;
•        gamble, provide gambling information or entice others to engage in gambling through any method;
•        use or exploit any of our intellectual property rights (including our trademarks, brand name, logo, any other of our proprietary information or the layout or design of any page), or otherwise infringe on any of our intellectual property rights (including attempting to reverse engineer any applications or software used to access our services);
•        access any of our services, collect or process any content made available through our services, send or redirect any communications through our services, in each case, through the use any automated bots, software, engines, crawlers, scrapers, data mining tools or the like, or attempt to do any of the foregoing, including using any automated means to artificially promote any content;
•        engage in any “framing”, “mirroring,” or other techniques directed at simulating the appearance or function of our services;
•        interfere with, or attempt to interfere with, any user’s or any other party’s access to our services;
•        intentionally distribute viruses, worms, Trojan horses, corrupted files or other malicious code or items;
•        share or publish any other person’s personally identifiable information using our services without their express consent;
•        probe or test the vulnerability of, or otherwise circumvent (or attempt to circumvent) any security features on, our services, our systems or the systems of other users;
•        create multiple accounts for disruptive or abusive purposes; or
•        engage in any other activity that encourages any person or entity to breach this Terms of Use.

4. Indemnity
You agree that you will be responsible for your use of the Service, and you agree to defend and indemnify us and our officers, directors, employees, consultants, affiliates, investors, business partners, subsidiaries and agents (together, the -Affiliated Parties-) from and against every claim, liability, damage, loss, and expense, including reasonable attorneys’ fees and costs, arising out of or in any way connected with: (a) your access to, use of, or alleged use of the Service; (b) your violation of any portion of these Terms, any representation, warranty, or agreement referenced in these Terms, or any applicable law or regulation; (c) your violation of any third-party right, including any intellectual property or proprietary right, publicity or privacy right, property right, or confidentiality obligation; or (d) any dispute or issue between you and any third party. We reserve the right, at our own expense, to assume the exclusive defense and control of any matter otherwise subject to indemnification by you (without limiting your indemnification obligations with respect to that matter), and in that case, you agree to cooperate with our defense of that claim.

YOU AGREE TO INDEMNIFY US, OUR PARTNERS AND OUR AFFILIATE COMPANIES FROM AND AGAINST ANY CLAIM, SUIT, ACTION, DEMAND, DAMAGE, DEBT, LOSS, COST, EXPENSE (INCLUDING LITIGATION COSTS AND ATTORNEYS’ FEES) AND LIABILITY ARISING FROM: (I) YOUR USE OF OUR SERVICES OR SOFTWARE; OR (II) YOUR BREACH OF THIS TERMS OF USE."
16138,Notice
16139,Cancel the uploading. Local files will not be affected if files on server are deleted
16140,Following resources are in goods of resource gallery. Please remove and delete it then cancel uploading
16141,Delete the resource
16142,The following resource will be deleted and cannot be recovered
16143,The following resource are uploaded and cannot be deleted. Please cancel uploading first
16144,Upload resource
16145,Please move or download resources here
16146,Upload size @1/@3 Number @2/@4 
16147,Help
16148,"#cfa7a0fWhat is Resource Center?#n
Resource Center is where players manage their resources(such as miniature models).
 
 #cfa7a0fResource Center-What is current map used for?#n
 1.The resources that players create in map will be saved in Resource Center-Current map. You can only use these resources in this map.
 2.You can sort, move, delete these resources in Resource Center-Current map.
 3. You can copy the resources to Main Library by moving the resources in current map. You can visit the main library in other maps.
 
 #cfa7a0fWhat is Resource Center-Main Library used for?#n
 1. You can only visit resources of current map in this map. But you can visit resources of Main Library in all maps. The Main Library is like the transfer station of all maps.
 2. You can move/copy the resources of current map to the Main Library. Also save the resources in Main Library which are downloaded in Resource Gallery. 
 3. You can sort, move, upload, cancel uploading, download, delete resources in Resource Center-Main Library.
 
 #cfa7a0fHow to use the resources?#n
 1. Click resource to use it in shortcut bar.
 2. Click resources in Main Library, then the resources will be copied in current map automatically.
 3. Select a folder and manage it in corresponding resources list. Batch select resources and move it to current map.
 4. Rresources in Resource Center can be used to make plugin's appearance.
 5. Creature model block, custom model eidtor can use the resources in Resource Center.
 
 #cfa7a0fHow to upload resources?#n
 1. Click manage to select resources which are not uploaded. Click upload. Successfully uploaded resources will have a cloud icon on the top left corner.
 2. Notice: The number of uploaded resources and size will be limited.
 
 #cfa7a0fWhat is uploaded resource used for?#n
 1. If you change devices, you can still download resources which are uploaded before.
 2. Already uploaded resources can be shared. Others can download and use.

 #cfa7a0fHow to cancel uploading?#n
 1. Click manage to select uploaded resources and cancel uploading.
 2. Notice: You can't cancel uploading if resources are already on the shelf(Already used in items. You need to remove it from the shelf to cancel uploading.
 
 #cfa7a0f What is resource of secondary creation?#n
 1. If you use resources downloaded in Resource Gallery in creature model blocks or custom model editor, the generated resources will be resources of secondary resources.
 2. You cannot upload resources of secondary creation. Can only use it locally."
16149,Cannnot copy resources in multiplayer 
16150,Cannot upload old resources. Please generate again
16151,It's downloaded resource. Model made with this resource will be saved as secondary creation. Cannot upload to resource center. Are you sure to continue?
16152,The number of files in main library @1/@2
16153,Insufficient space in main library. Please delete some files and try again
16154,Select@1 (@2/@3)
16155,Mini creation board synchronization
16156,"The mini creation board has been published to the mini world file, click to download it to #cfa7a0f default folder#n"
16157,Download all
16158,"This map is suspected of rule violation, unable to open resource center"
16159,Audio library
16160,Please enter the audio name
16161,Please select audio
16162,Please upload audio on the computer
16163,"Network connection failed, please try again"
16164,The audio size exceeds the @1M limit
16165,"Server connection failed, please try again later"
16166,Audio upload successfully
16167,"Resource uploading, please wait"
16168,Are you sure you want to delete this audio?
16199,Version is too low
16200,Resource Gallery
16201,Home
16202,Category
16203,Model
16204,Search
16205,Topic
16206,Mine
16207,Product
16208,Purchased
16209,Favorite
16210,Lastest Feature
16211,More
16212,Enter search content 
16213,Most Recent
16214,Popularity
16215,Filter
16216,Tag
16217,Selection
16218,Currency
16219,Reset
16220,Contain resource(#cfa7a0f@1#n)
16221,Description
16222,Please unlock the item first
16223,Download
16224,Downloading
16225,Downloaded
16226,"Resource has been downloaded, please check in Resource Center - Main Library"
16227,Downloading: #cfa7a0f@1#n
16228,The times of free downloads today: @1
16229,Add to Favorite
16230,Copy item ID
16231,Steal others' resources
16232,Top Searches
16233,By Item Name
16234,By User Name
16235,By Item
16236,All Resources
16237,Search by  item name #cfa7a0f@1#n: #cfa7a0f@2#n results
16238,Search by author #cfa7a0f@1#n: #cfa7a0f@2#n results
16239,Search by good's ID #cfa7a0f@1#n: #cfa7a0f@2#n results
16240,All Topics
16241,Model
16242,Add an Item
16243,Create a Item
16244,Select the item type you want to create
16245,Please add resources first
16246,Enter the title
16247,Add Resources
16248,Currency Type
16249,Please add resource
16250,This resource is already selling in other item
16251,Resources of secondary creation cannot be uploaded
16252,Selected(@1/10)
16253,The number reaches upper limit
16254,Enter the description(240 characters)
16255,Select a tag
16256,Select a proper tag for other players to find your item easily
16257,"The item are about to be put on the shelf. The item information cannot be modified once it's on the shelf. After being removed from the shelf, only the name description can be modified.
The production and sharing of pornographic, political, violent and other illegal content is strictly prohibited"
16258,Put on Shelf
16259,Please finish the description before put it on the sell
16260,Uploading
16261,Upload failed
16262,Uploaded successfully
16263,"Are you sure to delete this item
 #cef2d2d(All selling data will be deleted, including download numbers)#n"
16264,Reviewing
16265,Check
16266,Violation
16267,To be on shelf
16268,Off shelf
16269,On shelf
16270,Back on shelf
16271,"Are you sure to remove this item from the shelf? #cef2d2d(Only visible to you. All data reserved, such as downloads. You can put it back on shelf again)#n"
16272,"Are you sure to delete this item? #cef2d2d(All data, including downloads will be deleted. If it is free, it cannot be downloaded again after deleting)#n"
16273,Unlock Item Slots
16274,Remove
16275,Deleted
16276,This item has been deleted. Please remove
16277,"Notice: Free items will be saved to your local device, instead of server"
16278,Please unlock the items first
16279,Items
16280,Image
16281,Scene
16282,Weapon
16283,Firearms
16284,Tool
16285,Equipment
16286,Toy
16287,Food
16288,Sundry
16289,Figure
16290,Animal
16291,Monster
16292,Robot
16293,Building
16294,Block
16295,Plant
16296,Decoration
16297,Furniture
16298,Vehicle
16299,Machinery
16300,General
16301,All Items
16302,The number of items
16303,Please comment after downloading
16304,You can not comment yourself
16305,You've already commented
16306,Nothing. Please change the filter
16307,Nothing. Please download goods first
16308,Nothing. Please favorite good first
16309,Remove from the shelf
16310,"#cfa7a0fWhat is Resource Gallery?#n
 Resource Gallery is where players share and download resources(such as miniature models).
 
 #cfa7a0fHow to upload resources?#n
 1.Click Mine - Product to add items.
 2. Add uploaded resources in Resource Center-Main library. Fill in the information and select the tag.
 3. Click Put on Shelf, item will enter review mode. When it gets passed, it will be displayed in Resource Gallery.
 4. Excellent resources may be featured. 
 
 #cfa7a0fHow to download resources?#n
 1. You can check item details in Resource Gallery. Click to download. Notice: The number of free items downloading is limited.
 2. Downloaded resources will be saved in Resource Center-Main Library. 
 3. Downloaded items can be found in Resource Gallery-Purchased. Notice: Free items will not be saved in server. If you change the devices, the list of downloaded items will be lost. Already downloaded resources will not be affected.
 
 #cfa7a0fWhat can downloaded resources used for?#n
 1. Downloaded resources can be used in maps and create objects, such as blocks, props and creatures.
 2. Can use the appearance of plugins.
 3. Used in creature models, custom model editors. Notice: If you use downloaded resources to create, the finished resources will be secondary creation and cannot be uploaded to Main Library.
 
 #cfa7a0fHow to delete the items already on the shelf?#n
 1. Click items on the shelf in Mine-Product, remove it from shelf in item detail page. Notice: The items which are removed from the shelf is only visible to you. All the datas are saved. Can be put on shelf again.
 2. Click the items which is already removed from shelf. Delete it in item detail page. Notice: The data will also be deleted and other players cannot download.
 
 #cfa7a0fWhat is item ID?#n
 1. Click More in bottom right corner in detail page. Click copy item ID. This is the only ID of item.
 2. Search item ID to find the corresponding items and you can share it to others.

#cfa7a0fOfficial guidelines of featured resources#n
1. Fineness: It is exquisitely made and can show the people, animals or props expressed reasonably and delicately, or it has a unique artistic style.The final work has a relatively excellent in-game performance.
2. Originality: It is an original work.
3. Simulation: If the model refers to real life items or other prototypical items.
4. Complete information: When uploading, please fill in the detailed and true title of the model items, not less than 16 letters of description, and choose 1-3 appropriate labels.

#cfa7a0fCriteria for Featured Resources#n
1) High quality production. The resource shall be exquisite and with particular art style. The design and production of the characters, animals or tools shall be able to show the idea of the creator. And the resource shall be able to perform smoothly in the game.
2) Must be Original Works. The resource must be original by the creator, which means they cannot be duplicated from other creators' resources.
3) Replica of realistic objects. If the resources in the item refer to objects from reality or other art works, they shall be highly similar to the original objects.
4) Integrity of information. The item must be uploaded with information including: ① a title which is true, detailed and can precisely describe the item; ② a description with more than 8 words for the item; ③ 1-3 suitable tags. An item with more than three tags will be selected preferentially."
16311,Help
16312,You can't follow yourself
16313,Failed to pack the resource
16314,Parameter error
16315,Download 10 items at most at the same time
16316,Item Downloading
16317,Timeout
16318,Try Again
16319,The item has reached an upper limit
16320,Please agree to the Terms of Service first 
16321,The UID hasn't been created for 7 days. Cannot create item
16322,"After real-name authentication, products can be created, and the products can be put on the shelves of the uploaded resources in the total library of the resource center"
16323,Please login first
16324,Resource too small
16325,Resource too large
16326,The number of resources reaches an upper limit
16327,The resource slots reaches an upper limit
16328,Resource ID error
16329,Resource uploading. Cannot cancel
16330,This resource doesn't exist
16331,Item type error
16332,The name can't be empty
16333,The number of items has reached an upper limit
16334,The resource parameter error 
16335,This resource is already selling in other item
16336,The details information is empty
16337,Item ID error
16338,Item don't exist. Cannot submit
16339,The review hasn't finished. Cannot submit
16340,This item does not belong to you. Cannot operate
16341,UID is wrong
16342,Report parameter error
16343,You can't rate your own items
16344,You've already rated the items
16345,No item name. Cannot rate.
16346,No item information. Cannot rate.
16347,System busy. Cannot display rate
16348,System busy. Cannot add to favorite
16349,You can upload items after finishing real-name authentication
16350,You are operating too fast. Please slow down(@1s)
16351,"Filter result: #cfa7a0f@1#nTag, #cfa7a0f@2#nMark,#cfa7a0f@3#nCurrency"
16352,Name is too long
16353,Description is too long
16354,Does not meet the shelf conditions 
16355,Item name check timeout
16356,Illegal item name
16357,Item description check timeout
16358,Illegal item description
16359,Illegal resources. Cannot choose
16360,Please add tag
16361,Download Confirm
16362,Parts of resources download failed. Please check the downloaded resources in Resource Center-Main Library 
16363,Resources can't be found
16364,Plagiarize other's work
16365,You can't favorite your own item
16366,Insufficient downloading times
16367,The item has been removed from shelf. Cannot download
16368,Illegal item. Cannot download
16369,Cannot download
16370,Item review failed
16371,Your permission for Resource Gallery has been cancelled
16372,No Permission
16373,"It will cost #c01aa10@1×@2#n to get #cf7770f@3#n, please confirm"
16374,Advertisement mode
16375,Please enter the price
16376,#cf4b225Attention: Your item has unlocked resources of other items. Continue?#n
16377,Recommended
16378,Name
16379,Function
16380,Pixel
16381,Male
16382,Female
16383,Partner
16384,Fighter
16385,Mage
16386,Priest 
16387,Marksman
16388,Anime
16389,Environment
16390,Automation
16391,Life
16392,Entertainment
16393,Portable
16394,Animation
16395,Literature
16396,Sound
16397,Learning
16398,Collection
16399,Fight
16400,Production
16401,Magic
16402,Trap
16403,Texture
16404,Item
16405,UID
16406,Keywords
16500,Version is too old
16501,@Null@
16502,@Null@
16503,@Null@
16504,@Null@
16505,@Null@
16550,@Null@
16551,@Null@
16552,@Null@
16553,@Null@
16554,@Null@
16555,@Null@
16556,@Null@
16600,@Null@
16601,Partial Trigger
16602,Partial Script
16603,"If this variable is binded to the plugin, then this variable will be selected automatically when the current plugin is packed into the plugin pack "
16604,No more tips
16605,Link
16606,Unlink
16607,#cF62D2DAttention: Current variable is referred by a parameter of partial trigger. Can't unbind!#n
16608,New version
16609,Old version
16610,Edit the old version
16611,It is detected that this plugin used trigger of the old version. Do you want to switch to old version to edit?
16612,(#cF62D2DAttention: Old trigger can't be added and packed into the plugin pack#n)
16613,It is detected that this plugin used trigger of the old version. Do you want to switch to old version to edit?
16614,(#RAttention: Old script can't be added and packed into the plugin pack#n)
16615,Cancel
16616,Partial Variable
17000,@Null@
19990,Block Plugin Edit
19991,"Block Plugin:
 #cfa7a0fAppearance:#nThe name, description and model of blocks can be changed. Model can be changed into some other block appearance or using miniature model in resource center.
 #cfa7a0fAttributes:#nBasic attribute, drops and collision type can be adjusted."
19992,Creature Plugin Edit
19993,"Creature Plugin:
 #cfa7a0fAppearance:#nThe name, description, model and the size of creature can be adjust. Model can be changed into some other creature appearance, using miniature model in resource center, or purchased skins and avatars.
 #cfa7a0fAttributes and battle#nThe type, attributes and fighting capability can be set.
 #cfa7a0fAdvanced#nBehavior of creature can be created and edited.
 #cfa7a0fInteraction#nShop can be created and edited and attatch on creatures. Storyline can be edited but not newly created.
Note: Storyline can only be created through storyline plugin. Then set the target creature as the trigger target so the story will be displayed during the interaction.

#cfa7a0fPartial trigger:#n Different from the developer tool, partial trigger is only for the event which is triggered by this plugin event and provides more possibilitie
#cfa7a0fPartial script: #nDifferent from the developer tool, partial trigger is only for the event which is triggered by this plugin event
 P.S.:If this plugin has used the built-in triggers or scripts, you can click the new version switch in the upper right corner of the partial trigger or partial script option bar to switch back to the old built-in triggers and scripts for editing, but the old version doesn't support the new content, please understand."
19994,Props Plugin Edit
19995,"Props Plugin:
 #cfa7a0fAppearance:#nThe name, description and model of props can be changed. Model can be changed into other some item appearance or using miniature model in resource center.
 #cfa7a0fAttribute:#nAccording to different items types, attributes can be adjusted.
 #cfa7a0fSkill:#nSkills and effects of items can be created and edited.
 #cfa7a0fItems#nCreate new or edit the items, the number of items and probability of items in Lucky Bag.
Note: The type of item can not be modified. Type can only be set up when creating new or editing the original items(Item Type: Sundries, tools, bow, ammo/Projectile, firearm, food and package).

#cfa7a0fPartial trigger:#n Different from the developer tool, partial trigger is only for the event which is triggered by this plugin event and provides more possibilitie
#cfa7a0fPartial script: #nDifferent from the developer tool, partial trigger is only for the event which is triggered by this plugin event
 P.S.:If this plugin has used the built-in triggers or scripts, you can click the new version switch in the upper right corner of the partial trigger or partial script option bar to switch back to the old built-in triggers and scripts for editing, but the old version doesn't support the new content, please understand."
19996,Recipes Plugin Edit
19997,"Recipe Plugin: 
1. Recipe Plugin is available to some items, blocks and item plugins. 
2. Click No toolbox needed, then the recipe can be crafted in the interface of backpack. 
3. Recipe type consistent with the item crafted in toolbox. 
4. Produce is the quantity of item produced when following a plugin recipe.
5. Maximum 6 items can be selected as crafting recipe of each items.

#cfa7a0fPartial trigger:#n Different from the developer tool, partial trigger is only for the event which is triggered by this plugin event and provides more possibilitie
#cfa7a0fPartial script: #nDifferent from the developer tool, partial trigger is only for the event which is triggered by this plugin event
 P.S.:If this plugin has used the built-in triggers or scripts, you can click the new version switch in the upper right corner of the partial trigger or partial script option bar to switch back to the old built-in triggers and scripts for editing, but the old version doesn't support the new content, please understand."
19998,Smelting Plugin Edit
19999,"Smelting Plugin:
1.Smelting materials and produced items support some items, blocks and item plugins. 
2. Switch on [Burnable] to set up smelting materials as smelting fuel.  Smelting time is duration required to smelt down item. 
Note: If [Burnable] is switched on and not set up produced items, the smelting material is only used as fuel. 
It takes a fixed time 10s to smelt down the items.

#cfa7a0fPartial trigger:#n Different from the developer tool, partial trigger is only for the event which is triggered by this plugin event and provides more possibilitie
#cfa7a0fPartial script: #nDifferent from the developer tool, partial trigger is only for the event which is triggered by this plugin event
 P.S.:If this plugin has used the built-in triggers or scripts, you can click the new version switch in the upper right corner of the partial trigger or partial script option bar to switch back to the old built-in triggers and scripts for editing, but the old version doesn't support the new content, please understand."
20101,Dev Tips
20102,"Your Dev Credit Points has reached @1, you became Lv @2 Dev. Congratulations!"
20103,"Due to violations of regulation,your Dev credit points has decreased to @1,you have been demoted to Lv @2 dev. Please note."
20104,Junior
20105,LV1. Mini Stardust
20106,LV2. Mini Nebula
20107,LV3. Jumbo Stellar
20108,LV4. Red Giant
20109,LV5. Supergiant
20110,LV6. Hyper Neutron
20111,LV7. Black Hole
20112,Developer
20113,Shortcut Entrance
20114,Become a Developer
20115,Object Library
20116,Plugin Library
20117,Resource Centre
20118,Trigger
20119,Script
20120,Shop Settings
20121,Quick Access Toolbar
20122,(Click to switch all tools in the Quick Access Toolbar)
20123,Model Creation
20124,Instant Build
20125,Circuit Design
20126,Gameplay Design
20127,Developer Handbook
20128,Quick Access Toolbar is switched to Common Model Making Tools
20129,Quick Access Toolbar is switched to Instant Build Tools
20130,Quick Access Toolbar is switched to Common Gameplay Design Tools
20131,Quick Access Toolbar is switched to Common Circuit Design Tools
20132,"Detected Informational tools (Blueprint, papers etc) in your Quick Access Toolbar, proceed to switch out all tools in your Quick Access Toolbar"
20133,Certified Developer
20134,Cancel
20135,Developer
20136,Model Resource
20137,Trigger Resource
20138,X number of triggers has not been activated
20139,Restart map
20140,"Publishing resource requires it to be uploaded to the server. Detected that resource has not been uploaded, we will proceed to upload resource to the server."
20141,Publishing resource requires it to be moved into the Main Library and uploaded to the server. We will proceed to move resource to Main Library and upload to the server.
20142,#c0aaa1a@1#c657476 documents (including downloads)
20143,Developer Tool Window
20200,Exploring for
20201,You can't sleep in another planet without mom's permission!
20202,Oxygen pump
20203,Put fuel and materials to generate Oxygen
20204,Pump Oxygen when the Oxygen bar is full
20205,Energy critical
20206,Welcome to Horas!
20207,"#c3f4f4fHoras is dangerous,how to survive in the planet lacking Oxygen?#n#c3f4f4fCollect Oxy,create Oxygen area,find more blueprint,craft Oxygen pack...#n#c3f4f4fCaution!You will respawn back to Mini planet!#n#r#cfa7a0fGo forward young heart!#n"
20208,@self please pay attention to the oxygen comsuption
20209,Peach wood totem cannot stand up on Horas!
20210,Tips:Please take care of your private infomation
20211,This is not avaliable for you according to your age.
20212,Please type in at least 6 characters.
20213,Mini Star Runway
20214,Animation
20215,Style
20216,Vintage
20217,Energetic
20218,Entry Pose
20219,Walk
20220,Sit
20221,Play Cool
20222,Dance
20223,Save
20224,Save in Skin-Owned
20225,"Skin not saved yet, are you sure to exit?"
20226,Exit current saves to enter Mini Star Runway
20227,Control#cfa7a0fcharacter rotate and zoom#n，click character to interact
20228,"Click to open SkinShop, use accessories in the DIY Gallery#cfa7a0fto dress up#n！"
20229,Click and switch to animation list，make your character#cfa7a0fmove#n！
20230,"Click and switch to style list, you can pick your favourite#cfa7a0f skin style#n！"
20231,Finally#cfa7a0fremember to save#n！You can share it to friends！
20232,Mini Star Skin
20233,(Please upload manually. It can be used after passing the review)
20234,Mini Star Runway
20235,"Custom AR Avatar is full, please delete some then enter Mini Star Runway"
20236,Please include black border of drawing in camera frame
20237,Authorization of camera access is needed for Mini World:Block Art to enable Mini Star Runway
20238,Enter
20239,Blank Slot#c0aaa1a×@1
20240,Gratitude
20241,Wave
20242,Mini Star Runway Creation Steps
20243,Go and download #L#cffda0a official drawing card #n check tutorial
20244,Print drawing card in A4 size paper#L#cffda0aclick to save drawing card to album#n
20245,Use your tool and draw a skin
20246,Include the black border of drawing card in camera frame
20247,Do not remind again
20248,Open camera
20249,Retake photo
20250,Thinking
20251,Crying
20252,Angry
20253,Happy
20254,Fell Down
20255,Pose
20256,Are you sure to go back to Camera?
20257,Sharpen
20258,3D
20259,@Null@
20260,@Null@
20261,@Null@
20262,@Null@
20263,@Null@
20264,@Null@
20265,@Null@
20266,@Null@
20267,@Null@
20268,@Null@
20269,@Null@
20270,@Null@
20271,@Null@
20272,@Null@
20273,@Null@
20274,@Null@
20275,@Null@
20276,@Null@
20277,@Null@
20278,@Null@
20279,@Null@
20280,@Null@
20281,@Null@
20282,@Null@
20283,@Null@
20284,@Null@
20285,@Null@
20286,@Null@
20287,@Null@
20288,@Null@
20289,@Null@
20290,@Null@
20291,Score
20292,outstrip over @1% of the players
20293,Coloring
20294,"All AR content is free and original creation of players, have no relations to game developer."
20295,Image saving
20296,Saved
20297,"Photo does not meet the requitements, retake"
20298,Details
20299,Collection
20300,Save drawing card to album
20301,Invalid redeem code
20302,Redeem code used!
20303,Redeem code expired
20304,"You have this skin, do not claim repeatedly"
20305,Congratulations of unlock Ruby and Azure Chameleonie. Mini Captain will send you Chameleonie as gift!
20306,Download Failed
20307,Download success and saved to album
20308,Redeem Skin
20309,Reviewing
20310,Violated
20311,This skin violated regulations.Would you like to delete?
20312,"In current version,function only available for mobile devices"
20313,Cannot share DIY skin before passing review
20314,Mini Star Runway(Take Photos of Drawing Card)
20315,Mini Star Runway(Shoot in Steps and Parts)
20316,No card?
20317,"Unit:cm
"
20318,"According to the size tips, draw the DIY skin on any blank paper, and draw the skin with colour pencils, #L#cfa7a0fView the tutorial in Steps#n"
20319,#cffda0aHead#nDraw
20320,Body#cffda0aFront#nDraw
20321,Body#cffda0aBack#nDraw
20322,Shoot in Steps:Include the drawing area within camera frame. Shoot in 3 steps to generate the DIY skin.
20323,Take Photo of Drawing Card
20324,Shoot in Steps
20325,Include the black border of drawing area within camera
20326,Scan QR Code
20327,Back
20328,No Preview
20329,Head Preview
20330,Front Body Preview
20331,Head
20332,Front Body
20333,Back Body
20334,Finish Preview
20335,DIY skin will be review now(can be seen in multiplayer when pass review)
20336,Please include QR code in camera frame
20337,Upload
20338,Upload instruction
