id,土耳其语
25054,Seçilen alan başarıyla kopyalandı
25055,Başarıyla geri yükledi
25056,Başarıyla geri aldı
25101,Geliştirici mağazasını aç
25102,"Sizin sırt çantası ürün #YDeveloper Shop-Depo #n içine saklanır, dolu"
25103,Satın alma #Y@1#n başarıyla ve sırt çantasına yerleştirilmiş
25104,"Sen kurulum herhangi bir ürün varsa, Geliştirici Shop'ta kurulmasına ilerle lütfen"
25200,Öne Çıkan
25201,Önerilenler
25202,İndiriyor
25203,Bekliyor
25204,Varsayılan
25205,İndirme sayısına göre
25206,Puana göre
25207,Popülerliğe göre
25208,Öne çıkan zamana göre
25209,Yayınlamak zaman göre
25210,Toplam @1 Uzman tavsiye ediyor
25211,Ağ başarısız
25212,Yükleme başarısız
25213,@1 harita güncellendi
25214,"Üzgünüm, ağ hatası var"
25215,Daha
25216,Tümünü görüntüle
25217,Örnek
25218,Kod
25219,Kodu kontrol et
25220,Değişiklikleriniz kaydedilmeyecek
25221,daha Expand
25222,Tut
25223,Bu adam tembel ve hiçbir açıklama sol
25224,Haritalar
25225,İndirilenler
25226,Popülerlik
25227,Güncelleme zamanı
25228,Favoriler
25229,oy
25230,favourited
25231,oy
25232,Puanlar
25233,Hızlı katılmak
25234,Başarısız Üyelik online oda durumunu görüntülemek için sağdaki simgesini
25235,Sadece şablon harita öğrenme için
25236,Şablon haritanın Satın lisansı
25237,Kapak resmi ihlalini
25238,Takip etti
25239,Konu
25240,Öneri
25241,Sıralama
25242,Yeni
25243,Benim
25244,Mevcut sıralama:
25245,Oluşturulan çalışmaları
25246,Konuları takip et
25247,Konu ayrıntıları
25248,Takip
25249,Takip etti
25250,Harita
25251,Çoğu indirme
25252,En yeni yükleme
25253,En erken yükleme
25254,Yüklemek\nistiyorum
25255,Askıda olması
25256,Konu başarısız oldu
25257,"Bu konunun incelemeden sonra ihlal olduğu tespit edildi, lütfen diğer konuları görüntülemek için sayfaya dönün!"
25258,Yükleniyor…
25259,Beğenmek
25260,Beğenmemek
25261,Paylaş
25262,"Bağlantı başarısız oldu, lütfen tekrar deneyin"
25300,@Null@
25301,Şu anda varsayılan avatar
25400,Genel efekti
25401,Özel efekti
25402,Efekt Kütüphanesi
25403,Görünüm
25404,Efekt
25405,Nitelik
25406,Durumu Düzenle
25407,Ad
25408,Açıklama
25409,İkon
25410,Özel efekti
25411,Ses efekti
25412,Gösteri
25413,Süre
25414,Sürekli Mod
25415,Sınırsız
25416,Sınırlı
25417,Zaman
25418,Durum Modu
25419,Pozitif Durum
25420,Olumsuz Durum
25421,Öncelik
25422,Üstüne Geç
25423,Birlikte bulunması
25424,Ölümden sonra temizlememesi
25425,Saniye
25426,Efekt Ekle
25427,Aktif atak kaldırma durumu
25428,Hasarlı ve temizlenmiş durum
25429,Hız Tipi
25430,Değiştirme oranı
25431,Kazma Hızı
25432,Yaralanma Türü
25433,Değeri Değiştir
25434,Özellik Türü
25435,Zaman aralığı
25436,Yaralı Türü
25437,Şans Türü
25438,Geri Tepme Kare Sayısı
25439,Vücut parçası
25440,Bir model seç
25441,Dönüştürürken arkadan görünüm
25442,Dönüştürürken eşyalar kullanılamıyor
25443,Ortam
25444,Hasarı absorbe etmek
25445,Saldırı Türü
25446,Vuruş blok sayısı
25447,Tetikleme olasılığı
25448,Süre
25449,Savunma Türü
25450,Karşı hasar
25451,Efekti Düzenle
25452,"Üzerine yazmak: Aynı durum elde edildiği zaman, mevcut durum önceki eş durumun üzerine yazılacaktır. Birlikte bulunması: Aynı durum elde edildiği zaman, halihazırda bulunan eş durum ile mevcut durum aynı anda bir arada var olur."
25453,Lütfen durum türünüzü ayarlayınız.
25454,Mevcut efekt düzenlenemiyor
25455,Ek Durum
25456,Hacimi Değiştir
25457,Birden fazla düşüş
25458,Durum kütüphanesi
25459,Dayanıklılık tipi
25460,Karakter davranışı
25461,Karakter durumu
25462,Tetikleme sınırı
25463,Düşüş oluştur
25464,Tetik zamanlaması
25465,BUFF eklentisi düzenleme 25400-25600
25466,BUFF eklentisi düzenleme 25400-25600
25467,@Null@
25468,@Null@
25469,@Null@
25470,@Null@
25471,@Null@
25472,@Null@
25473,@Null@
25474,@Null@
25475,@Null@
25476,@Null@
25477,@Null@
25478,@Null@
25479,@Null@
25480,@Null@
25481,@Null@
25482,@Null@
25483,@Null@
25484,@Null@
25485,@Null@
25486,@Null@
25487,@Null@
25488,@Null@
25489,@Null@
25490,@Null@
25491,@Null@
25492,@Null@
25493,@Null@
25494,@Null@
25495,@Null@
25496,@Null@
25497,@Null@
25498,@Null@
25499,Durum Düzenleme Açıklaması
25500,"Durum eklentisi seçenek çubuğu açıklaması:
 #cf4b225 Görünüm: #n Durumun adını ve girişini, ayrıca simgelerin, özel efektlerin ve ses efektlerinin görüntüsünü değiştirebilirsiniz.
 #cf4b225 Efekt: #n, durumun etkisini değiştirebilir, tek bir durum beş efekte kadar ayarlanabilir.
 #cf4b225Özellik: #nDurumun sürekli modunu ve öznitelik parametrelerini ayarlayın.
 #cfa7a0fKısmi tetikleyiciler: #nGeliştirici araçlarındaki tetikleyicilerden farklı olarak, kısmi tetikleyicilerin geçmişten farklı bir dizi olayı vardır ve yalnızca bu eklenti için tetiklenir, bu da eklentiler için daha fazla olanak sağlayabilir!
 #cfa7a0fPartial komut dosyası: #nGeliştirici araçlarındaki komut dosyasından farklı, kısmi komut dosyasının olayları yalnızca bu eklenti için tetiklenir.
 Not: Bu eklenti, eski eklentinin yerleşik tetikleyicisini veya komut dosyasını kullandıysa, eski sürümüne geri dönmek için kısmi tetikleyicinin veya kısmi komut dosyası seçenek çubuğunun sağ üst köşesindeki yeni sürüm anahtarına tıklayabilirsiniz, ancak eski sürüm artık yeni içeriği desteklemiyor, anlayışınız için teşekkür ederiz."
25601,Durum simgesi
25602,Beceri simgesi
25603,Davranış simgesi
25604,Emoji simgeleri
25605,@Null@
25606,@Null@
25607,@Null@
25608,@Null@
25609,@Null@
25610,@Null@
25750,Harita adı
25751,Harita türü
25752,Harita tanıtım
25753,Kapak resmi
25754,boyut
25755,Büyüklük
25756,#L#cfa7a0f Kullanıcı Sözleşmesi #n 'ni ve #L#cfa7a0f İçerik Yayınlama Bildirimi#n 'ni kabul ediyorum
25757,harita türünü seçiniz
25758,"Lütfen, harita hakkında bir açıklama giriniz."
25759,Özel kapak
25760,Daha ekle
25761,"Maalesef, bu özellik şu anda yalnızca Geliştiriciler tarafından kullanılabilir."
25762,Maalesef bu özellik şu anda yalnızca 2. seviye Geliştiriciler tarafından kullanılabilir.
25763,"Kapak resmi silindikten sonra, kapak resmi olarak orijinal oyun içi ekran görüntüsü kullanılacaktır. Kapak resminizi silmek istediğinizden emin misiniz?"
25764,Resim boyutu veya büyüklüğü yükleme gereksinimlerini karşılamıyor.
25765,"Bu türü seçerseniz, harita oyun moduna geçecektir."
25766,"Bu türü seçerseniz, harita düzenleme moduna geçecektir."
25767,Tanıtım resimlerinin sayısı @1'de fazla olamaz.
25768,@Null@
25769,"Eğer haritadaki ekran görüntüsünü kapak resmi olarak değiştirirseniz, orijinal özel kapak resminiz silinecektir."
25770,Kapak resmini değiştir
25771,Yüklemeyi iptal etmek istediğinizden emin misiniz?
25772,Konu ekle
25773,Harita konusu
25774,Popüler konuları seçin
25775,"Kendi belitirmiş konu, 30 karaktere kadar girin"
25776,Konuya katılmak başarılı
25777,Konular yalnızca 1 Temmuz'dan sonra oluşturulan haritalara eklenebilir.
25778,Denetimi bekliyor
25779,Ödül kazanmak için Halk Yaratma Festivali'ne katılın
25780,Konu girilmedi
25781,Yükleniyor...
25782,Konu geçilmedi lütfen tekrar giriniz
25783,"Konulu harita arşivini özel olarak yüklemek mümkün değildir, lütfen ilgili bilgileri değiştirip tekrar yükleyin."
25784,"Konu bağlama başarısız, lütfen ilgili bilgilerin yanlış doldurulup doldurulmadığını kontrol edin."
25785,Galeri Konusuna Gitmek için tıklayın
25798,"Harita yüklemesi başarısız oldu, lütfen aşağıdaki dosya ve dosya adını kontrol edin:"
25799,"Mevcut içerik yenidir, tekrar yüklemeye gerek yok"
25800,Harita Yükleme
25801,Yükle
25802,Haritayı yükle
25803,Haritayı buluta yedekle
25804,Herkese açık
25805,Özel
25806,Yüklemeyi İptal Et
25807,Yüklendi
25808,İncelemeyi geçtikten sonra haritanız Mini Atölye'ye yüklenecek ve herkes haritanızı görebilecek.
25809,Haritayı buluta yedekleyin. Yalnızca size görünür
25810,Harita incelenmekte olduğu için güncellenemez ve yüklenemez.
25811,Değiştirilecek
25812,Bu arşiv hassas içeriğe sahip olabilir. Çevrimiçi moda geçmeden önce lütfen değiştirin
25813,Bu arşiv hassas içeriğe sahip olabilir. Yüklemeden önce lütfen değiştirin
25814,Bu arşiv kuralları ihlal eden içeriğe sahip olduğu için yüklenemiyor. Dosyanın engellenmesi kaldırıldıktan sonra dosyayı yenilemeyi deneyebilirsiniz.
25815,@Null@
25816,Bir şey yanlış ise o yanlıştır. (İki Boolean değerinden birisi yanlış olduğu sürece koşulun sonucu yanlış olur.)
25817,Bir şey doğru ise o doğrudur. (İki Boolean değerinden birisi doğru olduğu sürece koşulun sonucu doğru olur.)
25818,"Mantığı ters çevirme (Sonuç, girilen Boolean değerinin tersidir.)"
25819,Mevcut mini hesap şifresinin geçerliliği bitti. Lütfen en son şifreyle giriş yapınız.
25820,（İşbirliği Modu）
25821,"İşbirliği Modu yakında açılacak! Bu modda sadece arkadaşlar davet edilebilir, diğer kişiler katılamaz! Ayrıca arkadaşınız çevrimiçi odası özel bir oda olacak ve diğer kişiler göremeyeceklerdir."
25822,"İşbirliği Modu'nda oyuna sadece oda sahibinin arkadaşları katılabilir, diğer kişiler katılamaz."
25823,Odada herhagi bir kural ihlali varsa lütfen hemen rapore ediniz! Güvenli ve huzurlu bir ortam herkesin bu gayede ortak çalışmasını gerektirir.
25824,İşbirliği Modu'nda kural ihlallerinizden dolayı rapor edildiniz. Artık bu işlevi kullanmanız @1'e kadar yasaklandı.
25825,İşbirliği Modu
25826,İşbirliği Modu'na arkadaşlarını çağırabilmek için @1'den fazla arkadaşının olması gerekiyor. Ancak siz yalnızca @2 oyuncusu ile arkadaş olabilirsiniz. Bu yüzden onları odaya davet edemezsin.
25827,"İşbirliği Modu'na katılmak için odanın sahibi ile @1 günden fazla süredir arkadaş olmanız gerekiyor, ancak şu anda oda sahibiyle sadece @2 gündür arkadaş olduğunuz için odaya katılmanız mümkün değildir."
25828,Odaya girilemiyor. Lütfen arkadaşlık durumunuzu kontrol edin ya da yenileyin ve tekrar deneyiniz.
25830,@Null@
25831,Çevrimdışı mod
25832,Bu işlevi tek oyuncu modunda kullanamazsınız.
25833,Şu anda tek oyuncu modundasınız. Değiştirmek istiyorsanız tuşa tıklayınız.
25834,Bağlantı başarısız. Tek oyuncu moduna geçilsin mi?
25835,Şu anda giriş yapılmış bir hesap olmadığı için arşivlenen bilgilerin bir kısmı kaydedilemedi. Oyunu bütün özellikleriyle deneyimlemek için lütfen internete bağlandıktan sonra tekrar oyuna giriniz.
25836,Mevcut ağ durumu iyi
25837,Mevcut ağ durumu normal
25838,Mevcut ağ durumu dengesiz
25839,Mevcut ağ durumu dengesiz olduğu için oyun deneyiminiz kötü etkilenebilir. Yine de çok oyunculu odaya girmek istediğinizden emin misiniz?
25840,Mevcut ağ durumu dengesiz olduğu için oyun deneyiminiz kötü etkilenebilir. Yine de çok oyunculu odaya girmek istediğinizden emin misiniz?
25841,Mevcut ağ durumu dengesiz. Çok oyunculu odaya girmek istediğinizden emin misiniz?
25880,@Null@
26000,"Şu anda katılabileceğiniz bir oda bulunmamaktadır, kendiniz bir oda oluşturmaya çalışın. ~"
26001,Bir ev inşa etmek için haritayı indirin
26002,Sürüm eşleşmiyor
26003,Hızlı maç
26004,Eşleşiliyor...
26005,"Başka bir oda bulunamadı, oda yaratmaya çalışın!"
26006,Oda sahibinin annes oda sahibinin yemek yemesini istediği için oda kapandı. ~
26007,"Oda sahibi sizi odadan attı, lütfen diğer odalara göz atınız. ~"
26008,"Oda sahibi, uzaylılar tarafından ele geçirildi. Hadi diğer odalara göz atalım."
26009,"Çok uzun süredir çevrimdışı olduğunuz için odanız kapatıldı, lütfen odayı yeniden oluşturunuz."
26010,"Odayla bağlantınız kesildi, lütfen yeniden bağlanmaya çalışınız."
26011,Hızlı oda değişikliği
26012,Harita değişikliği
26013,"#cd9001b Bugünkü odadan atma hakkınız @1次#r'yi geçmiştir, bu sınırlama odalardaki arkadaşça oyun ortamını korumak içindir, odadaki insanları atmaya devam etmek önerilmez~"
26014,"Sunucu kapatıldı, diğer odalarda keşfetmeye devam edelim ~"
26015,"Mevcut sunucudan @1 tarafından atıldınız, lütfen diğer odalarda keşfetmeye devam edin ~"
26016,Takım olarak oynayın
26017,Davet kodunu kopyala
26018,Bir mesaj gönderin ve takım arkadaşlarınızla sohbet edin
26019,Takım kurun ve oyunu oynamak için bir harita seçin
26020,Harita seçin
26021,Önerilen harita
26022,Kaptan bir harita seçmedi
26023,Hazırlamak
26024,Takım oyunu
26025,Çevrimiçi lobiye gidin
26026,"Üye yok, daha fazla arkadaşla tanışmak için çevrimiçi lobiye gidin"
26027,Kaptanı transfer et
26028,Takımı fırlat
26029,Yeni kaptan oldun
26030,Takımdan ayrılman istendi
26031,Kaptanı oyuncu @1'e aktarmaktan emin misiniz?
26032,Oyuncu @1'i takımdan atmak istediğinizden emin misiniz?
26033,Takımdan ayrılmaktan emin misin?
26034,Kal
26035,Oyuncu@1 sizi ekibine katılmaya davet ediyor
26036,Artık bu hatırlatıcıyı alma
26037,Takım dolu
26038,"Davetiye kodu kopyalandı, gidin ve yapıştırın"
26039,Oyun kitaplığım
26040,Kaptan haritayı yüklemedi ve geçici olarak görüntüleyemiyor
26041,"Oyun başlamak üzere, geri gel ve hazırlan"
26042,İhmal et
26043,Takıma geri dön
26044,"Hazır, oyun hemen başlıyor"
26045,"Takım oluşturuluyor, oyuna giremiyorum"
26046,"Hala hazır olmayan takım arkadaşları var, lütfen takım arkadaşlarınızı arayarak hazırlanmaları için arayınız."
26047,İhlalleriniz nedeniyle takım oyunları geçici olarak oynanamaz
26048,ahbap
26049,son
26050,Oyunu başlat
26051,Kişisel merkez
26052,İptal
26053,Onayla
26054,Arkadaşları davet et
26055,Oyun kütüphanem
26056,Yeni bir dünya yaratın
26057,Online
26058,Çevrimdışı
26059,Takım oluşturuluyor
26060,Takıma geri dön
26061,Gönder
26062,"Üye yok, co-op lobiye gidin"
26063,Daha fazla arkadaşla tanış
26064,Davet et
26065,"Oyuncu@1 sizi takıma katılmaya davet ediyor, bu parafgrafı kopyalayıp Mini World'u açın ve birlikte oynayalım! @2"
26066,"Takımda değil, çalışılamıyor"
26067,Hazırlığı iptal et
26068,Bu hatırlatmayı 5 dakika içinde alma
26069,Hazırlamayı hatırlatma işlevini yalnızca kaptan kullanabilir
26070,#cffdc0dSharita seçin#n
26071,#c373632Kaptan henüz #rharita seçmedi
26072,Harita seçilmeden oyun başlatılamıyor
26073,"Henüz harita yok, gidin oluşturun veya indirin~"
26074,Oyundan çıktıktan sonra diğer arkadaşlarınızla birlikte takım ana sayfasına geri döneceksin~
26075,Diğer takım arkadaşları hala oyunda çıkmak ister misiniz?
26076,Davet başarısız oldu
26077,Kaptan oyundan çıktı ve odayı kapattı.
26078,Oyuna Katıl
26079,Oyun yükleniyor
26080,"Kaptan size hazırlanmanızı söyler, oyun hemen başlayacak"
26081,Oyun başlayacak
26082,Yeni
26083,maksimum oyuncu
26084,İzin
26085,Oyun modu
26086,Oda şifresi
26087,Harita yedekleme
26088,Arkadaş olmak
26089,İşbirliği yapmak
26090,Yarışma
26091,Lütfen 4 basamaktan / harften oluşan şifreyi girin
26092,Ziyaretçiler engelleyemez ve blokları yerleştiremezler
26093,"Henüz harita yok, yeni bir tane yaratmak ister misiniz?"
26094,Lütfen önce haritayı indirin
26095,"Katılacak yer yoktur, bir oda oluşturabilir veya tekrar deneyin"
26096,Takım davetiyesi pop-up
26097,Harita oluşturulmadı
26098,Son zamanlarda haritayı oynamadım
26099,"Katılın başarısız oldu, lütfen tekrar deneyin"
26100,Sunucuya bağlantı kayboldu
26101,Remopching
26102,"Mevcut etkinlikteki katılımcıların sayısı çok yüksek, lütfen daha sonra tekrar deneyin"
26103,@Null@
26104,@Null@
26105,@Null@
26106,@Null@
26107,@Null@
26108,@Null@
26109,@Null@
26110,@Null@
26111,@Null@
26112,@Null@
26113,@Null@
26114,@Null@
26115,@Null@
28900,Yükleme başarısız
28901,Tekrar yenile
28902,Ana Sayfa
28903,Öneri
28904,Türler
28905,Takip etme
28906,Favoriler
28907,Seviyor
28908,oynamak
28909,oynayan arkadaşlar
28910,Yükleniyor...
28911,Yenilemek için bırakın
28912,Yenilemek için aşağı kaydırın
28913,Veri alınıyor...
28914,yenilendi
28915,Daha fazla veri için yukarı kaydırın
28916,Yükleniyor...
28917,Veri almak için bırakın
28918,Başarılı yükleniyor
28919,Yükleme başarısız oldu. Lütfen tekrar deneyin.
28920,Son oynatılan
28921,dün oynandı
28922,@1 gün önce oynandı
28923,Bir hafta önce oynandı
28924,sadece oynadı
28925,Bugün oynandı
28926,Henüz oyun kaydı yok~
28927,@1 kişi oynadı
28928,Spor
28929,Yarış
28930,Henüz konu yok~
28931,SICAK
28932,lobi
29000,@Null@
29992,Arkadan görünüm 2
29993,Çalmak
29994,Engellemek
29995,Kapmak
29996,Geçmek
29997,Atış
29998,Sürat koşusu
29999,Sağ düğme: engelle/vur; Sol düğme: çal/geç; Boşluk: engelle/koş
30000,Haritayı Sil
30001,Yüklemeyi İptal et
30002,Yüklemeyi Duraklat
30003,Paylaşmayı iptal et
30004,İndirmeyi durdur
30005,Güncelleme Paylaş
30006,Video Arşivleri
30007,UI Tarzı değiştirildi.Kullanmak için oyunu yeniden başlatın
30008,İndirme listesi boş. Mini Atölye'den ve Çevrimiçi Lobi'den daha eğlenceli haritalar bulun.
30009,Yükleniyor
30010,Perspektif
30011,Yarışmalar
30012,UI kaynak paketini indirmek için Onayla'yı tıklayın.
30013,"UI kaynak paketi indirilemedi, lütfen daha sonra tekrar deneyin"
30014,UI kaynak paketini indiriyor
30015,Kaynak dosyası alınamadı. Lütfen daha sonra tekrar deneyiniz.
30016,Acemi bilgileri
30017,Tüm odanın konuşması yasaklandı.
30018,Spam: otomatik olarak sohbet yasaklandı
30019,Limitsiz
30020,6 Dakika
30021,Tüm odanın konuşmasının yasaklanması(Açık): Mesaj gönderilemez
30022,Tüm odanın konuşmasının yasaklanması(Kapalı): Mesaj gönderilebilir
30023,"Oda sahibi, odada otomatik sohbetin yasakladı. (@1)"
30024,"Oda sahibi, odada otomatik sohbetin yasağını kaldırdı."
30025,Çok hızlı konuştuğunuz için sistem tarafından otomatik olarak susturuldunuz. (@1)
30026,"Oda sahibi, tüm odanın konuşmasını yasakladığı için mesaj gönderemezsiniz."
30027,Tüm odanın konuşması yasaklandı: Oda sahibi dışında kimse mesaj gönderemez.
30028,Otomatik olarak sohbetin yasaklanması: 5 kereden fazla spam mesaj atan oyuncuların sohbet etmesi bir süre yasaklanacak.
30029,Sohbet yasaklandı
30030,Sohbet yasağı kaldırıldı.
30031,En Yeniler
30032,En Eskiler
30033,En pahalıdan ucuza doğru fiyat
30034,En ucuzdan pahalıya doğru fiyat
30035,Erkek kıyafetlerine öncelik
30036,Kadın kıyafetlerine öncelik
30037,UI kaynakları güncellendi#L#c03ddda(İndir)#n#n
30038,%s UI Stili güncellemeler var
30039,%s kaynak paketi indiriliyor
30040,İndirilen kaynak paketi en son sürümdür
30041,@Null@
30042,"Henüz bir görünüm yok, gidip ve alın."
30043,Sadece festivaller
30044,Sadece Lunar Yeni Yılı
30045,Xiaolou ve Jinyi'nin Yolculuğu
30046,Mini Evren
30047,Sevimli hayvanat bahçesi
30048,Büyülü kale
30049,Gelecek Bilim
30050,Klasik
30051,Eşleşen bir görünüm için sonuç yok
30052,Toplam Fiyat:
30053,FPS Sınırı
30054,Güncel
30055,Dil
30056,Market'e git
30057,Hediye Paketi Sayfası Şimdi Yükleniyor
30058,Hediye Paketi
30059,Sınırlı
30060,Sınırlı Satın alma @1 kez
30061,Günlük Sınırlı Satın alma @1 kez
30062,Haftalık Sınırlı Satın alma @1 kez
30063,Aylık Sınırlı Satın alma @1 kez
30064,Her @1 gün @2 kez Sınırlı Satın alır
30065,@1 gün sonra yenileniyor
30066,@1 saat sonra yenileniyor
30067,@1 gün sonra Raftan çıkar
30068,@1 saat sonra Raftan çıkar
30069,Gashapon
30070,Ödül
30071,1 kez çek
30072,5 kez çek
30073,Daha
30074,Ödül önizlemesi
30075,Parça Mağazası
30076,Görünümün kilidini aç
30077,1 kez daha çek
30078,5 kez daha çek
30079,Ödül depoya yerleştirildi
30080,Tebrikler oyuncu @1 ! @2 kazandı.
30081,Alınan:
30082,@1 ile takas etmekten emin misiniz?
30083,Tükettiği parça sayısı: @1
30084,Tebrikler! @1 kazandınız. Lütfen kullanmak için Mağazaya gidiniz.
30085,"Etkinlik Kuralları:
1. Gashapon etkinliğine katılın ve kalıcı görünüm ve görünüm parçaları gibi nadir ödüller kazanma fırsatı yakalayın.Ödül havuzu zaman zaman güncellenecektir;
2. Görünüm parçaları, parça mağazasında kalıcı görünüm ve diğer aksesuarlarla değiştirilebilir; parça mağazası arasıra güncellenecektir
3. Halihazırda sahip olduğunuz (kalıcı olarak elde ettiğiniz) görünümler, gashapon'da tekrar elde edilmeyecektir;
4. Etkinliği yorumlama hakkı resmi Mini World'a aittir."
30086,Seviye önizleme:
30087,Parçalar yetersiz. Almak için lütfen etkinliğe katılın
30088,Kalıcı
30089,3 gün
30090,7 gün
30091,Sınırlı
30092,@1 adet
30093,Almak için oyunu yeniden başlatınız.
30094,Deponuz dolu olduğu için hediye paketi posta kutunuza gönderilecektir. Lütfen zamanında paketi almayı unutmayın. (Posta 30 gün boyunca saklanacaktır.)
30095,"Hediye paketi satın aldığınız için teşekkür ederiz. Deponuz dolu. Lütfen, deponuzu boşalttıktan sonra paketi zamanında almayı unutmayınız. (Posta 30 gün boyunca saklanacaktır.)"
30096,"Etkinlik Kuralları:
 1. Gashapon etkinliğine katılın ve kalıcı giydirme ve giydirme parçaları gibi nadir ödüller kazanma fırsatı yakalayın.Ödül havuzu zaman zaman güncellenecektir;
 2. Giydirme parçaları, zaman zaman güncellenecek olan parça dükkanında kalıcı giydirme ve diğer aksesuarlarla değiştirilebilir;
 3. Halihazırda sahip olduğunuz (kalıcı olarak elde ettiğiniz) kostümler, gashapon'da tekrar tekrar elde edilmeyecektir;
 4. Etkinliği yorumlama hakkı resmi Mini World'e aittir."
30097,Çekim işlemi başarısız oldu. Lütfen daha sonra tekrar deneyiniz.
30098,Ek ödüller almak için reklam izlemek ister misiniz? Bu tek şansınız!
30099,Ekstra ödüller kazanın
30100,Yenilenme süresi: @1
30101,1 Gün
30102,7 Gün
30103,@1 Adet
30104,Görünüm
30105,Özel
30106,Binek
30107,Rol
30108,Eşya
30109,Denemek
30110,Çıkarmak
30111,Mini nokta mağazası yardımı
30112,Bugün kalan ödül sayısı: #c0aaa1a@1/@2#n
30113,"Mini Puanlarınız yetersiz. Lütfen, mini puan almak için reklamı izleyiniz."
30114,İpuçları
30115,Aşağıdaki eşyaları satın almak için @1 Mini Puan tüketmek istediğinize emin misiniz?
30116,Mini Puan almak için Hua Xiaolou ile reklamı izleyin. Harika görünümler ve eşyalar kazanabilirsiniz. Ayrıca geliştirici haritalarındaki eşyaları de kazanabilirsiniz!
30117,"Mini Puanlar nedir?
Mini Puan almak için Mini World'daki görevleri yerine getirin. Geliştiricisi haritalarındaki Mağazadan eşyaları kazanabilirsiniz.
Mini Puanlar nasıl alınır?
Mini Puan almak için reklamları izleyin. Aldığınız Mini puanların sayısı reklama göre değişebilir."
30118,Mini Puan almak için reklamı izleyin. Harika görünümler ve eşyalar kazanabilirsiniz!
30119,"Mini Noktalar Nedir?
Mini World'daki görevleri tamamlayarak Mini Puan kazanabilirsiniz.. Mini Nokta Mağazası'nda eşyaları mini puanlarla satın alabilirsiniz.
Mini Puan Nasıl Gidilir?
Mini puan almak için reklamları izleyin. Aldığınız mini puan miktarı zaman zaman değişebilir."
30120,@Null@
30121,#Cef2d2dReklamlar her gün yenilenir.#n
30122,@Null@
30123,Yetersiz Mini Puan
30124,Daha fazla araştır
30125,Bonus Mağazası
30126,Bonus Çekiliş
30127,Reklam izleyin ve Şanslı Piyango'ya katılmak için daha fazla Mini Puan edinin.
30128,Harcama yap
30129,Daha fazla Mini Puan almak için reklam izleyiniz.
30130,Ödül Önizlemesi
30131,Başla
30132,Özgür
30133,Mini Puan almak için başarıyla reklam izlediniz! Kontrol etmek için lütfen Mini Nokta Mağazası'na gidiniz.
30134,"Size daha iyi bir oyun hizmetinin sağlanabilmesi için, lütfen oyunun veri talebini onaylayınız."
30135,Bir daha gösterme
30136,Yetersiz bilet
30140,@Null@
30150,@Null@
30151,Hediye
30152,Arkadaş aramak için UID/Ad girin
30153,Oyuncu bulunamadı.
30154,Bahçe seviyeniz #cfa7a0f3'ten yüksek olduğunda#n #cfa7a0f5 gündür arkadaş olduğunuz kişilere hediye gönderebilirsiniz.
30155,Arkadaşınız sadece bahçe seviyesi 3'ten yüksek olduğunda hediye alabilir
30156,Sadece 5 günden fazla arkadaş olduğunuzda hediye alabilirsiniz
30157,Sadece bahçe seviyesi 3'ten yüksek olduğunda hediyeler gönderebilir
30158,Bir kutsama seçin
30159,@1'den
30160,Onayla
30161,İyi Günler!
30162,Umarım sonsuza kadar iyi arkadaşlar oluruz!
30163,İyi tatiller! İyi günler!
30164,#cfa7a0f@2 satın almak için #c0aaa1aMini Jeton x@2 harcamanız gerekecektir #n. Lütfen onaylayınız.
30165,@1 Onayla
30166,Yetersiz mini jeton. Lütfen önce yükleme yapınız. (İlk yükleme için hediye edilen çift jetonlar arkadaşlarına hediye göndermek için kullanılamaz.
30167,Hediye başarılı. Hediye gönderiliyor.
30168,Hediye alındı
30169,@1(@2)'ten: @3 hediye aldı. Kutsama: @4
30170,Geçerlilik süresi: Kalıcı
30171,Lütfen hediyeyi göndermeden önce giyinin.
30172,Yalnızca Mini Jetonlarla satın alınan kostümleri hediye edebilirsiniz.
30173,"Hediye Listesi:
 Toplam fiyat: #c0aaa1aMini jeton×@1#n
 #cfa7a0f@2#n #c0aaa1aMini jeton×@3#n
 #cfa7a0f@4#n #c0aaa1aMini jeton×@5#n （ölçülü eğlence ve akılıcı tüketim）"
30174,Lütfen hediye göndermeden önce hesabınızı bağlayınız.
30175,Günde maksimum 20 hediye gönderebilirsiniz.
30176,Aynı oyuncuya günde maksimum 5 kez hediye gönderebilirsiniz.
30177,Yalnızca etkinlikten elde ettiğiniz kostümü iptal ettiğinizde hediye gönderebilirsiniz.
30178,Seçtiğiniz yükleme miktarı arasındaki hediye edilecek olan Mini Jeton kısımları giydirme ve kişiye özel hediye göndermek için kullanılamaz. Yükleme yapmaya devam etmek istiyor musunuz?
30179,#c0aaa1a Yükleme Bildirimini kontrol etmek için tıklayınız. #n
