id,德语
32004,"Lieber Spieler, die Werbung unterstützt nur die mobile Version."
32005,@Null@
32006,Anleitung für Archiv-Slot
32007,"#cfa7a0fHow das Archiv Slot? #n zu erweitern
Sie können als Entwickler oder Archiv Einkauf Archiv-Slot Garten Modernisierung, verifizierte erweitern. Archiv-Slots von einem Garten Upgrade erhalten werden nicht an Downloads Archiv und Downloads Rekorde Archiv hinzugefügt werden.
 
 #cfa7a0fCurrent Archiv Slot Gewonnen durch Reward #n
 Reward-Slot von Garten: #c0aaa1a@1#n
 Reward-Slot von Entwickler: #c0aaa1a@2#n
 Reward-Slot aus dem Archiv Einkauf: #c0aaa1a@3#n"
32008,Zum Garten
32009,Entwickler Verification
32010,Slot kaufen
32011,Bestätigen Sie den Kauf
32012,Sie werden #c0aaa1a @1 × @2 #n Kauf #cfa7a0f @3 Archiv Slots #n verbringen. Bitte bestätigen.
32013,"Aktuelle Archivnummer: @1
Archivnummer nach Einkauf: @2"
32014,Bestätigen
32015,#cfa7a0fMy #n-Archiv Änderungen:
32016,Bergwerk
32017,Herunterladen
32018,Archiv-Slot hat die obere Grenze erreicht!
32019,1 Archiv Schlitz entriegelt
32020,Die Anzahl der Schlitze ist die obere Grenze erreicht. Bitte Kauf oder entsperren mehr
32021,@Null@
32022,@Null@
32023,@Null@
32024,@Null@
32025,@Null@
32026,Hochgeladen
32027,Uploaded
32028,Heruntergeladene
32029,Geschichte
32030,Karten
32031,Erweitern
32032,Einzelheiten
32033,Daten
32034,Kommentar
32035,Erstellungsdatum:
32036,Uploaded
32037,reviewing
32038,Erneute Überprüfung
32039,Geändert werden
32040,Gerettet
32041,Illegal
32042,verstopft
32043,Aktie
32044,Hochladen
32045,Aktualisieren
32046,Herunterladen
32047,Neue Downloads gestern
32048,Tageskurs
32049,Daten
32050,Summe
32051,Downloads
32052,Kritiker empfehlen
32053,Bemerkungen
32054,Spende
32055,Favoriten
32056,"Datum, bis zu 1"
32057,Map-Status
32058,#C0AAFFFReviewing #n
32059,#C0AAFFFRechecking #n
32060,#CFA7A0FTo modifiziert #n werden
32061,#CFF3D2BIllegal #n
32062,#CFF3D2BBlocked #n
32063,Die Karte wird geprüft. Es wird nach dem Passieren der Überprüfung in der Galerie angezeigt werden.
32064,Illegale Inhalte im Spiel. Bitte ändern und erneut hochladen.
32065,"Die Karte, die die Bewertung bestanden hat wird rechecked.It wird nach dem Passieren der Neuprüfung in der Galerie angezeigt werden."
32066,"Illegale Inhalte in der Karte. Die Karte wird nicht zur Verfügung steht, und Konten mit mehreren Verletzungen verboten werden."
32067,Illegale Inhalte in der Karte. Die Karte wird nicht verfügbar sein.
32068,"Klicken Sie auf Mehr, um Ihre erste Karte in der Galerie Download!"
32069,"Die Karte, die Sie nicht gespielt haben"
32070,Fantastisch
32071,Popularität Wert
32072,Plugin
32073,Ergebnis
32074,Person
32075,@Null@
32076,@Null@
32077,@Null@
32078,N/A
32099,@Null@
32100,@Null@
32101,"Lieber Spieler, das Update vorbereitet wird. Dateigröße: #cfa7a0f  @1 MB #n. Bitte bestätigen Sie. (Sie sind unter WI-FI zu Update empfohlen)"
32102,Herunterladen neue Dateien. Bitte halten Sie Ihr Internet verbunden
32103,Download Fortschritt: #cfa7a0f  @1%
32104,Es ist nicht genügend Speicherplatz auf Ihrem Telefon die Aktualisierung abzuschließen. Bitte reinigen Sie den Speicherplatz und versuchen Sie es erneut.
32105,Diese Funktion kann nicht im Multiplayer-Raum verwendet werden.
32106,Nur Map Creator können mit dieser Funktion
32107,Umbenannt in: @1
32108,"Hack entdeckt , bitte hör auf das Hacking und Relaunch Spiel, oder dein Account wird vielleicht von ET entführt!"
32109,"Please behave well here. If you violate the rules several times, your account will be blocked"
32110,Einstellung fehlgeschlagen. Text Passwort muss 8-12 Zeichen lang sein.
32111,"Einstellung fehlgeschlagen. Bitte verwenden Sie mindestens zwei Kombinationen (Buchstaben, Zahlen oder Symbole Englisch)"
32112,"Für die Sicherheit Ihres Kontos, sollten Sie Ihr Passwort regelmäßig bei Ihrem Konto ist verloren aktualisieren"
32113,Bitte binden Ihr Konto vor Passwort ändern
32114,"Unterstützte Passwort Format:
1. Zeichenlänge: 8-12 Bits
2. Unterstützung Eingang Buchstaben (Groß- und Kleinschreibung), Zahlen, Symbole Englisch. Bitte wählen Sie mindestens zwei Kombinationen
3. Verwenden Sie keine Leerzeichen, chinesische Schriftzeichen oder Sonderzeichen"
32115,"Unterstützte Text Passwort Format:
1. Zeichenlänge: 8-15 Bits (ein chinesisches Zeichen dauert 3 Bits)
2. unterstützt die Eingabe von Buchstaben, Zahlen, chinesische Zeichen und Satzzeichen"
32116,Bitte wählen Sie mindestens zwei Arten von Zeichenkombinationen - Zahlen- / Buchstaben / Symbol
32117,Das Passwort ist zu kurz oder Kombination Fehler. Bitte setzen
32118,Kennwort Stärke: #cda5b0aMid
32119,Kennwort Stärke: #c0aaa0fHigh
32120,Passwort zu kurz
32121,Passwort ändern
32122,#LSwitch zu Handy Überprüfung
32123,#LSwitch zu E-Mail-Überprüfung
32124,"Einstellung fehlgeschlagen. Raum, chinesische Schriftzeichen oder Sonderzeichen können nicht als Passwort verwendet werden"
32125,Dieses Konto ist nicht auf eine Mobiltelefonnummer gebunden
32126,Dieses Konto wird nicht an die email gebunden
32127,Anmeldung
32150,@Null@
32151,@Null@
32152,@Null@
32153,@Null@
32154,@Null@
32155,@Null@
32156,@Null@
32157,@Null@
32158,@Null@
32159,@Null@
32160,@Null@
32161,@Null@
32162,@Null@
32163,@Null@
32164,@Null@
32165,@Null@
32166,@Null@
32167,@Null@
32168,@Null@
32169,@Null@
32170,"Sorry, Ihre Facebook-Login ist abgelaufen, bitte Re-Login"
32210,@Null@
32211,@Null@
32212,@Null@
32213,"Die Version ist zu niedrig, bitte die neueste Version herunterzuladen."
32214,"Eine neue Version erkannt wird, gehen Sie bitte auf @1 das Spiel herunterzuladen."
32215,"Eine neue Version des Spiels erkannt wird, wird es vorgeschlagen, über Wi-Fi-Netzwerk zum Download,"
32216,Patch Größe: @1M
32217,Heruntergeladene @1 MB. @2 versuchen wir zu aktualisieren. Bitte warten Sie mit Geduld
32218,"Netzwerkfehler bitte das Netzwerk überprüfen und versuchen, zu aktualisieren"
32219,Auspacken der Ressource ... @1%
32220,Loading ... @1%
32221,"Der Download ist fehlgeschlagen, aktualisieren Sie bitte das Spiel erneut."
32222,"Dekomprimierung fehlgeschlagen, bitte das Spiel neu starten."
32223,"Zu wenig Speicher, deaktivieren Sie bitte den Raum."
32224,"Das Update ist abgeschlossen ist, starten Sie das Spiel."
32250,@Null@
32251,Echter Name
32252,Rückkehr
32253,Veranstaltung
32254,star Runway
32255,"[Ressourcen Galerie] können Sie die Modelle importieren, Plugins und andere Spiel-Ressourcen in das Spiel."
32256,@Null@
32260,@Null@
32300,@Null@
32301,Bunny Pink
32350,@Null@
32500,@Null@
32501,@Null@
32502,Events
32503,Event
32504,Heiß!
32505,Xiaolou
32506,Leben
32507,Nachrichten
32508,Karte
32509,Produkt
32510,Bonus
32511,Begrenzt
32512,Pflegen
32513,System
32514,Packs
32515,"
Heiße Neuigkeiten"
32520,Anmelden
32521,Veranstaltung
32522,Geschenkpackung
32523,Gashapon
32524,Bonus
32525,Mini Schatzkammer
32526,Richtige Name-Authentifizierung
32527,Wiederkehrende Belohnungen
32528,Fortsetzen
32529,Mehr
32530,Mini Lucky Box Draw >>
32531,Es gibt ein neues Produkt!
32532,Gasapon hat erfrischt!
32533,"Es gibt ein neues Special-Geschenk-Pack, das und das Auschecken erreichbar ist."
32534,Kann einlösen
32535,Das Festival ist erfrischt
32536,"Frucht ist dabei, zur Ernte bereit zu sein"
32537,"Die Früchte ist reif, kommen und ernten."
32538,"Wanderer Händler ist hier, gehen Sie nach ausprobieren."
32550,@Null@
33000,Klassisches Überleben
33001,Erweiterte Überleben
33002,Simulierte Überleben
33003,Kreation
33004,Bearbeiten
33005,@Null@
33006,@Null@
33007,@Null@
33008,@Null@
33009,@Null@
33010,@Null@
33011,Kürzlich
33012,Ausblenden Abbildung Modell
33013,Ausstattungsart
33014,Add Models
33015,In Models ()
33016,Helm
33017,Kürass
33018,Legguard
33019,Stiefel
33020,Zurück (special)
33021,Wählen
33022,"Der Gerätetyp bestimmt, welcher Teil der Ausstattung gehört es zu, wenn es abgenutzt"
33023,Einheit 1
33024,Einheit 2
33025,Einheit 3
33026,Modell
33027,hängend
33028,Kopf
33029,Truhe
33030,Speziell
33031,Rechte Hand
33032,Linke Hand
33033,Gabelung
33034,Rechtes Bein
33035,Linkes Bein
33036,Rechter Fuß
33037,Linker Fuß
33038,"Wählen Sie, wo Sie das Gerät hängen"
33039,Aktion
33040,Nicht ausgewählter Typ
33041,Ausrüstung
33042,Das Gerät wird in die vorherige Position wieder hergestellt werden. Vorgehen?
33043,Bitte wählen Sie Gerätetyp
33044,Körperliche Verteidigung
33045,Melee Defense
33046,lag im Bereich Defense
33047,Explosion Defense
33048,Element Defense
33049,Brennen Verteidigung
33050,Toxins Defense
33051,Chaos Defense
33052,Ausstattung Wirkung Einstellung
33053,Ausrüstung Effekt Beschreibung
33054,Effekt hinzufügen
33055,Avatare werden angezeigt
33056,Avatare sind gesperrt
33057,"1. Fügen Sie Effekte auf die Ausrüstung, die die Attribute, wie Angriff in der Luft beeinflussen kann und fliegen, Bewegungsgeschwindigkeit erhöhen, etc.2. Sie können bis zu 5 Effekte pro Gerät hinzufügen, und alle von ihnen werden work.3. Weitere Funktionen zur Verwendung warten auf Sie zu entdecken!"
33058,"Sind Sie sicher, dieses Gerät löschen?"
33059,"Ursprüngliche Elemente können nicht geändert werden. Versuchen Sie, einen neuen zu machen!"
33100,@Null@
33101,Erstellen Plugin Pack
33102,"Tipps: Klicken Sie und das Plugin auswählen, um mit dem Plugin-Paket hinzugefügt werden"
33103,"Es wird festgestellt, dass einige Plugins für andere Plugins beziehen. Fügen Sie diese Plug-in in das Plugin-Paket?"
33104,Brauchen
33105,Das ist nicht nötig
33106,"Erkannt wird, dass einige Plugins, die Modelle von Ressource-Katalog verwenden. Nach dem Verpacken, Plugin #cEF2D2Dthis kann nicht #n hochgeladen werden. Fortsetzen?"
33107,Bestätigen hinzufügen
33108,Bestätigen Sie die Variable
33109,Die folgenden Variablen werden in Plugin-Pack verpackt werden. Bitte bestätigen
33110,Informationen von Plugin-Pack
33111,Flaches Muster
33112,Name:
33113,Beschreibung:
33114,#LOpen Schnitt:
33115,AUF
33116,AUS
33117,Größe:
33118,Autor:
33119,Aktuelle Spielversion:
33120,Letzte Änderung Zeit:
33121,Beim Öffnen ermöglicht es andere Spieler wieder bearbeitet der Inhalt des Plug-in Pack
33122,Reselect
33123,Erstellen
33124,Plugin-Paket
33125,Es gibt immer noch ungelöste Probleme mit Plugins. #CEF2D2DThe erwartete Wirkung des erzeugten Plugin-Pack kann nicht #n erreicht werden. Sie können diese Probleme lösen zu den Spitzen Accroding.
33126,Wollen Sie dieses Schaffen retten?
33127,"(Das nächste Mal, die Plug-in-Paket in dieser erstellt wird, zu speichern, wird der Erstellungsprozess fortgesetzt)"
33128,speichern
33129,Stornieren
33130,ALLE
33131,Meine Kreation
33132,ich kaufte
33133,Offiziell
33134,Kein Plugin jetzt Packs. Erstellen Sie eine in der Karte!
33135,Kein Plugin jetzt Packs. Schauen Sie sich die Galerie!
33136,Uploaded
33137,Auf dem Regal
33138,Herunterladen
33139,Nicht heruntergeladen
33140,Wollen Sie dieses Plugin Pack zum Download?
33141,Plugin-Paket
33142,Bitte wählen Sie das Plugin Pack
33143,Importieren
33144,Hochladen
33145,Abbrechen Hochladen
33146,disenable
33147,Aktivieren
33148,Löschen
33149,Wiederherstellen
33150,"Sind Sie sicher, das Plug-in Pack löschen?"
33151,#CEF2D2D (Sie können nur die Versionsgeschichte der offiziellen Plugin Pack löschen. Das Plugin Pack nicht gelöscht werden) #n
33152,"#CEF2D2D (Inhalte, die in Speichern bearbeitet wird, kann nicht abgerufen werden) #n"
33153,Das Plugin Pack funktioniert nach dem die Karte Neueingabe. Re-enter jetzt?
33154,Re-enter später
33155,#CEF2D2DWarning: aktuelle Block-Plugin hat die obere Grenze erreicht! Der Überschuss wird durch Torfballe ersetzt werden. #n
33156,Das folgende Plugin-Pack gibt es bereits in der aktuellen Karte. Diese Plug-in-Packs kann überschrieben oder übersprungen in den Reihen.
33157,Zuletzt bearbeitete Version des Spiels:
33158,Beenden Verwaltung
33159,Dieses Plugin Pack hat Upload-Geschichte. Wollen Sie die Bearbeitung Datensatz Server hochladen?
33160,Nicht laden
33161,Das Plugin Pack funktioniert nach dem die Karte Neueingabe. Re-enter jetzt?
33162,Bitte wählen Sie den Elementtyp
33163,"Bitte wählen Sie das Plugin-Pack, dass Sie hinzufügen möchten"
33164,Inner-Plugin
33165,Bearbeiten Plugin Pack
33166,Startseite
33167,Überspringen
33168,Das folgende Plugin-Pack muß neueste Version zu unterstützen. Kann keine Karten importieren. Bitte aktualisieren Sie auf die neueste Version!
33169,#CEF2D2DNotice: Sie können nicht die einzelnen Plug-in Hauptbibliothek #n bearbeiten
33170,Das folgende Plugin-Pack muß neueste Version zu unterstützen. Bitte aktualisieren Sie auf die neueste Version!
33171,Bitte wählen Sie ein Plugin
33172,"#CEF2D2DThe Autor des aktuellen Plug-Pack erlaubt es nicht, andere diesen Inhalt zu ändern! #n"
33173,Hilfe für die Erstellung von Plug-Pack
33174,"#Cfa7a0fHow ein Plugin Pack zu schaffen? #n

1. Sie Wählen Sie das Plugin packen wollen. Bitte hinzufügen].
Bestätigen Sie die Variable der Verpackung 2..
3. Bearbeiten Sie Ihre Informationen des Plugins Pack, wie der Name und die Beschreibung.
4. Bestätigen Sie die Bedingung des ausgewählten Plug-ins. Wenn es etwas falsch mit einem Plugin ist, wird es eine Ankündigung sein: Red Spot - Das Plugin ein Problem mit seinem Trigger hat. Ausrufezeichen - Das Plugin hat ein Modell aus dem Ressource-Katalog heruntergeladen werden.
Klicken Sie auf 5. [Erstellen]. Dann wird ein Plugin Pack fertig! Sie können es in der aktuellen Karte und Hauptbibliothek finden.

Hinweis: Das Plugin Pack funktioniert nach dem Wiedereintritt in die Karte!"
33175,Hilfe für die Erstellung von Plug-Pack
33176,"#Cfa7a0fCurrent Karte: #n
   Sie können das importierten Plugin-Pack in der aktuellen Karte bearbeiten, einschließlich:
      1. Ändern der Anzeige, Namen und andere Informationen von Pack-Plugin.
      2. Ändern Sie einzelne Plugin in der Plugin-Packs, wie Aussehen, Attribut, Teil Trigger.
      3. Das bearbeitete Plug-Pack funktioniert nach dem Speichern und Wiedereintritt in die Karte.
      
#Cfa7a0fMain Bibliothek
    Die Inhalte, die in Hauptbibliothek bearbeitet werden können:
     1. Ändern Sie die grundlegenden Informationen von Plug-Pack
     2. Ändern Sie einzelne Plugin in der Plugin-Pack, wie Aussehen und Attribute.
     3. Sie können nicht das Anzeigebild und Trigger, Skripte einzelner Plugin ändern.


Hinweis: Sie können das Plugin Pack und Check Details nicht ändern, wenn Autor nicht Plugin Pack Bearbeitung nicht heruntergeladen erlauben."
33177,"Sie haben kein Plug-Pack, das auf dem Regal genommen werden kann. Zurück zur Hauptbibliothek!"
33178,Plugin-Pack Thema
33179,Das Plugin Pack funktioniert nach dem die Karte Neueingabe. Re-enter jetzt?
33180,Synchronisieren
33181,Synchronisieren Sie ausgewählte Plugins Hauptbibliothek? Aktuelle Plugins in Hauptbibliothek abgedeckt werden
33182,Die letzte Änderung Zeit:
33183,Das folgende Plugin-Pack wurde in der Hauptbibliothek hochgeladen. Haben Sie sie an die Hauptbibliothek und Upload auf den Server synchronisiert werden sollen?
33184,Synchronisieren und Hochladen
33185,Synchronisieren Sie nur
33186,Das Löschen funktioniert nach dem die Karte reentering. Wollen Sie die Karte erneut eingeben?
33187,"Die Operation wird funktionieren, nachdem die Karte reentering. Wollen Sie die Karte erneut eingeben?"
33188,"Das Verbot wird funktionieren, nachdem die Karte reentering. Wollen Sie die Karte erneut eingeben?"
33189,Download weitere Plugins zu überprüfen!
33190,"Möchten Sie diese Änderungen mit Produkten, die bereits auf dem Regal synchronisieren?"
33191,Aktualisieren Sie das Regal
33192,Hauptbibliothek: @1
33193,Aktuelle Karte: @2
33194,Die ausgewählten Plugins haben die obere Grenze erreicht!
33195,Die Anzahl der ausgewählten Plugin-Packs hat die obere Grenze erreicht!
33196,Bearbeiten Sie die Artikelinformationen
33197,Speichern Sie die Bearbeitung
33198,Aktuelle Block-Plugin hat die obere Grenze erreicht! Der Überschuss wird durch Bodenblock ersetzt werden.
33199,Hochladen
33200,Die folgende Plug-In enthalten Inhalte anderen Plug-ins-Paket. Diese Plug-Ins können nicht auf den neuen Plug-in-Paket hinzugefügt werden und sind nicht markiert worden.
33201,Aktualisiert werden
33202,Aktualisiert! Der Artikel wird nach bestandener Überprüfung auf Ressourcen Gallery angezeigt
33203,"Dieses Plugin Pack hat Upload-Geschichte. Es wird auf die neueste Version auf dem Regal und synchronisieren zurück, so dass Sie Informationen zu diesem Artikel aktualisieren."
33204,Aktualisierung abbrechen
33205,"Dieses Plugin Pack wurde bearbeitet, aber nicht in der lokalen aktualisiert. Bitte laden Sie wieder es wieder auf dem Regal zu stellen."
33206,Dieses Plugin Pack überprüft wird. Kann nicht aktualisiert werden
33207,"Plugin-Pack, welches Modell von Ressourcen Gallery heruntergeladen enthält, wird gefiltert werden!"
33208,hochgeladen erfolgreich
33209,Dieser Artikel wurde vom Autor gelöscht!
33210,Gebannt Plugin Pack können nicht bearbeitet werden!
33211,"Der Gegenstand, der überprüft wird, kann nicht auf dem Regal gestellt werden. Bitte versuchen Sie es nach der Überprüfung übergeben"
33212,Sie können kein leeres Plugin Pack erstellt!
33213,Wählen Sie das Plugin Sie hinzufügen möchten
33214,Illegal Plugin Pack
33215,Sie können nicht illegal Plugin Pack bearbeiten
33216,Aktuelle Plugin Pack bereits auf die Karte importiert. Wollen Sie es decken?
33217,Sie müssen eine Karte wählen!
33218,Artikel im Bericht können nicht bearbeitet werden!
33219,"Artikel in der Überprüfung kann nicht gelöscht werden, bitte warten Sie für die Überprüfung vor dem Löschen zu übergeben!"
33220,Illegales Plugin Pack kann nicht auf dem Regal sein!
33221,Plugin Extraktion fehlgeschlagen. Bitte neu laden.
33222,"Die aktuelle Anzahl der Karten Plugin-Packs hat die obere Grenze erreicht, und die neuen packhas an der Hauptbibliothek gespeichert."
33223,Diese Geschichte ist nicht in dem Plugin-Pack. Kann nicht bearbeiten
33224,"Wenn das Plugin als die neue Vorlage, Teil Trigger und Teil Skript gespeichert wird, können kopiert werden, wenn Sie die Karte erneut eingeben. Bitte erneut eingeben, die Karte."
33225,Aktuelle Plugin Packungsinhalt nicht in das neue Plugin Pack hinzugefügt werden.
33226,Geben Sie aktuelle Karte?
33227,Import Erfolg
33228,Import fehlgeschlagen
33229,"Das Plugin Pack wird derzeit hinzugefügt, bitte Produkt aus dem Resource Center entfernen und erneut versuchen"
33230,Bitte bearbeiten Plugin Pack und erneuten Upload wieder
33231,Einige Modelle von der referenzierten Plug-in verloren gegangen sind. Wollen Sie Verpackung fortsetzen?
33350,@Null@
33351,Miniaturmodelle loading ...
33352,Miniaturmodelle sind erfolgreich geladen ...
33353,Plugin Pack loading ...
33354,Plugin Pack erfolgreich geladen ...
33355,Audio Loading ...
33356,Das Laden von Audio ist abgeschlossen!
33399,@Null@
34000,Ignorieren
34001,Verzauberung Bibliothek
34002,Insert ID
34003,Edit-Modus ist auf
34100,@Null@
34101,Welt Rahmen
34102,Zeit
34103,Wetter
34104,generieren Monster
34105,Schwere
34106,Maschinen
34107,Fallen Schaden Schalter
34108,Karte Regeln
34109,Starteinstellung
34110,Spiel Target
34111,Team Rahmen
34112,Start Einführung
34113,Starten Sie die Einführung
34114,Anfang
34115,Spieler Rahmen
34116,Spielerverhalten
34117,Respawn Rahmen
34118,Anzahl des Lebens
34119,Charakter Geschicklichkeit
34120,Fähigkeiten erlaubt
34121,Spieler Operationen
34122,Doppelsprung
34123,Verschiebbare
34124,Berg Betrieb
34125,Summon erlaubt
34126,Respawn-Regeln
34127,Respawn Way
34128,respawn automatisch
34129,Respawn manuell
34130,Niederlage Strafe
34131,Bildschirmeinstellung
34132,Benachrichtigungseinstellung
34133,Version Einstellung
34134,Spieler Attribut
34135,anfängliche Attribut
34136,Erster Artikel
34137,anfängliche Aussehen
34138,Experience-Modus
34139,Drop Boxes
34140,Stellen Sie die Start-Einführung
34141,In New Einführung
34142,Bild anzeigen
34143,Einführung
34144,Nehmen Sie den Screenshot
34145,Team Rahmen
34146,Starten Sie das Team-
34147,Team-Farbe
34148,Teamname
34149,Max Mitglieder
34150,Max Mitglieder: @1/40
34151,Kein Team
34152,Spieler 1
34153,Team 2
34154,Team 3
34155,Team 4
34156,Team 5
34157,Team 6
34158,Team-Zuweisungsmethode
34159,Zuweisungsmethode
34160,Auftragszuordnung
34161,Zufallsauswahl
34162,No Assigned-Team
34163,Wählen Sie ein Team-
34164,Grundeinstellung
34165,Berechtigungseinstellung
34166,anfängliche Attribut
34167,Erster Artikel
34168,anfängliche Aussehen
34169,benutzerdefinierte Konfiguration
34170,Edit Custom Permission
34171,Assaultable
34172,Können verletzt
34173,Kann besiegt werden
34174,Kann Gegenstände abholen
34175,Kann verwerfen Artikel
34176,Grund Attribut
34177,HP
34178,Hunger-Point
34179,Attacke
34180,Physikalische Attacke
34181,Element Angriff
34182,Verteidigung
34183,Körperliche Verteidigung
34184,Element Defense
34185,Verschiebbare
34186,Bewegungsgeschwindigkeit
34187,Angebote im Shortcut-Leiste
34188,Angebote im Beutel
34189,anfängliche Modell
34190,Schreiben Sie eine kühle Einführung ...
34191,Anfängliche Modell Charakter
34192,Use Custom Modell
34193,Wähle ein Modell
34194,Stern-Rahmen
34195,Max Sterne
34196,Level-Modus
34197,Start Level-Modus
34198,Maximales Level
34199,Wachstum erleben
34200,Aktuelle Erfahrung: @1
34201,Schnelleinstellung
34202,Level Bereich
34203,Erfahrung Bereich
34204,Wachstumskurve
34205,Standard
34206,frühere Stufe
34207,Spätere Phase
34208,Das Niveau Upgrade Geschwindigkeit relativ Durchschnitt und die Erfahrung für das Upgrade erforderlich in jeder Stufe ist relativ ausgewogen
34209,Das Upgrade in früherem Stadium ist relativ schnell und die spätere Aktualisierung erfordert mehr Erfahrung
34210,"Das Upgrade in früherem Stadium ist relativ langsam, und die spätere Aktualisierung erfordert weniger Erfahrung"
34211,Können Elemente verwenden
34212,Kann nicht beschworen in aktueller Kartenhalterung
34213,Wählen Sie automatisch nach @1 Sekunde
34214,Erster Artikel
34215,Erste Angebote im Shortcut-Leiste
34216,Erste Angebote im Beutel
34217,anfängliche Equipments
34218,Legen Sie die Anfangs Artikel in Shortcut-Leiste
34219,wählen Sie Artikel
34220,Stellen Sie die ursprünglichen Elemente in der Tasche
34221,Nummer
34222,Wählen Sie eine @1
34223,Original
34224,Benutzerdefiniert
34225,Set Erstausrüstung
34226,"Einstellung fehlgeschlagen ist, setzen Sie bitte den korrekten Pegelbereich"
34227,"Einstellung fehlgeschlagen ist, setzen Sie bitte die richtige Erfahrung Bereich"
34228,"Die Gesamtzahl der Menschen kann so eingestellt werden, um die obere Grenze zu erreichen, und die maximale Anzahl der Leute im Team gesetzt wurde an @1"
34229,Kein Bild gesetzt
34230,Ausgangspegel Erfahrung
34231,"Nur Arbeit in Karten, die Level-Modus haben. EXP kann der Spieler Level Upgrade"
34232,Einzelheiten
34233,Nahkampfangriff
34234,Fernangriff
34235,Explosion Angriff
34236,Brennen Angriff
34237,Gift-Attacke
34238,Chaos Angriff
34239,Melee Defense
34240,lag im Bereich Defense
34241,Explosion Defense
34242,Brennen Verteidigung
34243,Gift-Defense
34244,Chaos Defense
34245,Verbinden Sie das Team erfolgreich!
34246,Dieses Team ist voll. Bitte wählen Sie ein anderes Team
34247,Wählen Sie Ihr Team
34248,Level zu lv aktualisiert. @1!
34249,Ansicht wechseln
34250,Show Schaden
34251,zeigen nicht Schaden
34252,Nur zeigen Kasko
34253,Nur zeigen Team Schaden
34254,Alle anzeigen Schaden
34255,Aktivierung fehlgeschlagen. Karte wird aus Show Schaden eingeschaltet
34256,Health Bar
34257,Aktivierung fehlgeschlagen. Karte wurde aus Show Gesundheitsbar schaltet
34258,Stellen Sie die maximale Anzahl von Spielern ein
34259,Die Anzahl der vom System empfohlenen Spieler
34260,"Das System empfiehlt die Anzahl der schnellen Join-Spiele, die auf der Klassifizierung des Kartenspielspiels basieren."
34261,Nach Anzahl der Teammitglieder
34262,(@1 Person)
34263,Füllen Sie die Anzahl der vom Team festgelegten Personen aus.
34264,Custom Player Count.
34265,(@1 Person)
34266,"#cfa7a0f Beschreibung der maximalen Anzahl von Spielern #N
Die obere Grenzwerteinstellung der Anzahl der Spieler steuert die Anzahl der Online-Spiele. Für Spieler, um ein besseres Spielerlebnis zu haben, wird die obere Grenze der Anzahl der Online-Spieler vom Kartenentwickler festgelegt.

#cfa7a0f Einführung #n
1. Die Anzahl der vom System empfohlenen Spieler: Das System empfiehlt die Anzahl der schnell angeschlossenen Spiele basierend auf der Karten-Gameplay-Klassifizierung.
2. Anzahl der Teammitglieder: Füllen Sie die Anzahl der von Ihrem Team festgelegten Personen aus. (Maximal 40 Personen, mindestens 2 Personen)
3. Passen Sie die Anzahl der Spieler an: In der Regel für Gameplay-Karten ohne Teams gilt. (Maximal 40 Personen, mindestens 2 Personen)
4. Wenn die Anzahl der Teammitglieder und die Anzahl der benutzerdefinierten Mitglieder größer als 20 ist, muss er von zertifizierten Entwicklern festgelegt werden.

#cfa7a0f Sanfte Erinnerung #n
Es ist nicht notwendig, den Player-Zählungen auf so viele wie möglich einzustellen, müssen Sie sich an Ihr Map-Gameplay und die Kartengröße anpassen."
34267,"Nicht-zertifizierte Entwickler können bis zu 20 Personen einstellen, und Ihre Einstellung übersteigt das Limit"
34268,Abbrechen
34269,Ein zertifizierter Entwickler werden
34270,"Das Team muss mindestens 2 Personen oder mehr sein, und die Option ""Systemempfehlung"" wird für Sie ausgewählt."
34271,OK
34272,Die Anzahl der Spieler zu Beginn ist 1 oder ohne Einschränkung. Beitritt während des Spiels kann nicht deaktiviert werden.
34300,Import Modell
34301,Bestätigen
34302,Bitte geben Sie den Namen
34303,Bitte geben Sie die Beschreibung
34304,@Null@
34305,@Null@
34306,@Null@
34307,@Null@
34308,@Null@
34309,@Null@
34310,@Null@
34311,@Null@
34400,@Null@
34401,hochladen Rahmen
34402,Berechtigungseinstellung
34403,Hochladen als #L #cfa7a0fMap Vorlage #n
34404,Vorlage Rahmen
34405,Vorlagenmodus
34406,Buy-out
34407,Nur für das Studium
34408,Ladeverfahren
34409,Sie können nicht Vorlage Karte laden
34410,Sie können kommerzielle Inhalte hinzufügen
34411,Set Ladeverfahren
34412,"Wenn Sie eine Vorlage Karte laden, wird sie automatisch als Vorlage Karte hochgeladen werden"
34413,Sie können nicht kommerzielle Inhalte hinzufügen
34414,Kann nicht Ladeverfahren eingestellt
34415,sekundäre Creation
34416,Benutze Template
34417,Suche nur Schablone Karte
34418,Erstellen Sie eine Vorlage Karte
34419,Die Liste der spart voll ist. Bitte verwenden Sie nach dem Clearing
34420,Diese Karte ist nur für das Studium. Sie können nicht Entwickler Speicher eingestellt
34421,Die folgenden Ressourcen gehören zu den Autoren. Sie können sie nicht zu Hauptbibliothek bewegen.
34422,Diese Ressource ist nicht original. Sie müssen es in Ressourcen Gallery entsperren. Freischalten?
34423,Das Original
34424,Vorlage Informationen
34425,Original
34426,Diese Karte ist nicht verfügbar. Der Autor legte es aus dem Regal oder es ist illegal
34427,Autor:
34428,Der Veröffentlichungszeitpunkt:
