id,西班牙语
16138,Atención
16139,Cancela lo que estás subiendo. Los archivos locales no se verán afectados si se eliminan los archivos del servidor
16140,"Los siguientes recursos están entre la galería de recursos. Elimínelo y muévelos, luego cancela lo que estás subiendo"
16141,Eliminar Recurso
16142,El siguiente recurso se eliminará y no se podrá recuperar.
16143,Los siguientes recursos se han subido y no se pueden eliminar. Primero cancela lo que está subiendo
16144,Subir recurso
16145,Mueve o descarga recursos aquí
16146,Subir con tamaño @1/@3 y número @2/@4 
16147,Ayuda
16148,"#cfa7a0f¿Qué es el Centro de Recurso?#n
El Centro de Recursos es donde los jugadores gestionan sus recursos (como modelos de miniatura).
 
#cfa7a0fCentro de Recursos: ¿para qué se utiliza el mapa actual?#n
 1.Los recursos que crean los jugadores en el mapa se guardarán en el Centro de Recursos-Mapa actual. Solo puede usar estos recursos en este mapa.
 2. Puede ordenar, mover, eliminar estos recursos en el Centro de Recursos-Mapa actual.
 3. Puede copiar los recursos a la Biblioteca moviendo los recursos en el mapa actual. Puede visitar la biblioteca principal en otros mapas.
 
 #cfa7a0f ¿Para qué se utiliza la Biblioteca del Centro de Recursos?#n
 1. Solo puede visitar los recursos del mapa actual en este mapa. Pero puede visitar los recursos de la Biblioteca en todos los mapas. La biblioteca es como el sitio de transferencia de todos los mapas.
 2. Puede mover / copiar los recursos del mapa actual a la Biblioteca. También guardar los recursos en la Biblioteca que se descargan en la Galería de recursos.
 3. Puede ordenar, mover, subir, cancelar la subida, descargar, eliminar recursos en el Centro de recursos-Biblioteca.

#cfa7a0f ¿Cómo usar los recursos?#n
 1. Haga clic en el recurso para usarlo en la barra de ranura.
 2. Haga clic en recursos en la Biblioteca, luego los recursos se copiarán en el mapa actual automáticamente.
 3. Seleccione una carpeta y adminístrela en la lista de recursos correspondiente. Seleccione los recursos por lotes y muévalo al mapa actual.
 4. Todo el contenido en el Centro de Recursos se puede usar como la apariencia de los plugins (complementos).
 5. Bloque de modelo de criatura, eidtor de modelo personalizado puede usar los recursos en el Centro de recursos.
 
 #cfa7a0f¿Cómo subir recursos?#n
 1. Haga clic en Gestionar para seleccionar recursos no subidos. Haz clic en subir. Los recursos subidos tendrán un icono de nube en la esquina superior izquierda.
 2. Aviso: La cantidad de recursos y tamaño para subir será limitada.

#cfa7a0f ¿Para qué sirve el recurso subido?#n
 1. Si cambia de dispositivo, aún puede descargar recursos que se subieron antes.
 2. Los recursos ya subidos se pueden compartir. Otros pueden descargar y usar.

 #cfa7a0f¿Cómo cancelar la subida?#n
 1. Haga clic en gestionar para seleccionar los recursos subidos y cancelar la subida.
 2. Aviso: no puede cancelar la subida si los recursos ya están en el estante (ya se usa en los artículos. Debe eliminarlo del estante para cancelar la subida.

#cfa7a0f ¿Qué son las creaciones secundariass?#n
 1. Si aplica los recursos descargados al centro de recursos en el bloque de modelo criatura y el editor de modelos personalizados, los recursos generados serán de creación secundaria.
 2. Los recursos de creación secundaria no pueden subirse en la biblioteca, y solo pueden usarse en el archivo."
16149,No puede copiar recursos en multijugador
16150,No puede subir recursos viejos. Genéralo de nuevo.
16151,Es un recurso descargado. El modelo realizado con este recurso se guardará como creación secundaria. No se puede subir al centro de recursos. ¿Estás seguro de continuar?
16152,Número de archivos en biblio. @1/@2
16153,Capacidad insuf. en biblio. Borra algunos archivos y prueba de nuevo
16154,@1 Elegidos (@2/@3)
16155,@Null@
16156,@Null@
16157,@Null@
16158,"Se sospecha que el mapa está violado, el centro de recursos no se puede abrir"
16159,Biblioteca de audio
16160,"Por favor, introduzca el nombre del audio"
16161,"Por favor, seleccione el audio"
16162,"Por favor, cargue el audio en el ordenador"
16163,"La conexión de red ha fallado, por favor, inténtelo de nuevo"
16164,El tamaño del audio supera el límite de @1M
16165,"Fallo en la conexión con el servidor, inténtelo de nuevo más tarde"
16166,El audio se ha cargado con éxito
16167,"Cargando de recursos, por favor espere"
16168,¿Está seguro de eliminar este audio?
16199,La versión es vieja
16200,Galería Recursos
16201,Principal
16202,Categoría
16203,Modelo
16204,Buscar
16205,Tema
16206,El Mío
16207,Venta
16208,Comprado
16209,Favoritos
16210,Destacados
16211,Más
16212,Ingresa Contenido
16213,Último
16214,HOT
16215,Filtrar
16216,Etiqueta
16217,Selección
16218,Moneda
16219,Reiniciar
16220,Contener recurso (#cfa7a0f@1#n)
16221,Descripción
16222,Desbloquea los productos primero
16223,Descargar
16224,Descargando
16225,Descargado
16226,"Se ha descargado el recurso, verifícalo en el Centro de Recursos-Biblioteca Principal"
16227,Descargarás #cfa7a0f@1#n
16228,Descargas gratis hoy: @1
16229,Añade en Favo.
16230,Copia ID
16231,Robar los recursos de otros
16232,Populares
16233,Por nombre
16234,Por autor
16235,Por Artículo
16236,Todos los recursos
16237,Búsqueda por nombre #cfa7a0f@1#n:#cfa7a0f@2#n resultados
16238,Búsqueda por autor #cfa7a0f@1#n: #cfa7a0f@2#n resultados
16239,Buscar por ID #cfa7a0f@1#n: #cfa7a0f@2#n resultados
16240,Todos los temas
16241,Tema Modelo
16242,Añadir Artículo
16243,Crear Artículo
16244,Elige el tipo que quieres crear
16245,Agrega Artículos
16246,Ingresa Título
16247,Agregar Recursos
16248,Tipo Moneda
16249,Agrega recurso
16250,Este recurso ya está en otro estante
16251,Los recursos de creación secundaria no se pueden volver a subir
16252,Seleccionado (@1/10)
16253,El número alcanza el límite superior
16254,Ingresa la descripción (240 caracteres)
16255,Elige Etiqueta
16256,Una buena etiqueta facilitará la búsqueda
16257,"Los productos están a punto de ser colocados en el estante. La información del producto no puede modificarse cuando está en el estante. Después de ser eliminada del estante, solo se puede modificar la descripción del nombre.La producción y el intercambio de contenido pornográfico, político, violento y otro contenido ilegal está estrictamente prohibido "
16258,Pon a Estantería
16259,Termina la descripción antes de ponerla en estante
16260,Subiendo
16261,Subida Falló
16262,Subido Ya
16263,"¿Estás seguro de eliminar este artículo?
 #cef2d2d (Se eliminarán todos los datos, incluidas las descargas)#n "
16264,Revisando
16265,Chequear
16266,Violación
16267,Pendiente
16268,Removido
16269,Disponible
16270,Vuelta a Estante
16271,¿Estás seguro de eliminar este artículo del estante? #cef2d2d (Solo para usted mismo invisible. Todos los datos se guardan como las descargas. Puedes volver a ponerlo en el estante)#n
16272,"¿Estás seguro de eliminar este artículo? #cef2d2d (Todos los datos, incluidas las descargas, se eliminarán. Si es gratis, no se puede volver a descargar después de eliminar)#n"
16273,Desbloquear barras
16274,Eliminar
16275,Eliminado
16276,Este artículo ha sido eliminado. Por favor bórralo
16277,Aviso: los productos gratuitos no se registrarán en el servidor
16278,Desbloquea los productos primero
16279,Artículos
16280,Imagen
16281,Escena
16282,Armas
16283,Pistola
16284,Herramienta
16285,Equipo
16286,Juguete
16287,Comida
16288,Art. Diversos
16289,Persona
16290,Animal
16291,Monstruo
16292,Robot
16293,Edificio
16294,Bloque
16295,Planta
16296,Decoración
16297,Mueble
16298,Vehículo
16299,Máquina
16300,Orden General
16301,Todos Artículos
16302,Número de Artículos
16303,Comenta después de descargar
16304,No te comentes a ti mismo
16305,Lo has comentado
16306,Nada. Prueba otro filtro
16307,Nada. Descarga el artículo
16308,Nada. Hazlo favo. primero
16309,Suprime artículos
16310," #cfa7a0f¿Qué es la Galería de Recursos?#n
 La Galería de recursos es donde los jugadores comparten y descargan recursos (como modelos miniatura).
 
 #cfa7a0f¿Cómo subir recursos?#n
 1.Haga clic en Mío - Producto para agregar artículos.
 2. Agregue los recursos subidos en la biblioteca del Centro de recursos. Complete la información y seleccione la etiqueta.
 3. Haga clic en Poner en estante, el elemento ingresará al proceso de revisión. Cuando se apruebe, se mostrará en la Galería de recursos.
 4. Se pueden presentar excelentes recursos.
 
 #cfa7a0f¿Cómo descargar recursos?#n
 1. Puede verificar los detalles del artículo en la Galería de recursos. Haga clic para descargar. Aviso: El número de descargas gratuitas de artículos es limitado.
 2. Los recursos descargados se guardarán en el Centro de recursos-Biblioteca principal.
 3. Los artículos descargados se pueden encontrar en Galería de recursos-Comprados. Aviso: los artículos gratuitos no se guardarán en el servidor. Si cambia los dispositivos, se perderá la lista de artículos descargados. Los recursos ya descargados no se verán afectados.
 
 #cfa7a0f ¿Para qué se pueden usar los recursos descargados?#n
 1. Los recursos descargados se pueden usar en mapas y crear objetos, como bloques, accesorios y criaturas.
 2. Puede usarse como la apariencia de plugins.
 3. Utilizado en modelos de criaturas, editores de modelos personalizados. 
     Aviso: si utiliza los recursos descargados para crear, los recursos terminados serán de creación secundaria y no podrán subirse en la Biblioteca.
 
 #cfa7a0f ¿Cómo eliminar los artículos que ya están en el estante?#n
 1. Haga clic en los artículos en el estante en Mío-Venta, retírelo del estante en la página de detalles del artículo. 
     Aviso: los artículos que se eliminan del estante solo son visibles para usted. Todos los datos se guardan. Se puede volver a colocar en el estante.
 2. Haga clic en los artículos que ya se eliminaron del estante. Eliminarlo en la página de detalles del artículo. 
     Aviso: los datos también se eliminarán y otros jugadores no podrán descargarlos.
 
 #cfa7a0f¿Qué es la ID del artículo?#n
 1. Haga clic en Más en la esquina inferior derecha en la página de detalles. Haga clic en copiar ID. Esta es la única identificación del artículo.
 2. Busque la ID del elemento para encontrar los elementos correspondientes y pueda compartirlo con otros.

#cfa7a0fCriterios para ser Destacado#n
1) Producción de alta calidad. El recurso será exquisito y con un estilo artístico particular. El diseño y producción de los personajes, animales o herramientas deberán poder mostrar la idea del creador. Y el recurso podrá funcionar sin problemas en el juego.
2) Obras Originales. El recurso debe ser original del creador, lo que significa que no se puede duplicar desde los recursos de otros creadores.
3) Réplica de objetos realistas. Si los recursos del ítem se refieren a objetos de la realidad u otras obras de arte, serán muy similares a los objetos originales.
4) Integridad de la información. El artículo debe subirse con información que incluya: ① ​​un título verdadero, detallado y que puede describir con precisión el artículo; ② una descripción con más de 8 palabras para el artículo; ③ 1-3 etiquetas adecuadas. Se seleccionará preferentemente un artículo con más de tres etiquetas.

#cfa7a0fIntroducción oficial a los recursos destacados#n
1. Finura: está exquisitamente hecho y puede mostrar personas, animales o accesorios expresados ​​de manera razonable y delicada, o tiene un estilo artístico único. El trabajo final tiene un desempeño relativamente excelente en el juego.
2. Originalidad: debe ser una obra original.
3. Simulación: si el modelo se refiere a elementos de la vida real u otros elementos prototípicos.
4. Información completa: al cargar, complete el título detallado y verdadero de los elementos del modelo, no menos de 16 letras de descripción, y elija 1-3 etiquetas apropiadas."
16311,Ayuda
16312,No te sigas a ti mismo
16313,Falló en empaquetear recursos
16314,Error Parámetro
16315,10 Artículos como máx a la vez
16316,Artículo siendo descargado
16317,Espera
16318,Re-probar
16319,Artículos han alcanzado límite
16320,Acepta el acuerdo de los términos de servicio
16321,Tu UID fue creado en los 7 días. No se puede crear artículos
16322,實名認證後，可創建商品，商品可將資源中心總庫中已上傳的資源放到商品中上架
16323,Inicie sesión
16324,Muy pequeño
16325,Muy grande
16326,Número de recursos alcanza límite
16327,Ranuras alcanzan límite ya
16328,ID de recursos incorrecta
16329,Recuros subiendo. No poder cancelar
16330,Este recurso no existe
16331,Error al tipo de artículo
16332,Número no puede ser vacío
16333,Número de artículos alcanza límite
16334,Error del Parámetro de Recursos
16335,Este recurso está en venta en otro artículo
16336,Detalles de inform. vacíos
16337,Error de ID de artículos
16338,Artículo no existe. No poder subir
16339,Revisión no terminada. No poder subir
16340,Este artículo no pertenece a ti. No operar.
16341,UID incorrecta
16342,Error de Parámetro Reporta
16343,No puedes comentar propio artículo
16344,Has comentado este artículo
16345,No hay nombre de artículo. No puede comentar
16346,No inform. de artículo. No comentar
16347,Sistema ocupado. Comentarios no visualizados
16348,Sistema ocupado. No poder agregar a favo.
16349,No puedes subir artículos hasta terminar la autenticación.
16350,Operaciones frecuentes. Espere por (@1s)
16351,"Resultado Filtro:
#cfa7a0f@1#nEtiqueta, 
#cfa7a0f@2#nMarca,
#cfa7a0f@3#nMoneda"
16352,Nombre muy largo
16353,Descripción muy larga
16354,No cumple las condiciones de venta
16355,Falló en verificar el nombre de artículo
16356,Nombre de Artículo inapropiado
16357,Falló en verificar la descrip. de artículo
16358,Descrip. de Artículo inapropiada
16359,Recursos ilegales. No puede elegir
16360,Agrega etiqueta
16361,Confirmar
16362,Falló en descargar algunos recursos. Chequea los descargados en el Centro-Biblioteca Principal
16363,Recursos no encontrados
16364,Plagio de trabajos
16365,No pongas en fav. propio artículo
16366,Veces de descarga insuf.
16367,Objeto ha sido removido del estante. No puede descargar
16368,Artículo ilegal. No puede descargar
16369,No puede descargar
16370,Revisión falló
16371,Tu permiso para la galería ha sido cancelado
16372,Sin Permiso
16373,"Te costará #c01aa10@1×@2#n para obtener#cf7770f@3#n, ¿SEGURO?"
16374,Modo Publicidad
16375,Introduzca precio
16376,#cf4b225Atención: tu artículo contiene los recursos desbloqueados de otros artículos. ¿Continuar?#n
16377,Recomendado
16378,Nombre
16379,Función
16380,Pixel
16381,"Masculino
"
16382,Dama
16383,Compañero
16384,Luchador
16385,Mago
16386,Sacerdote
16387,Tirador
16388,Nijigen
16389,Ambiente
16390,Automatización
16391,Vida
16392,Entretenimiento
16393,Portátil
16394,Animación
16395,Literatura
16396,Sonido
16397,Aprendizaje
16398,Colección
16399,Lucha
16400,Producción
16401,Magia
16402,Trampa
16403,Textur.
16404,Artículo
16405,Uid
16406,Indicio
16500,La versión es antigua
16501,@Null@
16502,@Null@
16503,@Null@
16504,@Null@
16505,@Null@
16550,@Null@
16551,@Null@
16552,@Null@
16553,@Null@
16554,@Null@
16555,@Null@
16556,@Null@
16600,@Null@
16601,Disparador Parcial
16602,Guión Parcial
16603,"Si esta variable está vinculada al plugin, esta variable se seleccionará automáticamente cuando el complemento actual esté empaquetado en el paquete del plugin."
16604,No más consejos
16605,Enlace
16606,Desconectar
16607,#cF62D2DAtención: La variable actual está referenciada por un parámetro de activación parcial. No se puede desvincular!#n
16608,Nueva versión
16609,Versión antigua
16610,Editar versión antigua
16611,Se detectó que este plugin usaba un disparador de la versión anterior. ¿Quiere cambiar a la versión anterior para editar?
16612,(#cF62D2DAtención: el disparador antiguo no se puede agregar ni comprimir en el paquete del plugins#n)
16613,Se detectó que este plugin usaba el disparador de la versión anterior. ¿Quiere cambiar a la versión anterior para editar?
16614,(#RAtención: el script antiguo no se puede agregar ni comprimir en el paquete del plugins#n)
16615,Cancelar
16616,Variable Parcial
17000,@Null@
19990,Instrucción de Edición
19991,"Descripción de la edición de cubos:
 #cfa7a0fAparencia: #npermite cambiar el nombre, descripción, y modelo del cubo. Para el modelo, están disponibles la apariencia de otros cubos y las miniaturas.
 #cfa7a0fAtributos: #npermite modificar los atributos básicos, caídas, y colisión,etc."
19992,Plugin Criatura Editar
19993,"Plugin Criatura:
 #cfa7a0fApariencia:#nNombre, descripción, modelo y el tamaño de la criatura pueden ser ajustados. Modelo se puede cambiar por un aspecto otro, usando modelo de miniatura en el centro de recursos, o comprando avatares o eskines.
 #cfa7a0fAtributos y Batalla:#nTipos, atributos, y habilidades de luchar pueden ser determinados.
 #cfa7a0fAvanzado:#ncomportamiento de las criaturas puede ser creado o editado.
 #cfa7a0fInteracción:#nTiendas pueden ser creadas y editadas, y aplicadas en las criaturas. Historias se someten a editar pero no crear.
Nota: Las historias pueden ser creadas sólo por el plugin de historias. Determinar la criatura como el objeto para activar la historia durante la interacción.

#cfa7a0fDesencadenar parcial:#n A diferencia de la herramienta para desarrolladores, el activador parcial es solo para el evento que se activa con este evento de complemento y ofrece más posibilidades.
#cfa7a0fScript parcial: #nA diferencia de la herramienta de desarrollo, el activador parcial es solo para el evento que se activa con este evento de complemento.
PS: si este complemento ha utilizado los disparadores o scripts integrados, puede hacer clic en el nuevo cambio de versión en la esquina superior derecha del disparador parcial o en la barra de opciones de script parcial para volver a los disparadores antiguos y los scripts integrados para editar, pero la versión anterior no es compatible con el nuevo contenido, por favor comprenda."
19994,Plugin Accesorio Editar
19995,"Plugin Accesori:
 #cfa7a0fApariencia:#nNombre, descripción, y modelo de accesorios pueden ser cambiados. El modelo pueden cambiarse por otro accesorio, o bien usando la miniatura en el centro de recursos.
 #cfa7a0fAtributos: #nDe acuerdo con los tipos de accesorios, atributos pueden ser ajustados.
 #cfa7a0fHabilidad: #nHabilidades y efectos de accesorios pueden ser creados o editados.
 #cfa7a0fObjetos Contenidos: #nCrear uno nuevo o editar los objetos, el número y la probabilidad de objetos en el paquete.
Nota: El tipo de objetos no se permite cambiar. Se decide entre los existentes al crear uno nuevo o editar el original.(Tipos: herramientas, artículos diversos, arco, proyectil, tirador, comida y paquete.)

#cfa7a0fDesencadenar parcial:#n A diferencia de la herramienta para desarrolladores, el activador parcial es solo para el evento que se activa con este evento de complemento y ofrece más posibilidades.
#cfa7a0fScript parcial: #nA diferencia de la herramienta de desarrollo, el activador parcial es solo para el evento que se activa con este evento de complemento.
PS: si este complemento ha utilizado los disparadores o scripts integrados, puede hacer clic en el nuevo cambio de versión en la esquina superior derecha del disparador parcial o en la barra de opciones de script parcial para volver a los disparadores antiguos y los scripts integrados para editar, pero la versión anterior no es compatible con el nuevo contenido, por favor comprenda."
19996,Plugin Receta Editar
19997,"Plugin Receta 
1. Plugin de receta está disponible para algunos objetos, cubos y plugin de objetos.
2. Hacer clic en  Elaborar en Mochila , y la receta será elaborada en la interfaz de mochila.
3. El tipo de la receta corresponde con el objeto elaborado en la herramienta.
4. La producción consiste en la cantidad de objetos elaborados al seguir una receta plugin.
5. Como máximo 6 objetos serán seleccionados como receta de elaboración.

#cfa7a0fDesencadenar parcial:#n A diferencia de la herramienta para desarrolladores, el activador parcial es solo para el evento que se activa con este evento de complemento y ofrece más posibilidades.
#cfa7a0fScript parcial: #nA diferencia de la herramienta de desarrollo, el activador parcial es solo para el evento que se activa con este evento de complemento.
PS: si este complemento ha utilizado los disparadores o scripts integrados, puede hacer clic en el nuevo cambio de versión en la esquina superior derecha del disparador parcial o en la barra de opciones de script parcial para volver a los disparadores antiguos y los scripts integrados para editar, pero la versión anterior no es compatible con el nuevo contenido, por favor comprenda."
19998,Plugin Fundición Editar
19999,"Plugin Fundición:
1. Materiales de fundición y objetos que se produzcan se permiten cambiar por algunos objetos, cubos, y objetos plugin.
2. Seleccionar [Combustible] y elegir el material de para combustición. El Tiempo se refiere a la duración de combustición.
Nota: Si el botón [Combustible] está activado sin elegir los productos de combustición, el material para fundición se considerá como carburante. Duración fijada para adquirir el objeto: 10 segundos.

#cfa7a0fDesencadenar parcial:#n A diferencia de la herramienta para desarrolladores, el activador parcial es solo para el evento que se activa con este evento de complemento y ofrece más posibilidades.
#cfa7a0fScript parcial: #nA diferencia de la herramienta de desarrollo, el activador parcial es solo para el evento que se activa con este evento de complemento.
PS: si este complemento ha utilizado los disparadores o scripts integrados, puede hacer clic en el nuevo cambio de versión en la esquina superior derecha del disparador parcial o en la barra de opciones de script parcial para volver a los disparadores antiguos y los scripts integrados para editar, pero la versión anterior no es compatible con el nuevo contenido, por favor comprenda."
20101,Consej Desarrollador
20102,"Su punto de dev alcanzó@1, y usted se convirtió en Lv@2 Dev, ¡felicidades!"
20103,"Debido al hecho de haber abusado de la regla, sus puntos de Dev disminuyeron a@1, usted fue rebajado a Lv@2 dev y será responsable."
20104,Normal
20105,Nivel 1. Mini Polvo Estelar
20106,Nivel 2. Mini Nebulosa
20107,Nivel 3. Jumbo Estelar
20108,Nivel 4. Gigante Roja
20109,Nivel 5. Súper Gigante
20110,Nivel 6. Supernova
20111,Nivel 7. Agujero Negro
20112,Desarrollador
20113,Atajo
20114,Conviértete en desarrollador
20115,Biblioteca de objetos
20116,Plugins
20117,Centro de Recursos
20118,Activador
20119,Script
20120,Configuración de la tienda
20121,Acceso rapido a la barra de herramientas
20122,(Haga clic para cambiar todas las herramientas en la barra de acceso rápido)
20123,Creación de modelos
20124,Construccion instantanea
20125,Diseño de circuito
20126,Diseño de juego
20127,Manual del desarrollador
20128,La barra de herramientas de acceso rápido se cambia a herramientas comunes de creación de modelos
20129,La barra de herramientas de acceso rápido se cambia a Herramientas de construcción instantánea
20130,La barra de herramientas de acceso rápido se cambia a herramientas comunes de diseño de juegos
20131,La barra de herramientas de acceso rápido se cambia a Herramientas de diseño de circuitos comunes
20132,"Herramientas de información detectadas (planos, documentos, etc.) en su barra de herramientas de acceso rápido, proceda a cambiar todas las herramientas en su barra de herramientas de acceso rápido"
20133,Desarrollador certificado
20134,Calcelar
20135,Desarrollador certificado
20136,Modelo de Archivo
20137,Modelo de Activador
20138,X número de Activadores no se han activado
20139,Reiniciar mapa
20140,"El recurso de publicación requiere que se cargue en el servidor. Detectado que no se ha subido ese recurso, lo subiremos al servidor para usted."
20141,El recurso de publicación requiere que se pone a la biblioteca principal y se cargue en el servidor. Lo pondremos a la biblioteca y subirlo al servidor para usted.
20142,#c0aaa1a@1#c657476 archivos（los descargados incuídos）
20143,Ventana Flotante para Desarrollador
20200,Explorando por
20201,¡Usted no puede dormir en otro planeta sin el permiso de la madre!
20202,Bomba de oxígeno
20203,Colocar combustible y materiales para generar oxígeno
20204,Bombear oxígeno cuando la barra de oxígeno está llena
20205,Energía crítica
20206,¡Bienvenido a Horas!
20207,"#c3f4f4fHoras es peligroso, cómo sobrevivir en el planeta sin oxígeno? #n#c3f4f4fColete Oxy, crear área de oxígeno, encontrar más plano, construir el paquete de oxígeno... #n#c3f4f4fTome Cuidado! Usted volverá a volver a Mini planeta! #n#r#cfa7a0fIr frente al corazón joven!"
20208,@self ¡ciudado con el consumo de oxígeno!
20209,Tótem de madera de melocotón no puede ponerse de pie en Horas!
20210,Consejos: cuide su información privada
20211,Esto no está disponible para ti según tu edad.
20212,Por favor escriba al menos 6 caracteres.
20213,Mini Estrella
20214,Animación
20215,Estilo
20216,Clásico
20217,Enérgico
20218,Entrada
20219,Andar
20220,Sentarse
20221,Juega Lindo
20222,Danza
20223,Guardar
20224,Guardado en la Propiedad
20225,"La piel no se ha guardado todavía, ¿estás seguro de salir?"
20226,Salir del archivo actual para entrar en la Pista de Mini Estrella
20227,"Controle#cfa7a0fRotación y zoom del personaje#n, Haga clic en el personaje para interactuar点"
20228,"Haga clic para abrir la tienda de piel, utilice accesorios en la galería DIY skin#cfa7a0fpara vestir#n！"
20229,"Haga clic y cambie a la lista de animación, hacer su personaje #cfa7a0fmovimiento#n！"
20230,Haga clic y cambie al estilo de la lista，usted puede elegir su favorito#cfa7a0festilo de piel#n！
20231,Finalmente#cfa7a0frecuerde de salvar#n! Usted puede compartir con sus amigos!
20232,Avatar Mini Estrella
20233,(Subirlo al servidor manualmente. Se puede utilizar una vez aprobado)
20234,Mini Estrella
20235,"Archivos de Pista de Mini Estrella están llenos. Por favor, borre algunos y luego ingrese"
20236,Pon el borde negro del dibujo en el marco de la cámara
20237,Autorización de la cámara es necesaria para habilitar Pista de Mini Estrella
20238,Entrar
20239,En Blanco#c0aaa1a×@1
20240,Gratitud
20241,Hola
20242,Procedimiento 
20243,Ir y descargar #L#cffda0a tarjeta de dibujo oficial #n consultar tutorial
20244,Imprima la tarjeta de dibujo en el papel de tamaño A4#L#cffda0aClic para guardarlo en álbum#n
20245,Utilice su herramienta y dibuje una piel
20246,Incluya el borde negro de la tarjeta de dibujo en el marco de la cámara
20247,No recuerde otra vez
20248,Cámara Abierta
20249,Tira de nuevo
20250,Pensamiento
20251,llanto
20252,Valiente
20253,Feliz
20254,Caerse
20255,Postura
20256,¿Seguro de regresar a la Cámara Fotográfica?
20257,Afilar
20258,3D
20259,@Null@
20260,@Null@
20261,@Null@
20262,@Null@
20263,@Null@
20264,@Null@
20265,@Null@
20266,@Null@
20267,@Null@
20268,@Null@
20269,@Null@
20270,@Null@
20271,@Null@
20272,@Null@
20273,@Null@
20274,@Null@
20275,@Null@
20276,@Null@
20277,@Null@
20278,@Null@
20279,@Null@
20280,@Null@
20281,@Null@
20282,@Null@
20283,@Null@
20284,@Null@
20285,@Null@
20286,@Null@
20287,@Null@
20288,@Null@
20289,@Null@
20290,@Null@
20291,Puntuación
20292,Sobrepasa el @1% de los jugadores
20293,Colorear
20294,El contenido de AR es gratis y original todo creado por jugadores. No guarda relación con el desarrollador de juego. 
20295,Guardando imagen
20296,Guardado
20297,Foto no cumplimiento de requisitos. Vuelve a tomar
20298,Detalles
20299,Colección
20300,Guardar la tarjeta de dibujo en el álbum
20301,Inválido código de canje
20302,Código de canje utilizado
20303,Ha vencido este código
20304,"Posees este eskin, no lo demandes otra vez."
20305,¡Enhorabuena! Has desbloqueado Rojoleón y Azuleón. Mini Capitán te regalará un eskin nuevo - Camaleón.
20306,Falla la descarga
20307,Descargado y guardado con éxito
20308,Canjear eskin
20309,En revisión
20310,Violado
20311,Este eskin implicaría infracción.¿Quieres borrarlo?
20312,"En la versión actual, la función está disponible sólo en el móvil"
20313,No puede compartir el eskin hasta que se apruebe en revisión
20314,Mini Estrella(Tarjeta de dibujo)
20315,Mini Estrella(En Pasos y Partes)
20316,¿NoPapel?
20317,Unidad: cm
20318,"Según consejos, dibuja la eskin DIY en cualquier papel blanco, y dibuja con lápiz de color.#L#cfa7a0fLee Tutorial en Pasos#n"
20319,#cffda0aCabeza#nDibujar
20320,Cuerpo#cffda0aFrontal#nDibuja
20321,Cuerpo#cffda0aDorsal#nDibuja
20322,Tomar fotos en pasos: Poner la área de dibujo dentro del marco de cámara. Toma en 3 pasos para generar la eskin.
20323,Tomar fotos de la tarjeta de dibujo
20324,Tomar fotos en pasos
20325,Encierra el marco negro de área de dibujo dentro de la cámara
20326,Código QR
20327,Tras
20328,No Previs.
20329,Previsu. de Cabeza
20330,Previsu. de Cuerpo Frontal
20331,Cabeza
20332,Cuerpo Frontal
20333,Cuerpo Dorsal
20334,Terminar
20335,Eskin DIY será revisado ahora(Se podrá ver en multijugador una vez aprobado)
20336,Pon código QR en el marco de cámara
20337,Subir
20338,Instrucción
20339,"#cfa7a0fPreparación antes de cargar#n
    Descarga la tarjeta de dibujo oficial y termina tu trabajo en el área de dibujo.

#cfa7a0f¿Cómo subir?#n
    Haz clic en Subir. Encuentra la tarjeta de dibujo y haz clic.
#cef2d2dAviso: El tamaño de la tarjeta de dibujo subida debe ser la misma que la versión oficial (Estándar A4).#n
   
#cfa7a0fVista Previa y Guardar#n
  Después de subir, tu trabajo se mostrará en la interfaz de edición de Mini Estrella.
  Súbelo después de guardar. Cuando se aprueba en la revisión, se podrá ver en la sala de multijugador."
20340,Re-subir
20341,"OJO: Si el modelo generado tiene error, revisa detenidamente y asegúrate de que el tamaño y la dirección son correctos. #L#cfa7a0f(Ver la Instrucción)#n"
20342,El contenido no ha sido revisado y no puede usarse. Súbelo para revisión.
20343,El contenido está en revisión y no puede ser usado.
20344,Contenido ilegal. No se puede usar y editar.
20345,Emote Estrella
20346,Emote
20347,Eskin Estrella
20348,Eskin
20349,Los Míos
20350,Mantenga atento
20351,Config.
20352,Efecto Dinámico
20353,Mostración
20354,Elegir eskin
20355,Elegir acción
20356,#cffffffMuestre su acción frente a la cámara trasera #n
20357,"#cffffffPor favor, registre #cfa7a0f@1#nUna Acción#n"
20358,#cffffffCambiar a la acción @1#n
20359,#cffffffIniciar la grabación#n
20360,Grabación de lapso durante (5s)
20361,Gestión de modelos (@1/3
20362,Introducción
20363,"Emote Estrella combina la acción humana con el modelo mediante el reconocimiento de huesos. El jugador solo necesita mostrar el cuerpo humano frente a la cámara, y el papel vestido en la imagen puede coincidir con la acción del jugador en tiempo real. El jugador también puede grabar la acción y guardarla."
20364,¡Bienvenido a Pista de Mini Estrella! ¡Puedes probar diferentes tipos de alta tecnología aquí para conectar el Mini World con el mundo real! ¡Usa tu imaginación e ideas para hacerlo realidad!
20365,[Emote Estrella]
20366,Solo Tiro
20367,Doble Tiro
20368,¡Deje que el modelo se balancee con usted y registre sus propias acciones!
20369,Tutoriales
20370,#L¿No puede jugar?#n
